lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
7199,fela,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">~ <span class=""p"">e-m</span><span class=""p"">e-t</span>, <i>to make over, to give in trust or charge to one</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">hann fal Óðni allan þann val, <i>he gave all the slain to Odin</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">mey frumunga fal hann <i>(entrusted to)</i> megi Gjúka;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ <span class=""p"">e-m</span><span class=""p"">e-t</span> á hendi, <i>to commit a thing to one’s charge, to commend</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">fálu sik ok sálir sínar guði almáttkum á hendi, <i>they commended themselves and their souls to God Almighty</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ <span class=""p"">e-t</span> undir eið sinn (þegnskap sinn), <i>to vouch upon one’s oath (upon one’s honour)</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ <span class=""p"">e-t</span> undir <span class=""p"">e-m</span>, <i>to put under one’s charge</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">er und einum mér öll um fólgin hodd Niflunga, <i>the whole hoard of the Niflungs is in my hands alone</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">man hér öll vár vinátta undir ~st, <i>all our friendship will depend upon this</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ <span class=""p"">e-n</span> á brott, <i>to put one out for alimentation</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ <span class=""p"">e-n</span> inni = ~ <span class=""p"">e-n</span> á brott;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">sá bóandi, er hann felr sik inni, <i>the man with whom he boards and lodges</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~ búfé inni at <span class=""p"">e-m</span>, <i>to put out (cattle, sheep) to one to keep</i>;</div>","~ e-m e-t, to make over, to give in trust or charge to one;\nhann fal Óðni allan þann val, he gave all the slain to Odin;\nmey frumunga fal hann (entrusted to) megi Gjúka;\n~ e-m e-t á hendi, to commit a thing to one’s charge, to commend;\nfálu sik ok sálir sínar guði almáttkum á hendi, they commended themselves and their souls to God Almighty;\n~ e-t undir eið sinn (þegnskap sinn), to vouch upon one’s oath (upon one’s honour);\n~ e-t undir e-m, to put under one’s charge;\ner und einum mér öll um fólgin hodd Niflunga, the whole hoard of the Niflungs is in my hands alone;\nman hér öll vár vinátta undir ~st, all our friendship will depend upon this;\n~ e-n á brott, to put one out for alimentation;\n~ e-n inni = ~ e-n á brott;\nsá bóandi, er hann felr sik inni, the man with whom he boards and lodges;\n~ búfé inni at e-m, to put out (cattle, sheep) to one to keep;",\N
7199,fela,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">refl.</span> ~st, <i>to hide oneself</i> (mörg leyni þau, er ~st mátti í);</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~st í faðmi <span class=""p"">e-m</span>, <i>to be locked in one’s arms</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">~st á hendi <span class=""p"">e-m</span>, <i>to put oneself in another’s hands, enter his service</i> (Kolskeggr falst á hendi Sveini Dana-konungi).</div>","refl. ~st, to hide oneself (mörg leyni þau, er ~st mátti í);\n~st í faðmi e-m, to be locked in one’s arms;\n~st á hendi e-m, to put oneself in another’s hands, enter his service (Kolskeggr falst á hendi Sveini Dana-konungi).",\N
7200,félag,\N,main,[feːlaɣ],n.,n.,"<div class=""oldnorse bodytext""><i>fellowship, partnership</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">eiga ~ saman, <i>to be partners</i>; eiga (hafa) ~ við <span class=""p"">e-n</span>, hafa ~ <span class=""p"">e-s</span>, <i>to be in partnership wilh one</i>: leggja til ~ við <span class=""p"">e-n</span>, <i>to enter into partnership with one</i>; leggja til ~s, <i>to contribute to a common land</i>; skipta. til ~s, <i>to share in a partnership</i>.</div>","fellowship, partnership;\neiga ~ saman, to be partners; eiga (hafa) ~ við e-n, hafa ~ e-s, to be in partnership wilh one: leggja til ~ við e-n, to enter into partnership with one; leggja til ~s, to contribute to a common land; skipta. til ~s, to share in a partnership.","fellowship, partnership"
7201,félagaerfð,\N,main,[feːlaɣaɛrvð],n.,f.,"<div class=""oldnorse bodytext""><i>a partner’s inheritance</i>.</div>",a partner’s inheritance.,a partner’s inheritance
7202,félagi,\N,main,[feːlaɣi],n.,m.,"<div class=""oldnorse bodytext""><i>partner, shareholder of any kind</i>; <i>also used of married people, partner, mate</i> (hvat segir þú mér frá Hrúti, félaga þinum); ek vil skilja við félaga minn, <i>I wish to part with my mate</i>;</div>","partner, shareholder of any kind; also used of married people, partner, mate (hvat segir þú mér frá Hrúti, félaga þinum); ek vil skilja við félaga minn, I wish to part with my mate;","partner, shareholder of any kind"
7202,félagi,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>fellow, mate, comrade</i>; góðr (gamansamr) ~, <i>a good (merry) fellow</i>; ~ minn ok frændi, <i>my comrade and kinsinan</i>.</div>","fellow, mate, comrade; góðr (gamansamr) ~, a good (merry) fellow; ~ minn ok frændi, my comrade and kinsinan.",\N
7203,félagleikr,\N,main,[feːlaɣlɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>friendliness</i>.</div>",friendliness.,friendliness
7204,félagligr,\N,main,[feːlaɣliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>friendly, kind</i> (<span class=""p"">e-m</span>, við <span class=""p"">e-n</span>).</div>","friendly, kind (e-m, við e-n).","friendly, kind"
7205,félagsbú,\N,main,[feːlaɣsbuː],n.,n.,"<div class=""oldnorse bodytext""><i>joint household</i>.</div>",joint household.,joint household
7206,félagsfé,\N,main,[feːlaɣsfeː],n.,n.,"<div class=""oldnorse bodytext""><i>common fund</i>.</div>",common fund.,common fund
7207,félagsgørð,\N,main,[feːlaɣsɣørð],n.,f.,"<div class=""oldnorse bodytext""><i>entrance into partnership</i>;</div>",entrance into partnership;,entrance into partnership
7207,félagsgørð,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>contract</i> (nema annan veg hati mælt verit í fégørð þeirra).</div>",contract (nema annan veg hati mælt verit í fégørð þeirra).,\N
7208,félagshross,\N,main,[feːlaɣshrɔsː],n.,n.,"<div class=""oldnorse bodytext""><i>a horse owned in partnership with others</i>.</div>",a horse owned in partnership with others.,a horse owned in partnership with others
7209,félagskapligr,\N,main,[feːlaɣskapliɣr],adj.,\N,"<div class=""oldnorse bodytext""><span class=""ref"">félagligr</span>.</div>",félagligr.,félagligr.
7210,félagskapr,\N,main,[feːlaɣskapr],n.,m.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span> -skapar), </div>","(gen. -skapar),","fellowship, partnership"
7210,félagskapr,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>fellowship, partnership</i>;</div>","fellowship, partnership;",\N
7210,félagskapr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>companionship, friendship</i>; gørðist þar brátt ~ góðr, <i>they soon became intimate friends</i>; binda saman lag sitt ok félagskap, <i>to enter into close alliance</i>.</div>","companionship, friendship; gørðist þar brátt ~ góðr, they soon became intimate friends; binda saman lag sitt ok félagskap, to enter into close alliance.",\N
7211,félagslagning,\N,main,[feːlaɣslaɣninɣ],n.,f.,"<div class=""oldnorse bodytext""><i>entering into partnership</i>.</div>",entering into partnership.,entering into partnership
7212,félagsmaðr,\N,main,[feːlaɣsmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>partner</i>.</div>",partner.,partner
7213,félagsvætti,\N,main,[feːlaɣsvɛːtːi],n.,n.,"<div class=""oldnorse bodytext""><i>a witness in matters of a</i> félag.</div>",a witness in matters of a félag.,a witness in matters of a
7214,félauss,\N,main,[feːlɒusː],adj.,\N,"<div class=""oldnorse bodytext""><i>penniless, poor</i>.</div>","penniless, poor.","penniless, poor"
7215,félaust,\N,main,[feːlɒust],adv.,\N,"<div class=""oldnorse bodytext""><i>gratis</i>, = <span class=""ref"">kauplaust</span>.</div>","gratis, = kauplaust.",gratis
7216,félát,\N,main,[feːlaːt],\N,\N,\N,\N,\N
7217,fjárlát,\N,main,[fjaːrlaːt],\N,\N,\N,\N,\N
7218,fjártjón,\N,main,[fjaːrtjoːn],n.,n.,"<div class=""oldnorse bodytext""><i>loss of money</i>.</div>",loss of money.,loss of money
7219,feld,\N,main,[fɛld],\N,\N,\N,\N,\N
7220,felt,\N,main,[fɛlt],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">falda</span>.</div>",from falda.,from falda.
7221,feldarblað,\N,main,[fɛldarblað],n.,n.,"<div class=""oldnorse bodytext""><span class=""ref"">feldarskaut</span>.</div>",feldarskaut.,feldarskaut.
7222,feldardálkr,\N,main,[fɛldardaːlkr],n.,m.,"<div class=""oldnorse bodytext""><i>cloak-pin</i>.</div>",cloak-pin.,cloak-pin
7223,feldarröggvar,\N,main,[fɛldarːœgːvar],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>the long hairs of the outside of a cloak</i>.</div>",pl. the long hairs of the outside of a cloak.,the long hairs of the outside of a cloak
7224,feldarskaut,\N,main,[fɛldarskɒut],n.,n.,"<div class=""oldnorse bodytext""><i>the skirt of a cloak</i>.</div>",the skirt of a cloak.,the skirt of a cloak
7225,feldarslitr,\N,main,[fɛldarslitr],n.,n.,"<div class=""oldnorse bodytext""><i>tatters of a cloak</i>.</div>",tatters of a cloak.,tatters of a cloak
7226,feldr,[1],main,[fɛldr],n.,m.,"<div class=""oldnorse bodytext"" style=""margin-left=50px"">(-ar, -ir), <i>cloak</i>.</div>","(-ar, -ir), cloak.",cloak
7226,feldr,[2],main,[fɛldr],pp.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>fitted</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=100px"">vera vel (illa) ~ til <span class=""p"">e-s</span>, <i>to be well (ill) fitted for a thing</i>; <span class=""p"">neut.</span>, þér er ekki felt at, <i>it is not for thee to</i>.</div>","fitted;\nvera vel (illa) ~ til e-s, to be well (ill) fitted for a thing; neut., þér er ekki felt at, it is not for thee to.",fitted
7227,féleysi,\N,main,[feːlɐysi],n.,n.,"<div class=""oldnorse bodytext""><i>want of money</i>.</div>",want of money.,want of money
7228,féligr,\N,main,[feːliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>valuable, handsome</i> (<span class=""p"">esp.</span>, ekki ~).</div>","valuable, handsome (esp., ekki ~).","valuable, handsome"
7229,félítill,\N,main,[feːliːtilː],adj.,\N,"<div class=""oldnorse bodytext""><i>short of money, poor</i>;</div>","short of money, poor;","short of money, poor"
7229,félítill,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>of little value</i> (~ skógr).</div>",of little value (~ skógr).,\N
7230,feljóttr,\N,main,[fɛljoːtːr],adj.,\N,"<div class=""oldnorse bodytext""><i>shabby, rough</i> (verja feljótt sem laki).</div>","shabby, rough (verja feljótt sem laki).","shabby, rough"
7231,fell,[1],main,[fɛlː],n.,n.,"<div class=""oldnorse bodytext""><i>‘fell’, (isolated) hill, mountain</i>. <span class=""p"">Cf.</span><span class=""ref"">fjall</span>.</div>","‘fell’, (isolated) hill, mountain. Cf. fjall.","‘fell’, (isolated) hill, mountain"
7231,fell,[2],main,[fɛlː],\N,\N,"<div class=""oldnorse bodytext""><span class=""ref"">falla</span>.</div>",falla.,falla.
7232,féll,\N,main,[feːlː],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">falla</span>.</div>",from falla.,from falla.
7233,fella,[1],main,[fɛlːa],v.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px"">(-da, -dr), </div>","(-da, -dr),","to fell, make fall"
7233,fella,[1].X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to fell, make fall</i>; ~ víð, <i>to fell timber</i>; ~ segl, <i>to take down sails</i>;</div>","to fell, make fall; ~ víð, to fell timber; ~ segl, to take down sails;",\N
7233,fella,[1].X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to kill, slay (in battle)</i>; ~ <span class=""p"">e-n</span> frá landi, <i>to slay or dethrone (a king)</i>; ~ fénað sinn, <i>to lose one’s sheep or cattle from cold or hunger</i>;</div>","to kill, slay (in battle); ~ e-n frá landi, to slay or dethrone (a king); ~ fénað sinn, to lose one’s sheep or cattle from cold or hunger;",\N
7233,fella,[1].X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to cause to cease, abolish</i> (~ blót ok blótdrykkjur); ~ rœðu sína, <i>to close one’s speech</i>; ~ niðr, <i>to put an end to, abandon, give up</i> (~ niðr þann átrúnað);</div>","to cause to cease, abolish (~ blót ok blótdrykkjur); ~ rœðu sína, to close one’s speech; ~ niðr, to put an end to, abandon, give up (~ niðr þann átrúnað);",\N
7233,fella,[1].X.4,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">~ heitstrenging á sik, <i>to bring down on one’s head the curse of a broken vow</i>;</div>","~ heitstrenging á sik, to bring down on one’s head the curse of a broken vow;",\N
7233,fella,[1].X.5,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to tongue and groove, to fit</i>; ~ stokk á horn, <i>to put a board on the horns of a savage bull</i>;</div>","to tongue and groove, to fit; ~ stokk á horn, to put a board on the horns of a savage bull;",\N
7233,fella,[1].X.6,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">fig., ~ ást (hug) til <span class=""p"">e-s</span>, <i>to turn one’s mind (love) towards one, to fall in love with</i>; ~ bœn at <span class=""p"">e-m</span>, <i>to address prayer to one, to beg of one</i>; ~ sik við <span class=""p"">e-t</span>, <i>to fit oneself to a thing</i>: ~ sik mjök við umrœðuna, <i>to take a warm parl in the debate</i>.</div>","fig., ~ ást (hug) til e-s, to turn one’s mind (love) towards one, to fall in love with; ~ bœn at e-m, to address prayer to one, to beg of one; ~ sik við e-t, to fit oneself to a thing: ~ sik mjök við umrœðuna, to take a warm parl in the debate.",\N
7233,fella,[2],main,[fɛlːa],n.,f.,"<div class=""oldnorse bodytext""><i>framework, a framed board</i>;</div>","framework, a framed board;","framework, a framed board"
7233,fella,[2].X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>mouse-trap</i>.</div>",mouse-trap.,\N
7234,fellihurð,\N,main,[fɛlːihurð],n.,f.,"<div class=""oldnorse bodytext""><i>trap-door</i>.</div>",trap-door.,trap-door
7235,fellikápa,\N,main,[fɛlːikaːpa],n.,f.,"<div class=""oldnorse bodytext""><i>a kind of plaid</i>.</div>",a kind of plaid.,a kind of plaid
7236,felling,\N,main,[fɛlːinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>felling, knocking down</i>;</div>","felling, knocking down;","felling, knocking down"
7236,felling,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>joining, framing</i>.</div>","joining, framing.",\N
7237,fellir,\N,main,[fɛlːir],n.,m.,"<div class=""oldnorse bodytext""><i>death</i>, <span class=""p"">esp.</span><i>of cattle</i>.</div>","death, esp. of cattle.",death
7238,fellisótt,\N,main,[fɛlːisoːtː],n.,f.,"<div class=""oldnorse bodytext""><i>sudden illness</i>.</div>",sudden illness.,sudden illness
7239,fellivetr,\N,main,[fɛlːivɛtr],n.,m.,"<div class=""oldnorse bodytext""><i>a hard winter when the cattle die of cold or hunger</i>.</div>",a hard winter when the cattle die of cold or hunger.,a hard winter when the cattle die of cold or hunger
7240,fellujárn,\N,main,[fɛlːujaːrn],n.,n.,"<div class=""oldnorse bodytext""><i>wrought iron</i>.</div>",wrought iron.,wrought iron
7241,felmsfullr,\N,main,[fɛlmsfulːr],adj.,\N,"<div class=""oldnorse bodytext""><i>alarmed, frightened</i>.</div>","alarmed, frightened.","alarmed, frightened"
7242,felmta,\N,main,[fɛlmta],v.,\N,"<div class=""oldnorse bodytext"">(-mta, -mtr), <i>to be in a state of fright and alarm</i> (fari menn stilliliga ok felmti eigi);</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">felmtr, <i>frightened</i> (fara f.);</div><div class=""oldnorse bodytext"" style=""margin-left=50px""><span class=""p"">e-m</span> verðr felmt við, <i>one gets frightened</i>.</div>","(-mta, -mtr), to be in a state of fright and alarm (fari menn stilliliga ok felmti eigi);\nfelmtr, frightened (fara f.);\ne-m verðr felmt við, one gets frightened.",to be in a state of fright and alarm
7243,felmtr,\N,main,[fɛlmtr],n.,m.,"<div class=""oldnorse bodytext""><i>sudden fear, fright</i> (slær felmt á <span class=""p"">e-n</span>).</div>","sudden fear, fright (slær felmt á e-n).","sudden fear, fright"
7244,fémaðr,\N,main,[feːmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>moneyed man</i>.</div>",moneyed man.,moneyed man
7245,fémál,\N,main,[feːmaːl],n.,n.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>money matters</i>.</div>",pl. money matters.,money matters
7246,fémikill,\N,main,[feːmikilː],adj.,\N,"<div class=""oldnorse bodytext""><i>moneyed, rich</i>;</div>","moneyed, rich;","moneyed, rich"
7246,fémikill,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>valuable, costly</i>.</div>","valuable, costly.",\N
7247,fémildr,\N,main,[feːmildr],adj.,\N,"<div class=""oldnorse bodytext""><i>open-handed</i> (= mildr af fé).</div>",open-handed (= mildr af fé).,open-handed
7248,fémissa,\N,main,[feːmisːa],n.,f.,"<div class=""oldnorse bodytext""><i>loss of property</i>.</div>",loss of property.,loss of property
7249,fémunir,\N,main,[feːmunir],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>valuables, property</i>.</div>","pl. valuables, property.","valuables, property"
7250,fémúta,\N,main,[feːmuːta],n.,f.,"<div class=""oldnorse bodytext""><i>bribe in money</i>.</div>",bribe in money.,bribe in money
7251,fémætr,\N,main,[feːmɛːtr],\N,\N,\N,\N,\N
7252,fjárverðr,\N,main,[fjaːrvɛrðr],\N,\N,\N,\N,\N
7253,verðligr,\N,main,[vɛrðliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>valuable</i>.</div>",valuable.,valuable
7254,fen,\N,main,[fɛn],n.,n.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span><span class=""p"">pl.</span> fenja), <i>bog, quagmire</i> (mýrar ok ~).</div>","(gen. pl. fenja), bog, quagmire (mýrar ok ~).","bog, quagmire"
7255,féna,\N,main,[feːna],v.,\N,"<div class=""oldnorse bodytext"">(að), <span class=""p"">impers.</span>, <span class=""p"">e-m</span> fénar, <i>one gains</i> (~ði þér nú).</div>","(að), impers., e-m fénar, one gains (~ði þér nú).",one gains
7256,fénaðr,\N,main,[feːnaðr],n.,m.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span> -ar), <i>sheep, cattle</i>.</div>","(gen. -ar), sheep, cattle.","sheep, cattle"
7257,fengi,\N,main,[fɛnɣi],n.,n.,"<div class=""oldnorse bodytext""><i>booty</i> = <span class=""ref"">herfang</span>.</div>",booty = herfang.,booty
7258,fengiliga,\N,main,[fɛnɣiliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>advantageously</i> (dreyma ~).</div>",advantageously (dreyma ~).,advantageously
7259,fenginn,\N,main,[fɛnɣinː],pp.,\N,"<div class=""oldnorse bodytext""><span class=""ref"">fá</span>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px""><i>fitted</i> (vel til <span class=""p"">e-s</span> ~).</div>",fá;\nfitted (vel til e-s ~).,fitted
