rt_ref_link_id,rt_ref_link_id_old,lang,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
4294.0,1080.0,TB,11530,nil,36.0,,2514,ṣar,*ĝʰes-r-,Hand,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
4372.0,1181.0,TB,11881,nil,42.0,,2865,kewiye,*gʷou̯-i̯o-,zur Kuh gehörig; Butter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
4421.0,1249.0,RussCS,12009,nil,47.0,,2993,jatry,^^x^^Hi̯(e)nh₂-tr-,"Schwägerin, des Mannesbruders Frau",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,russ. ksl.,conflict
4839.0,110.0,TB,13364,nil,70.0,,4348,āñme,*h₂ánh₁-men-,Wunsch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
5300.0,1557.0,TB,14865,nil,106.0,,5849,ñemkälywe ,*k̑léu̯-es-,Ruhm,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
5754.0,2365.0,TB,16433,nil,143.0,,7417,puwar,ˣph₂u̯ōr,Feuer; Verdauung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6258.0,2954.0,TB,17982,nil,182.0,,8966,wasto,*du̯i-sth₂-o-,"wieder, zweifach",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6441.0,2679.0,TB,18665,nil,193.0,,9649,soy,*suH-i̯u-,Sohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6441.0,2679.0,TB,18666,nil,193.0,,9650,seyi,*suH-i̯u-,Sohn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
6442.0,2679.0,TB,18667,nil,193.0,,9651,soṃśke,*suH-nu-kiko/ah₂-,(dear) son,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,toch. B ,conflict
206.0,,,19241,pok,,,19,Abona,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1.0,gall. brit. ,conflict
3356.0,,,19360,pok,,,138,til,,bis,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,7.0,ags. aisl.,conflict
3520.0,,,19454,pok,,,232,ἀγνέω,,"führe, bringe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10.0,lak. ätol. kret.,conflict
3520.0,,,19455,pok,,,233,ἀγῑνέμεναι,,"führe, bringe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10.0,ep. ion,conflict
3520.0,,,19456,pok,,,234,ἀγῑνέω,,"führe, bringe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10.0,ep. ion,conflict
2.0,,,19532,pok,,,310,ager,,Feld,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,10.0,lat. umbr. ,conflict
30.0,,,19993,pok,,,771,ērīn,,ehern,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,39.0,as. ahd. mhd.,conflict
60.0,,,20353,pok,,,1131,ocet,,Egge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,47.0,acymr. corn.,conflict
64.0,,,20433,pok,,,1211,loni,,"im vorigen Sommer, im vorigen Jahre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,52.0,čech. poln. ,conflict
70.0,,,20685,pok,,,1463,āṭā ,,Mehl,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,56.0,hindi bengali ,conflict
76.0,,,20939,pok,,,1717,bī-,,bei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,68.0,as. ags. ahd.,conflict
85.0,,,21005,pok,,,1783,ana,,πότνια,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,75.0,messap. illyr.,conflict
94.0,,,21144,pok,,,1922,ἀν,,"auf, in die Höhe, entlang",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,78.0,dor. böot. ark. kypr.,conflict
94.0,,,21145,pok,,,1923,ὀν,,"auf, in die Höhe, entlang",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,78.0,lesb. thess. ark.,conflict
109.0,,,21346,pok,,,2124,igle,,ein schmarotzender Blattwurm in den Eingeweiden der Tiere und in der Haut und den Kiemen der Fische,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,86.0,dän. norw.,conflict
109.0,,,21348,pok,,,2126,igil,,Igel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,86.0,ahd. ags.,conflict
109.0,,,21368,pok,,,2146,anken,,"Not, Notwendigkeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,87.0,corn. bret. ,conflict
113.0,,,21461,pok,,,2239,enkel,,Knöchel am Fuß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,88.0,mhd. mnd.,conflict
118.0,,,21503,pok,,,2281,Öse,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,91.0,spätmhd. nhd.,conflict
121.0,,,21566,pok,,,2344,and-,,"ant-, ent-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,anord. as. ags.,conflict
121.0,,,21567,pok,,,2345,ant-,,"ant-, ent-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,ahd. mhd. nhd.,conflict
121.0,,,21569,pok,,,2347,ent-,,"ant-, ent-",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,mhd. nhd. ,conflict
125.0,,,21591,pok,,,2369,unto,,"zu, bis",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,as. engl.,conflict
125.0,,,21615,pok,,,2393,and,,und,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,93.0,ags. engl.,conflict
131.0,,,21747,pok,,,2525,o,,"ex, ab, de",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,acymr. ncymr.,conflict
131.0,,,21748,pok,,,2526,a,,"ex, ab, de",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,acorn. mcorn. bret.,conflict
134.0,,,21828,pok,,,2606,pa-,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,aksl. lit.,conflict
134.0,,,21833,pok,,,2611,ἀπύ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,101.0,ark. kypr. lesb. thess.,conflict
145.0,,,22023,pok,,,2801,rām,,Ziel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,103.0,mhd. mnd.,conflict
147.0,,,22234,pok,,,3012,argant,,Silber,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,112.0,corn. mbret.,conflict
153.0,,,22395,pok,,,3173,ozd,,Malzdarre,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,120.0,čech. apoln. ,conflict
153.0,,,22396,pok,,,3174,ozditi ,,Malz dörren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,120.0,čech. slov. ,conflict
157.0,,,22457,pok,,,3235,ak,,aber,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,125.0,got. as. ,conflict
165.0,,,22571,pok,,,3349,au-,,"weg, ab",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,129.0,apr. lit. lett.,conflict
168.0,,,22607,pok,,,3385,ava,,jener,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130.0,ai. av. ap.,conflict
168.0,,,22608,pok,,,3386,ovъ- — ovъ-,,der einerseits — der andrerseits; der eine — der andere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130.0,aksl. aruss.,conflict
168.0,,,22609,pok,,,3387,ovogda — ovogda,,das eine Mal — das andere Mal,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130.0,aksl. aruss.,conflict
173.0,,,22670,pok,,,3448,vā - vā,,entweder - oder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,130.0,ai. av. ,conflict
189.0,,,22935,pok,,,3713,wascan,,waschen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135.0,ahd. ags.,conflict
190.0,,,22962,pok,,,3740,vār ,,regnen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,135.0,iran. av.,conflict
219.0,,,23554,pok,,,4332,bl-ae-sus,,"lispelnd, lallend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,149.0,lat. osk.,conflict
231.0,,,23754,pok,,,4532,pal,,"unbeweglich, fest",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,165.0,ndl. ndd. fries.,conflict
239.0,,,23910,pok,,,4688,podde,,Kröte,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168.0,mengl. ndd. ,conflict
239.0,,,23918,pok,,,4696,pot,,"Pott, Topf",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168.0,afries. mnd. ,conflict
242.0,,,23968,pok,,,4746,pogge,,"Frosch, Kröte; Geschwulst am Unterleib bei Kühen und Stuten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168.0,mndd. nndd. ,conflict
242.0,,,23969,pok,,,4747,pugge ,,"Frosch, Kröte; Geschwulst am Unterleib bei Kühen und Stuten",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168.0,mndd. nndd. ,conflict
244.0,,,23985,pok,,,4763,big,,"dick, groß, aufgeblasen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,168.0,mengl. nengl. ,conflict
251.0,,,24291,pok,,,5069,baju,,"erzählen, besprechen, heilen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,179.0,russ.-serb.-ksl.,conflict
258.0,,,24414,pok,,,5192,πᾶχυς ,,"Ellbogen, Unterarm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,186.0,äol.-dor. ,conflict
260.0,,,24436,pok,,,5214,broch,,Dachs,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,187.0,cymr. mbr.,conflict
261.0,,,24455,pok,,,5233,bar,,"Spitze, Gipfel, Laub",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,189.0,cymr. corn. ,conflict
261.0,,,24475,pok,,,5253,borre,,Klette,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,189.0,dän.-schwed.,conflict
264.0,,,24549,pok,,,5327,far,,"Dinkel, Spelt; Schrot, Mehl",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,192.0,osk. umbr.,conflict
264.0,,,24574,pok,,,5352,φήνη ,,"eine Adlerart, wahrscheinlich Vultur monachus",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,194.0,gr. hom. att. ,conflict
272.0,,,24664,pok,,,5442,ba,,"traun, fürwahr",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,199.0,čech. poln.,conflict
277.0,,,24774,pok,,,5552,bungen,,trommeln,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,204.0,mhd. mnd.,conflict
286.0,,,24856,pok,,,5634,bītan,,beißen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,as. ags. ,conflict
287.0,,,24860,pok,,,5638,beizen,,"zügeln, jagen, beizen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,ahd. mhd. ,conflict
287.0,,,24872,pok,,,5650,bittar,,"beißend, scharf, bitter",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,208.0,as. ahd. ,conflict
291.0,,,24930,pok,,,5708,Boii,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211.0,kelt.-ill.,conflict
296.0,,,24961,pok,,,5739,bill,,Beil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211.0,ahd. ags.,conflict
296.0,,,24983,pok,,,5761,boj,,Schlacht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,211.0,russ. čech.,conflict
303.0,,,25072,pok,,,5850,blána,,"Haut, Häutchen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,213.0,čech. slov.,conflict
308.0,,,25140,pok,,,5918,Bulle,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,mnd. nhd. ,conflict
308.0,,,25161,pok,,,5939,bulk,,"Buckel, Knollen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,215.0,schwed. dän.,conflict
415.0,,,25302,pok,,,6080,bulla,,"babbeln, schwatzen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,218.0,isl.-norw.,conflict
321.0,,,25391,pok,,,6169,blaken,,"flammen, glühen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,221.0,mndl. nndl. ,conflict
321.0,,,25397,pok,,,6175,blinken,,blinzeln ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,221.0,mhd. nhd. ,conflict
322.0,,,25509,pok,,,6287,bant,,Band,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,226.0,aisl. as.,conflict
322.0,,,25521,pok,,,6299,φάτνη,,Krippe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,226.0,hom. att. ,conflict
324.0,,,25533,pok,,,6311,bindan,,binden,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,226.0,got. ags.,conflict
331.0,,,25648,pok,,,6426,βερνώμεθα,,κληρωσώμεθα,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,dor.-ill. ,conflict
331.0,,,25649,pok,,,6427,αβήρ,,οἴκημα στοὰς ἔχον,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,dor.-ill. ,conflict
331.0,,,25661,pok,,,6439,mbaj,,"halte an, pflege, beobachte, trage",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,tosk. geg.,conflict
335.0,,,25710,pok,,,6488,breth,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25711,pok,,,6489,brith,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25712,pok,,,6490,breith ,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25713,pok,,,6491,brithe ,,"das Tragen, Gebären (Verbaln. zu biru); Geburt; Urteil",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,air. mir. ,conflict
335.0,,,25719,pok,,,6497,barn,,Urteil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,cymr. bret.,conflict
335.0,,,25733,pok,,,6511,beran,,"tragen, hervorbringen, gebären",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,ags. ahd.,conflict
335.0,,,25735,pok,,,6513,barn,,Kind,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,got. aisl. ahd. as.,conflict
335.0,,,25738,pok,,,6516,barm,,"Brust, Schoß",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,schwed. dän. ,conflict
335.0,,,25740,pok,,,6518,barm,,Schoß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,228.0,ahd. as. ,conflict
346.0,,,25944,pok,,,6722,βερρόν,,δασύ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,230.0,gr. lesb. thess.,conflict
349.0,,,26156,pok,,,6934,bort,,"Brett, Tisch",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,235.0,ahd. mhd. ,conflict
351.0,,,26282,pok,,,7060,Πέργαμος,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,kleinas. maked. kret.,conflict
351.0,,,26288,pok,,,7066,bern,,Haufe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,acorn. bret. ,conflict
351.0,,,26292,pok,,,7070,bre ,,Hügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,cymr. corn. bret. ,conflict
351.0,,,26305,pok,,,7083,berg,,Berg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,238.0,ahd. as. ,conflict
355.0,,,26411,pok,,,7189,bremo,,Bremse,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,241.0,ahd. as. ,conflict
361.0,,,26511,pok,,,7289,brinnan,,brennen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,243.0,got. ahd. as.,conflict
368.0,,,26695,pok,,,7469,#NAME?,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,248.0,lat.-fal.,conflict
384.0,,,27051,pok,,,7825,blaka,,"vor und zurück schlagen, fächeln, flattern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,256.0,aisl. nnorw. dial.,conflict
384.0,,,27052,pok,,,7826,blakra,,Schlag,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,256.0,aisl. nnorw. dial.,conflict
384.0,,,27122,pok,,,7896,bli-zna,,Narbe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,261.0,čech. poln.,conflict
387.0,,,27192,pok,,,7966,blei(g) ,,Fischnamen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,264.0,mnl. mnd.,conflict
387.0,,,27193,pok,,,7967,bleger,,Fischnamen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,264.0,mnl. mnd.,conflict
327.0,,,27365,pok,,,8139,blūsche(n),,"langsam, träge",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,272.0,nhd. schwäb. ,conflict
402.0,,,27375,pok,,,8149,φλί̄βω,,"drücke, quetsche",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,274.0,äol. ion.,conflict
411.0,,,27494,pok,,,8268,bracke,,Spürhund,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,286.0,mnd. mnl.,conflict
411.0,,,27498,pok,,,8272,brātar-,,Bruder,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,287.0,av. apers.,conflict
411.0,,,27502,pok,,,8276,braterais,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,287.0,mys.-phryg. ,conflict
422.0,,,27627,pok,,,8401,brach ,,"Krach, Lärm",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,289.0,mhd. ags.,conflict
422.0,,,27628,pok,,,8402,braht ,,"Lärm, Geschrei",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,289.0,ahd. mhd. as.,conflict
424.0,,,27646,pok,,,8420,brok,,"steifes Gras, Borstengras",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,290.0,isl. norw.,conflict
427.0,,,27656,pok,,,8430,brig,,Gipfel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,290.0,cymr. bret. ,conflict
429.0,,,27675,pok,,,8449,bresel,,Streit ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,291.0,corn. mbret.,conflict
431.0,,,27716,pok,,,8490,brink,,"Rand, Kante, Ufer",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,292.0,mengl. nengl.,conflict
440.0,,,27817,pok,,,8591,brūn ,,scharf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,300.0,ags. mhd. ,conflict
442.0,,,27859,pok,,,8633,bronn,,Brust,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,302.0,acymr. ncymr.,conflict
461.0,,,28067,pok,,,8841,boc,,Bock,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,311.0,ahd. mhd. ,conflict
468.0,,,28141,pok,,,8915,tīd,,"Zeit, Stunde",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313.0,as. ags. ,conflict
468.0,,,28167,pok,,,8941,tapa ,,"ein Ende machen, verlieren",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313.0,aschw. aisl.,conflict
473.0,,,28251,pok,,,9025,tæse ,,"entwirren, auffasern, aufzupfen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313.0,norw. dän.,conflict
475.0,,,28267,pok,,,9041,teisteren,,reißen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,313.0,ostfries. holl. ,conflict
483.0,,,28467,pok,,,9241,ἔνδοι ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,318.0,lesb. dor.,conflict
483.0,,,28515,pok,,,9289,dim,,"ihn, sie",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,318.0,av. apers,conflict
483.0,,,28525,pok,,,9299,δέω,,binde,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,319.0,hom. att.,conflict
491.0,,,28661,pok,,,9435,duw,,Gott,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,321.0,mcymr. ncymr.,conflict
497.0,,,28824,pok,,,9598,zēwe ,,Zehe,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,324.0,nhd. südd.,conflict
497.0,,,28961,pok,,,9735,dek,,zehn,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,327.0,corn. bret. ,conflict
504.0,,,29046,pok,,,9820,hund,,ein Hundert,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,327.0,got. as. ags. ,conflict
511.0,,,29241,pok,,,10015,talg,,Talg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,331.0,dän. schwed. norw.,conflict
511.0,,,29308,pok,,,10082,lang,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,332.0,ags. ahd. nhd. ,conflict
511.0,,,29322,pok,,,10096,zumft,,"Schicklichkeit, Regel, Verein, Zunft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,333.0,ahd. mhd. ,conflict
521.0,,,29622,pok,,,10396,drop,,Leiter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,poln. čech. ,conflict
521.0,,,29623,pok,,,10397,drop(i)a,,Leiter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,poln. čech. ,conflict
523.0,,,29676,pok,,,10450,Dravos ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,342.0,illyr.-pannon.,conflict
526.0,,,29776,pok,,,10550,terren ,,zanken,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,mengl. mnd.,conflict
534.0,,,29868,pok,,,10642,raz-drьtь,,zerrissen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,serb ksl. ,conflict
535.0,,,29905,pok,,,10679,δαράτα ,,Brot,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,gr. delph.,conflict
535.0,,,29908,pok,,,10682,dravoca,,Lolch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,gall. (lat.) ,conflict
539.0,,,30033,pok,,,10807,zdraby ,,"Lumpen, Fetzen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,343.0,čech.-mähr.,conflict
539.0,,,30090,pok,,,10864,δραίνω ,,tue,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,346.0,hom. ion.,conflict
539.0,,,30100,pok,,,10874,δραχμά,,Drachme,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,347.0,ark. el.,conflict
539.0,,,30181,pok,,,10955,Δωρι-κλῆς,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,349.0,ark. dor.,conflict
539.0,,,30182,pok,,,10956,Δωρί-μαχος,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,349.0,dor. böot.,conflict
539.0,,,30304,pok,,,11078,trog,,Trog,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,349.0,ahd. nhd. ,conflict
554.0,,,30456,pok,,,11230,δέω,,"ermangle, fehle, entbehre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,353.0,gr. dor. att. ,conflict
554.0,,,30457,pok,,,11231,δεύω,,"ermangle, fehle, entbehre",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,353.0,äol. hom. ,conflict
554.0,,,30485,pok,,,11259,δά̄ν,,"lange, lange her",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,353.0,el. dor. ,conflict
554.0,,,30550,pok,,,11324,zugil,,Zügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
554.0,,,30567,pok,,,11341,zoum,,"Seil, Riemen, Zügel",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
554.0,,,30581,pok,,,11355,zuht,,"Ziehen, Zug, Erziehung, Zucht, Nachkommenschaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,ahd. mhd. ,conflict
554.0,,,30590,pok,,,11364,zauche ,,Hündin,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,354.0,nhd. schwäb.,conflict
554.0,,,30615,pok,,,11389,δίζα,,αἴξ. Λάκωνες,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,357.0,gr.-thrak. ,conflict
560.0,,,30664,pok,,,11438,tunga,,Zunge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,360.0,an. as. ,conflict
560.0,,,30705,pok,,,11479,δόμεν ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,361.0,hom. thess.,conflict
564.0,,,30825,pok,,,11599,δοῦναι,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,361.0,hom.-att. ,conflict
566.0,,,30880,pok,,,11654,trāgī,,"Trägheit, Verdruß",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,364.0,as. ahd. ,conflict
570.0,,,30915,pok,,,11689,tor-,,un-,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,366.0,anord. ags.,conflict
571.0,,,30972,pok,,,11746,δύ(ϝ)ο,,zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,hom. att. dor.,conflict
571.0,,,30976,pok,,,11750,wi-t,,wir zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,got. anord. as. ags. afries.,conflict
571.0,,,30978,pok,,,11752,git,,ihr zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,as. ags. ,conflict
571.0,,,30992,pok,,,11766,dou,,zwei,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,acymr. bret.,conflict
584.0,,,31203,pok,,,11977,twist,,Zwist (Entzweiung),,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,mnd. afries. ,conflict
584.0,,,31220,pok,,,11994,te-,,zer-,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,as. afries. ,conflict
584.0,,,31221,pok,,,11995,ti-,,zer-,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,368.0,as. afries. ,conflict
584.0,,,31231,pok,,,12005,τέθηπα,,erstaunen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
584.0,,,31232,pok,,,12006,ταφών,,erstaunen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
587.0,,,31233,pok,,,12007,θώπτω,,(staune an =) schmeichle,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
587.0,,,31234,pok,,,12008,θωπεύω,,(staune an =) schmeichle,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
587.0,,,31235,pok,,,12009,θάμβος,,"Staunen, Verwunderung, Schrecken",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
587.0,,,31236,pok,,,12010,θαμβέω,,"staune, erstaune, erschrecke",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,369.0,ep. ion.,conflict
