rt_ref_link_id,rt_ref_link_id_old,lang,lex_ref_link_id,ref_id,ref_rt_index,word_id,ref_wd_index,reflex,category,gloss_orig,gloss_eng,questionable,notes,expanded_notes,original_text,created_by,last_updated_by,last_updated,rt_master_id,derivation,rt_index,orig_lang_abbrev_raw,lang_map_status
220.0,,,23595,pok,,,4373,βομβύκια ,,summende Insekten,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23596,pok,,,4374,βομβύλη ,,enghalsiges Gefäß,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23597,pok,,,4375,βομβυλιός ,,Hummel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
220.0,,,23598,pok,,,4376,βομβύλιος  ,,Hummel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,155.0,,empty
261.0,,,24483,pok,,,5261,borst,,Borste,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,189.0,,empty
510.0,,,29196,pok,,,9970,ladónь ,,"Handfläche; ebener Platz auf der Tenne, Dreschboden",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,330.0,,empty
511.0,,,29298,pok,,,10072,da-lu-ga-aš-ti,,Länge,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,332.0,,empty
514.0,,,29423,pok,,,10197,domitus,,Bändigung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,334.0,,empty
627.0,,,32347,pok,,,13121,dr̥-dhr-á-,,festhaltend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,398.0,,empty
666.0,,,33277,pok,,,14051,februō,,"reinigen, religiös sühnen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33278,pok,,,14052,februum ,,Reinigungsmittel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
666.0,,,33279,pok,,,14053,Februārius ,,Reinigungsmonat,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,415.0,,empty
676.0,,,33532,pok,,,14306,θρῡλίξας,,"brechen, zerschmettern",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,426.0,,empty
676.0,,,33560,pok,,,14334,τρύφος ,,Bruchstück,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,426.0,,empty
682.0,,,33687,pok,,,14461,frūstror,,"täusche, hintergehe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,433.0,,empty
691.0,,,33816,pok,,,14590,uowahst ,,Hinterkopf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,436.0,,empty
707.0,,,34037,pok,,,14811,é-tot,,"der hier, dieser",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438.0,,empty
712.0,,,34164,pok,,,14938,astēn ,,ebenhier,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438.0,,empty
712.0,,,34165,pok,,,14939,so-in ,,derselbe hier,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438.0,,empty
712.0,,,34166,pok,,,14940,do-in ,,derselbe da,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438.0,,empty
712.0,,,34167,pok,,,14941,no-in ,,derselbe dort,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,438.0,,empty
729.0,,,34975,pok,,,15749,Αἴσαρος ,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,458.0,,empty
750.0,,,35398,pok,,,16172,elkúnė ,,Ellenbogen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,468.0,,empty
773.0,,,35823,pok,,,16597,ambu,,Wasser,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,480.0,,empty
788.0,,,36314,pok,,,17088,urur ,,"Möwe, Weihe",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,495.0,,empty
904.0,,,38782,pok,,,19556,knort,,"Knorren, Knoten, unreifes Obst",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,564.0,,empty
922.0,,,39307,pok,,,20081,kång ,,"lebhaft, erregt (bes. von Pferden) ",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,569.0,,empty
922.0,,,39308,pok,,,20082,kynge ,,Bündel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,569.0,,empty
371.0,,,39806,pok,,,20580,krykla,,"verkrüppelter Baum, hinfalliges Geschöpf, Knochenbrüchigkeit",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,575.0,,empty
946.0,,,40295,pok,,,21069,kullern,,"rollen, kugeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,580.0,,empty
946.0,,,40296,pok,,,21070,kollern ,,"rollen, kugeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,580.0,,empty
961.0,,,40814,pok,,,21588,gëksen,,feinere unartikulierte Töne ausstoßen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,603.0,,empty
1067.0,,,43129,pok,,,23903,gausìngas,,"reichlich, ergiebig, fruchtbar",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,670.0,,empty
1127.0,,,44304,pok,,,25078,Αντίβιος,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,710.0,,empty
1127.0,,,44305,pok,,,25079,βῑνεῖν ,,futuere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,710.0,,empty
1160.0,,,44844,pok,,,25618,βρύον ,,"Moos, Kätzchen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,722.0,,empty
1160.0,,,44845,pok,,,25619,ἔμβρυον ,,das Neugeborene,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,722.0,,empty
1160.0,,,44855,pok,,,25629,ζείναμεν ,,σβέννυμεν ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,723.0,,empty
1318.0,,,47183,pok,,,27957,Κάπυς,,,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,838.0,,empty
1422.0,,,48997,pok,,,29771,cneifio ,,tondere,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,905.0,,empty
1432.0,,,49218,pok,,,29992,honang,,Honig,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,909.0,,empty
1480.0,,,50461,pok,,,31251,κότυλος,,Hohlung,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,947.0,,empty
1542.0,,,51494,pok,,,32284,κέκλυθι,,höre!,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,980.0,,empty
1569.0,,,51945,pok,,,32735,,,Urteil,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,998.0,,empty
1680.0,,,53060,pok,,,33850,cáya-,,"Anhäufung, Haufe, Aufwurf",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1085.0,,empty
1802.0,,,55324,pok,,,36114,λικερτίζειν ,,σκιρτᾶν ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1156.0,,empty
1981.0,,,58649,pok,,,39439,minae,,die hervorraffenden Zinnen (murorum); Drohungen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1276.0,,empty
1981.0,,,58650,pok,,,39440,minor,,"emporragen, überragen, drohen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1276.0,,empty
1981.0,,,58651,pok,,,39441,mināx,,"ragend, überragend, drohend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1276.0,,empty
1981.0,,,58652,pok,,,39442,mōns,,Berg,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1276.0,,empty
1981.0,,,58653,pok,,,39443,mentum,,"Kinn, Gebäudevorsprung",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1276.0,,empty
2109.0,,,60859,pok,,,41649,νυκτο-,,Nacht,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1369.0,,empty
2109.0,,,60860,pok,,,41650,νύκτωρ,,nachts,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1369.0,,empty
2109.0,,,60862,pok,,,41652,νυκτερινός,,nächtlich,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1369.0,,empty
2284.0,,,63549,pok,,,44339,πλάνος ,,irrender Lauf,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1475.0,,empty
2284.0,,,63550,pok,,,44340,πλανᾶν ,,vom rechten Weg abführen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1475.0,,empty
2284.0,,,63551,pok,,,44341,πλανᾶσθαι ,,herumirren,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1475.0,,empty
2284.0,,,63552,pok,,,44342,πλάνης,,herumirrend,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1475.0,,empty
2434.0,,,66476,pok,,,47266,ῥέγμα ,,gefärbter Stoff,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1586.0,,empty
2434.0,,,66477,pok,,,47267,ῥαγεύς ,,Färber,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1586.0,,empty
2434.0,,,66478,pok,,,47268,ῥογεύς,,Färber,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1586.0,,empty
2434.0,,,66479,pok,,,47269,χρυσο-ραγές,,χρυσοβαφές ,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1586.0,,empty
2705.0,,,71043,pok,,,51833,scaltan ,,mit einer Stange schieben,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1721.0,,empty
2740.0,,,72177,pok,,,52967,kir̃stas ,,geschlagen,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1737.0,,empty
2815.0,,,73898,pok,,,54688,ἐϋμμελίης ,,mit einem guten Eschenspeer bewaffnet,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1792.0,,empty
3500.0,,,86612,pok,,,67397,virāgō,,"mannhafte Jungfrau, Heldin",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2204.0,,empty
3502.0,,,86613,pok,,,67398,virtus,,"Mannhaftigkeit, Tüchtigkeit, Tugend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2204.0,,empty
4144.0,701.0,Nuri.,10943,nil,30.0,,1927,lüšt(ok),*dʰugh₂tér-,Tochter,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,nuristani,unmapped
5641.0,781.0,Nuri.,15937,nil,135.0,,6921,nalī́,*nebʰ-eliko/ah₂-,Wolke,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,nuristani,unmapped
5641.0,781.0,Nuri.,15938,nil,135.0,,6922,nolī,*nebʰ-eliko/ah₂-,Wolke,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,nuristani,unmapped
5810.0,2279.0,Pash.,16559,nil,147.0,,7543,pōx,*pekʷ-u̯ó-,"gekocht, reif",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,pašto ,unmapped
5827.0,2369.0,Pash.,16619,nil,150.0,,7603,plār,*ph₂tér-,Vater,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,pašto ,unmapped
,3062.0,Pash.,18444,nil,189.0,,9428,sxar,*su̯ék̑uro- 'Schwiegervater',Schwiegervater,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,,pašto ,unmapped
214.0,,"Mod.Swed.dial,Norw.dial",23482,pok,,,4260,pappe,,Frauenbrust,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,148.0,schwed.-norw. mdartl.,unmapped
415.0,,Russ.,25334,pok,,,6112,blagój,,"starrköpfig, häßlich",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,219.0,grruss. ,unmapped
1017.0,,MHG,41895,pok,,,22669,glīen,,"schreien, bes. von Raubvögeln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,635.0,anmhd. ,unmapped
1519.0,,Gk.,51217,pok,,,32007,κλῖτος,,Hügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,971.0,hellen. ,unmapped
1520.0,,Gk.,51218,pok,,,32008,κλίτος ,,Hügel,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,971.0,hellen. ,unmapped
2282.0,,,63471,pok,,,44261,falch,,"falb, bes. von hellbraunem Vieh",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1473.0,aleman.-rheinfränk. ,unmapped
2406.0,,,65942,pok,,,46732,vrīen,,"freien, werben",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1549.0,mdn. ,unmapped
2470.0,,,66868,pok,,,47658,ruohelen,,"wiehern, brüllen, röcheln",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1593.0,amhd. ,unmapped
2774.0,,,73237,pok,,,54027,λhαβών,,"nehme, fasse, ergreife",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1765.0,aegin. ,unmapped
2801.0,,,73621,pok,,,54411,Schlaube,,abgestreifte Schlangenhaut,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1778.0,norddt. dial. ,unmapped
2833.0,,,74202,pok,,,54992,žənĳ,,Schnee,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1804.0,pamir. šugni ,unmapped
3182.0,,,80418,pok,,,61211,tre,,durch,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,1999.0,altbret. ,unmapped
3297.0,,,82546,pok,,,63331,giwald,,"Macht, Herrschaft",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081.0,alts.,unmapped
3297.0,,,82551,pok,,,63336,alowaldo,,Alleinherrscher,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2081.0,alts.,unmapped
3301.0,,,82608,pok,,,63393,wōdian,,"wüten, rasend, verrückt sein",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2086.0,alts.,unmapped
3303.0,,,82626,pok,,,63411,uuathan,,suras,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2087.0,alts.,unmapped
3303.0,,,82635,pok,,,63420,foddey,,lang,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2088.0,manx ,unmapped
3405.0,,,84978,pok,,,65763,πεδά̄ορος,,"erhoben, hoch schwebend",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2148.0,aeol. ,unmapped
3446.0,,,85576,pok,,,66361,wrīten,,"drehen, verdrehen, wringen",,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2164.0,(älter) ndrhein. ,unmapped
3512.0,,,86731,pok,,,67516,wōrig,,müde,,0,,,,"TD, AMB",AMB,07_23_2025_1516,,,2212.0,alts. ,unmapped
