lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss,sense_id,h_number,parent_h_number,lemma_normalized,lemma_translit
3534,OCS,приведохъ,\N,main,приведохъ,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">first-person singular aorist indicative of привести (privesti)</div>",first-person singular aorist indicative of привести (privesti),first-person singular aorist indicative of привести (privesti),\N,\N,\N,приведохъ,privedoxŭ
3535,OCS,идохъ,\N,main,идохъ,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">first-person singular aorist indicative of ити (iti)</div>",first-person singular aorist indicative of ити (iti),first-person singular aorist indicative of ити (iti),\N,\N,\N,идохъ,idoxŭ
3536,OCS,сѣдохъ,\N,main,сѣдохъ,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">first-person singular aorist indicative of сѣсти (sěsti)</div>",first-person singular aorist indicative of сѣсти (sěsti),first-person singular aorist indicative of сѣсти (sěsti),\N,\N,\N,сѣдохъ,sědoxŭ
3537,OCS,стрещи,\N,main,стрещи,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of стрѣщи (strěšti)</div>",alternative form of стрѣщи (strěšti),alternative form of стрѣщи (strěšti),\N,\N,\N,стрещи,strešti
3538,OCS,еванꙉельѥ,\N,main,еванꙉельѥ,\N,n.,\N,"Borrowed from Ancient Greek εὐαγγέλιον (euangélion, “good message”).","<div class=""oldchurchslavonic bodytext"">gospel</div>",gospel,gospel,\N,\N,\N,еванꙉельѥ,evanǵelĭje
3538,OCS,еванꙉельѥ,2,sense,еванꙉельѥ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">good news</div>",good news,good news,1125,n3538.0,\N,еванꙉельѥ,\N
3539,OCS,еванꙉелие,\N,main,еванꙉелие,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of еванꙉельѥ (evanǵelĭje)</div>",alternative form of еванꙉельѥ (evanǵelĭje),alternative form of еванꙉельѥ (evanǵelĭje),\N,\N,\N,еванꙉелие,evanǵelije
3540,OCS,еваньꙉеліе,\N,main,еваньꙉеліе,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of еванꙉельѥ (evanǵelĭje)</div>",alternative form of еванꙉельѥ (evanǵelĭje),alternative form of еванꙉельѥ (evanǵelĭje),\N,\N,\N,еваньꙉеліе,evanĭǵelije
3541,OCS,еваꙉелие,\N,main,еваꙉелие,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of еванꙉельѥ (evanǵelĭje)</div>",alternative form of еванꙉельѥ (evanǵelĭje),alternative form of еванꙉельѥ (evanǵelĭje),\N,\N,\N,еваꙉелие,evaǵelije
3542,OCS,еѵангєліѥ,\N,main,еѵангєліѥ,\N,n.,n.,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of еванꙉельѥ (evanǵelĭje)</div>",alternative form of еванꙉельѥ (evanǵelĭje),alternative form of еванꙉельѥ (evanǵelĭje),\N,\N,\N,еѵангєліѥ,еѵангєлїѥ
3543,OCS,сквръньникъ,\N,main,сквръньникъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of скврьньникъ (skvrĭnĭnikŭ)</div>",alternative form of скврьньникъ (skvrĭnĭnikŭ),alternative form of скврьньникъ (skvrĭnĭnikŭ),\N,\N,\N,сквръньникъ,skvrŭnĭnikŭ
3544,OCS,сквръна,\N,main,сквръна,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of скврьна (skvrĭna)</div>",alternative form of скврьна (skvrĭna),alternative form of скврьна (skvrĭna),\N,\N,\N,сквръна,skvrŭna
3545,OCS,скврънъ,\N,main,скврънъ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of скврьнъ (skvrĭnŭ)</div>",alternative form of скврьнъ (skvrĭnŭ),alternative form of скврьнъ (skvrĭnŭ),\N,\N,\N,скврънъ,skvrŭnŭ
3546,OCS,двословивъ,\N,main,двословивъ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of дъвословивъ (dŭvoslovivŭ)</div>",alternative form of дъвословивъ (dŭvoslovivŭ),alternative form of дъвословивъ (dŭvoslovivŭ),\N,\N,\N,двословивъ,dvoslovivŭ
3547,OCS,тъщеславьѥ,\N,main,тъщеславьѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">vainglory, vanity</div>","vainglory, vanity","vainglory, vanity",\N,\N,\N,тъщеславьѥ,tŭšteslavĭje
3548,OCS,людьѥ,\N,main,людьѥ,\N,n.,\N,From Proto-Slavic *ľudьje.,"<div class=""oldchurchslavonic bodytext"">people</div>",people,people,\N,\N,\N,людьѥ,ljudĭje
3548,OCS,людьѥ,2,sense,людьѥ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">men</div>",men,men,1126,n3548.0,\N,людьѥ,\N
3549,OCS,дрѫгарь,\N,main,дрѫгарь,\N,n.,m.,"Of Celtic or Germanic origin. Also loaned into Latin drungarius whence Byzantine Greek δρουγγάριος (droungários), English drungary.","<div class=""oldchurchslavonic bodytext"">(military) troop commander</div>",(military) troop commander,troop commander,\N,\N,\N,дрѫгарь,дрѫгар҄ь
3549,OCS,дрѫгарь,2,sense,дрѫгарь,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(specifically) droungarios (in context of the Byzantine military organization)</div>",(specifically) droungarios (in context of the Byzantine military organization),droungarios (in context of the Byzantine military organization),1127,n3549.0,\N,дрѫгарь,\N
3550,OCS,алпъ,\N,main,алпъ,\N,n.,\N,"Of Oghur origin, cognate with Old Turkic 𐰞𐰯 (alp, “hero, brave warrior”). Predominantly attested in the military organization of the Bulgarian Khanate (e.g. in the name of the military commander Алогоботоуръ).","<div class=""oldchurchslavonic bodytext"">(military) troop commander</div>",(military) troop commander,troop commander,\N,\N,\N,алпъ,alpŭ
3550,OCS,алпъ,2,sense,алпъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(specifically) alp (in context of Turkic military organization)</div>",(specifically) alp (in context of Turkic military organization),alp (in context of Turkic military organization),1128,n3550.0,\N,алпъ,\N
3551,OCS,въдати,\N,main,въдати,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to give, to hand over</div>","to give, to hand over","to give, to hand over",\N,\N,\N,въдати,vŭdati
3551,OCS,въдати,2,sense,въдати,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to marry</div>",to marry,to marry,1129,n3551.0,\N,въдати,\N
3551,OCS,въдати,3,sense,въдати,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(reflexive) (въдатисѧ): to commit oneself, to submit, to set off somewhere</div>","(reflexive) (въдатисѧ): to commit oneself, to submit, to set off somewhere","(въдатисѧ): to commit oneself, to submit, to set off somewhere",1130,n3551.1,\N,въдати,\N
3552,OCS,раздѣлити,\N,main,раздѣлити,\N,v.,\N,раз- (raz-) + дѣлити (děliti).,"<div class=""oldchurchslavonic bodytext"">to divide</div>",to divide,to divide,\N,\N,\N,раздѣлити,razděliti
3552,OCS,раздѣлити,2,sense,раздѣлити,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to stretch out, to open</div>","to stretch out, to open","to stretch out, to open",1131,n3552.0,\N,раздѣлити,\N
3552,OCS,раздѣлити,3,sense,раздѣлити,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to confront somebody</div>",to confront somebody,to confront somebody,1132,n3552.1,\N,раздѣлити,\N
3553,OCS,фелонь,\N,main,фелонь,\N,n.,\N,Borrowed from Koine Greek φαιλόνιον (phailónion).,"<div class=""oldchurchslavonic bodytext"">phelonion</div>",phelonion,phelonion,\N,\N,\N,фелонь,felonĭ
3554,OCS,студеньць,\N,main,студеньць,\N,n.,\N,"From Proto-Slavic *studenьcь (“cold source”), from *studenъ (“cold”) + *-ьcь, from *studъ (“cold, shame”).","<div class=""oldchurchslavonic bodytext"">spring (water source)</div>",spring (water source),spring (water source),\N,\N,\N,студеньць,studenĭcĭ
3554,OCS,студеньць,2,sense,студеньць,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">well (hole sunk into the ground)</div>",well (hole sunk into the ground),well (hole sunk into the ground),1133,n3554.0,\N,студеньць,\N
3555,OCS,доунѫти,\N,main,доунѫти,\N,v.,\N,From Proto-Slavic *dunǫti.,"<div class=""oldchurchslavonic bodytext"">blow</div>",blow,blow,\N,\N,\N,доунѫти,dunǫti
3556,OCS,мъножицеѭ,\N,main,мъножицеѭ,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">ofttimes, oft, often</div>","ofttimes, oft, often","ofttimes, oft, often",\N,\N,\N,мъножицеѭ,mŭnožicejǫ
3557,OCS,съгънѫти,\N,main,съгънѫти,\N,v.,\N,Ultimately from Proto-Slavic *gъnǫti (“to bend”),"<div class=""oldchurchslavonic bodytext"">to fold, to role up, to close</div>","to fold, to role up, to close","to fold, to role up, to close",\N,\N,\N,съгънѫти,sŭgŭnǫti
3558,OCS,ѣко,\N,main,ѣко,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative spelling of ꙗко (jako)</div>",alternative spelling of ꙗко (jako),alternative spelling of ꙗко (jako),\N,\N,\N,ѣко,jěko
3559,OCS,оцѣждати,\N,main,оцѣждати,\N,v.,\N,"From Proto-Slavic *cěditi (“to strain, filter”).","<div class=""oldchurchslavonic bodytext"">to strain</div>",to strain,to strain,\N,\N,\N,оцѣждати,ocěždati
3559,OCS,оцѣждати,2,sense,оцѣждати,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to filter</div>",to filter,to filter,1134,n3559.0,\N,оцѣждати,\N
3560,OCS,оубо,\N,main,оубо,\N,conj.,\N,оу (u) + бо (bo),"<div class=""oldchurchslavonic bodytext"">therefore</div>",therefore,therefore,\N,\N,\N,оубо,ubo
3560,OCS,оубо,2,sense,оубо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">so</div>",so,so,1135,n3560.0,\N,оубо,\N
3560,OCS,оубо,3,sense,оубо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">this way</div>",this way,this way,1136,n3560.1,\N,оубо,\N
3561,OCS,реченьѥ,\N,main,реченьѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">saying, maxim</div>","saying, maxim","saying, maxim",\N,\N,\N,реченьѥ,rečenĭje
3562,OCS,мѫдрьць,\N,main,мѫдрьць,\N,n.,\N,From Proto-Slavic *mǫdrьcь.,"<div class=""oldchurchslavonic bodytext"">a wise, enlightened man</div>","a wise, enlightened man","a wise, enlightened man",\N,\N,\N,мѫдрьць,mǫdrĭcĭ
3563,OCS,окръсть,\N,main,окръсть,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of окрьстъ (okrĭstŭ)</div>",alternative form of окрьстъ (okrĭstŭ),alternative form of окрьстъ (okrĭstŭ),\N,\N,\N,окръсть,okrŭstĭ
3564,OCS,небесьскъ,\N,main,небесьскъ,\N,adj.,\N,From Proto-Slavic *nebesьskъ.,"<div class=""oldchurchslavonic bodytext"">heavenly</div>",heavenly,heavenly,\N,\N,\N,небесьскъ,nebesĭskŭ
3565,OCS,небесьнъ,\N,main,небесьнъ,\N,adj.,\N,небеса (nebesa) + -ьнъ (-ĭnŭ),"<div class=""oldchurchslavonic bodytext"">heavenly</div>",heavenly,heavenly,\N,\N,\N,небесьнъ,nebesĭnŭ
3566,OCS,даꙗниѥ,\N,main,даꙗниѥ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">giving</div>",giving,giving,\N,\N,\N,даꙗниѥ,dajanije
3567,OCS,ꙗмо,\N,main,ꙗмо,\N,adv.,\N,Locative case of Proto-Slavic *jamo (“whereto”).,"<div class=""oldchurchslavonic bodytext"">whereto</div>",whereto,whereto,\N,\N,\N,ꙗмо,jamo
3568,OCS,ꙗможе,\N,main,ꙗможе,\N,adv.,\N,From ꙗмо (jamo) + же (že).,"<div class=""oldchurchslavonic bodytext"">whereto</div>",whereto,whereto,\N,\N,\N,ꙗможе,jamože
3568,OCS,ꙗможе,2,sense,ꙗможе,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">whither</div>",whither,whither,1137,n3568.0,\N,ꙗможе,\N
3569,OCS,колиждо,\N,main,колиждо,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">when</div>",when,when,\N,\N,\N,колиждо,koliždo
3569,OCS,колиждо,2,sense,колиждо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">if</div>",if,if,1138,n3569.0,\N,колиждо,\N
3569,OCS,колиждо,3,sense,колиждо,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">so ever</div>",so ever,so ever,1139,n3569.1,\N,колиждо,\N
3570,OCS,просмраждати,\N,main,просмраждати,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to darken</div>",to darken,to darken,\N,\N,\N,просмраждати,prosmraždati
3571,OCS,единакъ,1,main,единакъ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">equal, the same</div>","equal, the same","equal, the same",\N,\N,\N,единакъ,edinakŭ
3572,OCS,единакъ,2,main,единакъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">monk</div>",monk,monk,\N,\N,\N,единакъ,edinakŭ
3573,OCS,ѥдинакъ,\N,main,ѥдинакъ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of единакъ (edinakŭ)</div>",alternative form of единакъ (edinakŭ),alternative form of единакъ (edinakŭ),\N,\N,\N,ѥдинакъ,jedinakŭ
3574,OCS,ѥдьнакъ,\N,main,ѥдьнакъ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of единакъ (edinakŭ)</div>",alternative form of единакъ (edinakŭ),alternative form of единакъ (edinakŭ),\N,\N,\N,ѥдьнакъ,jedĭnakŭ
3575,OCS,ѥтеръ,\N,main,ѥтеръ,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of етеръ (eterŭ)</div>",alternative form of етеръ (eterŭ),alternative form of етеръ (eterŭ),\N,\N,\N,ѥтеръ,jeterŭ
3576,OCS,цѣсарьствие,\N,main,цѣсарьствие,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of цѣсарьствиѥ (cěsarĭstvije)</div>",alternative form of цѣсарьствиѥ (cěsarĭstvije),alternative form of цѣсарьствиѥ (cěsarĭstvije),\N,\N,\N,цѣсарьствие,cěsarĭstvije
3577,OCS,искрьнь,\N,main,искрьнь,\N,adj.,\N,"Inherited from Proto-Slavic *jьzkrьňь. By surface analysis, искрь (iskrĭ) + -ьн҄ь (-ĭnʹĭ)","<div class=""oldchurchslavonic bodytext"">close</div>",close,close,\N,\N,\N,искрьнь,искрьн҄ь
3578,OCS,зелие,\N,main,зелие,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of зелиѥ (zelije)</div>",alternative form of зелиѥ (zelije),alternative form of зелиѥ (zelije),\N,\N,\N,зелие,zelije
3579,OCS,любодѣꙗньѥ,\N,main,любодѣꙗньѥ,\N,adj.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of любодѣꙗниѥ (ljubodějanije)</div>",alternative form of любодѣꙗниѥ (ljubodějanije),alternative form of любодѣꙗниѥ (ljubodějanije),\N,\N,\N,любодѣꙗньѥ,ljubodějanĭje
3580,OCS,дѫбие,\N,main,дѫбие,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of дѫбиѥ (dǫbije)</div>",alternative form of дѫбиѥ (dǫbije),alternative form of дѫбиѥ (dǫbije),\N,\N,\N,дѫбие,dǫbije
3581,OCS,раи,\N,main,раи,\N,n.,\N,From Proto-Slavic *rajь.,"<div class=""oldchurchslavonic bodytext"">paradise</div>",paradise,paradise,\N,\N,\N,раи,rai
3582,OCS,мьчь,\N,main,мьчь,\N,n.,\N,From Proto-Slavic *mьčь. Further etymology unclear.,"<div class=""oldchurchslavonic bodytext"">alternative form of мечь (mečĭ)</div>",alternative form of мечь (mečĭ),alternative form of мечь (mečĭ),\N,\N,\N,мьчь,mĭčĭ
3583,OCS,блѫдьница,\N,main,блѫдьница,\N,n.,\N,From блѫдъ (blǫdŭ) + -ьница (-ĭnica).,"<div class=""oldchurchslavonic bodytext"">adulterer</div>",adulterer,adulterer,\N,\N,\N,блѫдьница,blǫdĭnica
3583,OCS,блѫдьница,2,sense,блѫдьница,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">harlot</div>",harlot,harlot,1140,n3583.0,\N,блѫдьница,\N
3584,OCS,зьданиѥ,\N,main,зьданиѥ,\N,n.,\N,зьдати (zĭdati) + -аниѥ (-anije),"<div class=""oldchurchslavonic bodytext"">building</div>",building,building,\N,\N,\N,зьданиѥ,zĭdanije
3585,OCS,црькъвьнъ,\N,main,црькъвьнъ,\N,adj.,\N,црькꙑ (crĭky) + -ьнъ (-ĭnŭ),"<div class=""oldchurchslavonic bodytext"">churchly</div>",churchly,churchly,\N,\N,\N,црькъвьнъ,crĭkŭvĭnŭ
3586,OCS,съсѫдъ,\N,main,съсѫдъ,\N,n.,\N,съ- (sŭ-) + сѫдъ (sǫdŭ),"<div class=""oldchurchslavonic bodytext"">dish, plate</div>","dish, plate","dish, plate",\N,\N,\N,съсѫдъ,sŭsǫdŭ
3587,OCS,ненавидѣти,\N,main,ненавидѣти,\N,v.,\N,"Inherited from Proto-Slavic *nenaviděti. By surface analysis, не- (ne-) + навидѣти (naviděti).","<div class=""oldchurchslavonic bodytext"">(transitive) to hate [with genitive or accusative]</div>",(transitive) to hate [with genitive or accusative],to hate,\N,\N,\N,ненавидѣти,nenaviděti
3588,OCS,навидѣти,\N,main,навидѣти,\N,v.,\N,"Inherited from Proto-Slavic *naviděti. By surface analysis, на (na) + видѣти (viděti).","<div class=""oldchurchslavonic bodytext"">look well on, appreciate, have a favorable view of</div>","look well on, appreciate, have a favorable view of","look well on, appreciate, have a favorable view of",\N,\N,\N,навидѣти,naviděti
3588,OCS,навидѣти,2,sense,навидѣти,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">have a crush on</div>",have a crush on,have a crush on,1141,n3588.0,\N,навидѣти,\N
3589,OCS,съньмиште,\N,main,съньмиште,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of съньмище (sŭnĭmište)</div>",alternative form of съньмище (sŭnĭmište),alternative form of съньмище (sŭnĭmište),\N,\N,\N,съньмиште,sŭnĭmište
3590,OCS,въсприѧти,\N,main,въсприѧти,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of въсприѩти (vŭsprijęti)</div>",alternative form of въсприѩти (vŭsprijęti),alternative form of въсприѩти (vŭsprijęti),\N,\N,\N,въсприѧти,vŭsprijęti
3591,OCS,въсприимати,\N,main,въсприимати,\N,v.,\N,въз (vŭz) + при (pri) + имати (imati),"<div class=""oldchurchslavonic bodytext"">get, take up, receive</div>","get, take up, receive","get, take up, receive",\N,\N,\N,въсприимати,vŭspriimati
3592,OCS,никъто,\N,main,никъто,\N,pron.,\N,From Proto-Slavic *nikъto.,"<div class=""oldchurchslavonic bodytext"">(indefinite pronoun) nobody, no one</div>","(indefinite pronoun) nobody, no one","nobody, no one",\N,\N,\N,никъто,nikŭto
3593,OCS,оугобьзити,\N,main,оугобьзити,\N,v.,\N,оу- (u-) + гобьзити (gobĭziti).,"<div class=""oldchurchslavonic bodytext"">give a good yield</div>",give a good yield,give a good yield,\N,\N,\N,оугобьзити,ugobĭziti
3594,OCS,николи,\N,main,николи,\N,adv.,\N,From ни- (ni-) + коли (koli).,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) never</div>",(hapax legomenon) never,never,\N,\N,\N,николи,nikoli
3595,OCS,ѫтрьѫдѫ,\N,main,ѫтрьѫдѫ,\N,prep.,\N,From Proto-Slavic *ǫtro.,"<div class=""oldchurchslavonic bodytext"">inside</div>",inside,inside,\N,\N,\N,ѫтрьѫдѫ,ǫtrĭǫdǫ
3596,OCS,довьлѣти,\N,main,довьлѣти,\N,v.,\N,From Proto-Slavic *dovьlěti.,"<div class=""oldchurchslavonic bodytext"">to stick to something</div>",to stick to something,to stick to something,\N,\N,\N,довьлѣти,dovĭlěti
3596,OCS,довьлѣти,2,sense,довьлѣти,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to be enough, to satisfy</div>","to be enough, to satisfy","to be enough, to satisfy",1142,n3596.0,\N,довьлѣти,\N
3597,OCS,ѣможе,\N,main,ѣможе,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of ꙗможе (jamože)</div>",alternative form of ꙗможе (jamože),alternative form of ꙗможе (jamože),\N,\N,\N,ѣможе,jěmože
3598,OCS,николиже,\N,main,николиже,\N,adv.,\N,ни (ni) + коли (koli) + же (že).,"<div class=""oldchurchslavonic bodytext"">alternative form of николи (nikoli)</div>",alternative form of николи (nikoli),alternative form of николи (nikoli),\N,\N,\N,николиже,nikoliže
3599,OCS,повапьнити,\N,main,повапьнити,\N,v.,\N,"From по- (po-) + *вапьнити (*vapĭniti), from *вапьно (*vapĭno) + -ити (-iti), from Proto-Slavic *vapьno.","<div class=""oldchurchslavonic bodytext"">to whitewash (paint with lime)</div>",to whitewash (paint with lime),to whitewash (paint with lime),\N,\N,\N,повапьнити,povapĭniti
3600,OCS,аминъ,\N,main,аминъ,\N,interj.,\N,"From Koine Greek ἀμήν (amḗn), from Biblical Hebrew אמן (amén, “certainly, truly”).","<div class=""oldchurchslavonic bodytext"">amen</div>",amen,amen,\N,\N,\N,аминъ,aminŭ
3601,OCS,истѧѕати,\N,main,истѧѕати,\N,v.,\N,"From ис- (is-) + тѧѕати (tędzati), from Proto-Slavic *tędzati.","<div class=""oldchurchslavonic bodytext"">to demand</div>",to demand,to demand,\N,\N,\N,истѧѕати,istędzati
3601,OCS,истѧѕати,2,sense,истѧѕати,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to ask for</div>",to ask for,to ask for,1143,n3601.0,\N,истѧѕати,\N
3602,OCS,вьсѣкъ,\N,main,вьсѣкъ,\N,pron.,\N,"From Proto-Slavic *vьśako (“any, every”).","<div class=""oldchurchslavonic bodytext"">any, every</div>","any, every","any, every",\N,\N,\N,вьсѣкъ,vĭsěkŭ
3602,OCS,вьсѣкъ,2,sense,вьсѣкъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">anyone, everyone</div>","anyone, everyone","anyone, everyone",1144,n3602.0,\N,вьсѣкъ,\N
3603,OCS,вьсакъ,\N,main,вьсакъ,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative spelling of вьсѣкъ (vĭsěkŭ)</div>",alternative spelling of вьсѣкъ (vĭsěkŭ),alternative spelling of вьсѣкъ (vĭsěkŭ),\N,\N,\N,вьсакъ,vĭsakŭ
3604,OCS,мьне,\N,main,мьне,\N,adv.,\N,From Proto-Slavic *mьňьjь.,"<div class=""oldchurchslavonic bodytext"">less; comparative degree of малъ (malŭ)</div>",less; comparative degree of малъ (malŭ),less; comparative degree of малъ (malŭ),\N,\N,\N,мьне,mĭne
3605,OCS,възрастъ,\N,main,възрастъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of въздрастъ (vŭzdrastŭ)</div>",alternative form of въздрастъ (vŭzdrastŭ),alternative form of въздрастъ (vŭzdrastŭ),\N,\N,\N,възрастъ,vŭzrastŭ
3606,OCS,афедронъ,\N,main,афедронъ,\N,n.,\N,Borrowed from Koine Greek ἀφεδρών (aphedrṓn).,"<div class=""oldchurchslavonic bodytext"">toilet, latrine</div>","toilet, latrine","toilet, latrine",\N,\N,\N,афедронъ,afedronŭ
3606,OCS,афедронъ,2,sense,афедронъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">anus</div>",anus,anus,1145,n3606.0,\N,афедронъ,\N
3607,OCS,съмотрити,\N,main,съмотрити,\N,v.,\N,\N,"<div class=""oldchurchslavonic bodytext"">to look</div>",to look,to look,\N,\N,\N,съмотрити,sŭmotriti
3607,OCS,съмотрити,2,sense,съмотрити,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to see</div>",to see,to see,1146,n3607.0,\N,съмотрити,\N
3608,OCS,чловѣчьскъ,\N,main,чловѣчьскъ,\N,adj.,\N,From чловѣкъ (člověkŭ) + -ьскъ (-ĭskŭ).,"<div class=""oldchurchslavonic bodytext"">human</div>",human,human,\N,\N,\N,чловѣчьскъ,člověčĭskŭ
3609,OCS,камение,\N,main,камение,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of каменьѥ (kamenĭje)</div>",alternative form of каменьѥ (kamenĭje),alternative form of каменьѥ (kamenĭje),\N,\N,\N,камение,kamenije
3610,OCS,вънѫтрьѭдоу,\N,main,вънѫтрьѭдоу,\N,prep.,\N,From Proto-Slavic *vъnǫtrь.,"<div class=""oldchurchslavonic bodytext"">within, inside</div>","within, inside","within, inside",\N,\N,\N,вънѫтрьѭдоу,vŭnǫtrĭjǫdu
3610,OCS,вънѫтрьѭдоу,2,sense,вънѫтрьѭдоу,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">from inside</div>",from inside,from inside,1147,n3610.0,\N,вънѫтрьѭдоу,\N
3611,OCS,отъкрꙑти,\N,main,отъкрꙑти,\N,v.,\N,"отъ- (otŭ-) + крꙑти (kryti), from Proto-Slavic *otъkryti.","<div class=""oldchurchslavonic bodytext"">uncover, reveal, open</div>","uncover, reveal, open","uncover, reveal, open",\N,\N,\N,отъкрꙑти,otŭkryti
3612,OCS,разоумѣти,\N,main,разоумѣти,\N,v.,\N,"From раз- (raz-) + оумѣти (uměti), Proto-Slavic *orzuměti.","<div class=""oldchurchslavonic bodytext"">to understand, to comprehend</div>","to understand, to comprehend","to understand, to comprehend",\N,\N,\N,разоумѣти,razuměti
3613,OCS,погрѣшити,\N,main,погрѣшити,\N,v.,\N,"по- (po-) + грѣшити (grěšiti), from Proto-Slavic *grěšiti.","<div class=""oldchurchslavonic bodytext"">to go wrong</div>",to go wrong,to go wrong,\N,\N,\N,погрѣшити,pogrěšiti
3613,OCS,погрѣшити,2,sense,погрѣшити,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to make a mistake</div>",to make a mistake,to make a mistake,1148,n3613.0,\N,погрѣшити,\N
3614,OCS,видомъ,\N,main,видомъ,\N,adj.,\N,From Proto-Slavic *vidomъ.,"<div class=""oldchurchslavonic bodytext"">visible</div>",visible,visible,\N,\N,\N,видомъ,vidomŭ
3615,OCS,видимъ,1,main,видимъ,\N,adj.,\N,Inherited from Proto-Slavic *vidimъ.,"<div class=""oldchurchslavonic bodytext"">visible</div>",visible,visible,\N,\N,\N,видимъ,vidimŭ
3616,OCS,видимъ,2,main,видимъ,\N,v.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldchurchslavonic bodytext"">inflection of видѣти (viděti):; first-person plural present indicative</div>",inflection of видѣти (viděti):; first-person plural present indicative,inflection of видѣти (viděti):,\N,\N,\N,видимъ,vidimŭ
3616,OCS,видимъ,2,sense,видимъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">inflection of видѣти (viděti):; first-person plural imperative</div>",inflection of видѣти (viděti):; first-person plural imperative,inflection of видѣти (viděti):,1149,n3616.0,\N,видимъ,\N
