lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss,sense_id,h_number,parent_h_number,lemma_normalized,lemma_translit
1,OCS,б,\N,main,б,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.",\N,\N,\N,б,b
2,OCS,з,\N,main,з,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called земл҄ꙗ (zemlʹja) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called земл҄ꙗ (zemlʹja) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called земл҄ꙗ (zemlʹja) and written in the Old Cyrillic script.",\N,\N,\N,з,z
3,OCS,к,\N,main,к,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called како (kako) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called како (kako) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called како (kako) and written in the Old Cyrillic script.",\N,\N,\N,к,к (k)
4,OCS,м,\N,main,м,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called мꙑслите (myslite) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called мꙑслите (myslite) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called мꙑслите (myslite) and written in the Old Cyrillic script.",\N,\N,\N,м,М
5,OCS,н,\N,main,н,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called нашь (našĭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called нашь (našĭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called нашь (našĭ) and written in the Old Cyrillic script.",\N,\N,\N,н,н (n)
6,OCS,о,1,main,о,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called онъ (onŭ) and written in the Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called онъ (onŭ) and written in the Cyrillic script.","A letter of the Old Church Slavonic alphabet, called онъ (onŭ) and written in the Cyrillic script.",\N,\N,\N,о,o
7,OCS,о,2,main,о,\N,prep.,\N,"From Proto-Slavic *o(b), from Proto-Indo-European *h₃ebʰi.","<div class=""oldchurchslavonic bodytext"">about</div>",about,about,\N,\N,\N,о,o
7,OCS,о,2,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">around</div>",around,around,1,n7.0,\N,о,\N
7,OCS,о,3,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">through</div>",through,through,2,n7.1,\N,о,\N
7,OCS,о,4,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">during</div>",during,during,3,n7.2,\N,о,\N
7,OCS,о,5,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">because of</div>",because of,because of,4,n7.3,\N,о,\N
7,OCS,о,6,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">for</div>",for,for,5,n7.4,\N,о,\N
7,OCS,о,7,sense,о,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">in</div>",in,in,6,n7.5,\N,о,\N
8,OCS,п,\N,main,п,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called покои (pokoi) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called покои (pokoi) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called покои (pokoi) and written in the Old Cyrillic script.",\N,\N,\N,п,p
9,OCS,с,\N,main,с,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called слово (slovo) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called слово (slovo) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called слово (slovo) and written in the Old Cyrillic script.",\N,\N,\N,с,с (s)
10,OCS,а,1,main,а,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.",\N,\N,\N,а,a
11,OCS,а,2,main,а,\N,conj.,\N,From Proto-Slavic *a.,"<div class=""oldchurchslavonic bodytext"">and</div>",and,and,\N,\N,\N,а,a
11,OCS,а,2,sense,а,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">but</div>",but,but,7,n11.0,\N,а,\N
12,OCS,в,\N,main,в,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.",\N,\N,\N,в,v
13,OCS,г,\N,main,г,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.",\N,\N,\N,г,g
14,OCS,д,\N,main,д,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called добро (dobro) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called добро (dobro) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called добро (dobro) and written in the Old Cyrillic script.",\N,\N,\N,д,d
15,OCS,е,1,main,е,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called естъ (estŭ) or ѥстъ (jestŭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called естъ (estŭ) or ѥстъ (jestŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called естъ (estŭ) or ѥстъ (jestŭ) and written in the Old Cyrillic script.",\N,\N,\N,е,e
16,OCS,е,2,main,е,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative neuter singular of и (i)</div>",nominative neuter singular of и (i),nominative neuter singular of и (i),\N,\N,\N,е,e
17,OCS,ж,\N,main,ж,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called живѣте (živěte) or жівѣте (živěte) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called живѣте (živěte) or жівѣте (živěte) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called живѣте (živěte) or жівѣте (živěte) and written in the Old Cyrillic script.",\N,\N,\N,ж,ž
18,OCS,и,1,main,и,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called иже (iže) and written in the Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called иже (iže) and written in the Cyrillic script.","A letter of the Old Church Slavonic alphabet, called иже (iže) and written in the Cyrillic script.",\N,\N,\N,и,i
19,OCS,и,2,main,и,\N,conj.,\N,From Proto-Slavic *i.,"<div class=""oldchurchslavonic bodytext"">and</div>",and,and,\N,\N,\N,и,i
20,OCS,и,3,main,и,\N,pron.,\N,From Proto-Slavic *jь.,"<div class=""oldchurchslavonic bodytext"">him (* no nominative singular or plural; use тъ (tŭ) or онъ (onŭ) for the nominative)</div>",him (* no nominative singular or plural; use тъ (tŭ) or онъ (onŭ) for the nominative),him (* no nominative singular or plural; use тъ (tŭ) or онъ (onŭ) for the nominative),\N,\N,\N,и,i
21,OCS,л,\N,main,л,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called людиѥ (ljudije) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called людиѥ (ljudije) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called людиѥ (ljudije) and written in the Old Cyrillic script.",\N,\N,\N,л,l
22,OCS,р,\N,main,р,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called рьци (rĭci) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called рьци (rĭci) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called рьци (rĭci) and written in the Old Cyrillic script.",\N,\N,\N,р,r
23,OCS,т,\N,main,т,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called тврьдо (tvrĭdo) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called тврьдо (tvrĭdo) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called тврьдо (tvrĭdo) and written in the Old Cyrillic script.",\N,\N,\N,т,t
24,OCS,ф,\N,main,ф,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called фрьтъ (frĭtŭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called фрьтъ (frĭtŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called фрьтъ (frĭtŭ) and written in the Old Cyrillic script.",\N,\N,\N,ф,Ф
25,OCS,х,\N,main,х,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called хѣръ (xěrŭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called хѣръ (xěrŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called хѣръ (xěrŭ) and written in the Old Cyrillic script.",\N,\N,\N,х,x
26,OCS,царь,\N,main,царь,\N,n.,m.,"Shortened from Proto-Slavic *cěsařь, from a Germanic language, from Proto-Germanic *kaisaraz, from Latin Caesar","<div class=""oldchurchslavonic bodytext"">emperor</div>",emperor,emperor,\N,\N,\N,царь,цар҄ь
26,OCS,царь,2,sense,царь,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">tsar</div>",tsar,tsar,8,n26.0,\N,царь,\N
27,OCS,по,\N,main,по,\N,prep.,\N,From Proto-Slavic *po.,"<div class=""oldchurchslavonic bodytext"">along</div>",along,along,\N,\N,\N,по,po
27,OCS,по,2,sense,по,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">on</div>",on,on,9,n27.0,\N,по,\N
27,OCS,по,3,sense,по,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">after</div>",after,after,10,n27.1,\N,по,\N
27,OCS,по,4,sense,по,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">by</div>",by,by,11,n27.2,\N,по,\N
28,OCS,она,\N,main,она,\N,pron.,\N,From Proto-Slavic *ona.,"<div class=""oldchurchslavonic bodytext"">she</div>",she,she,\N,\N,\N,она,ona
28,OCS,она,2,sense,она,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative singular feminine of онъ (onŭ)</div>",nominative singular feminine of онъ (onŭ),nominative singular feminine of онъ (onŭ),12,n28.0,\N,она,\N
28,OCS,она,3,sense,она,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative/accusative dual masculine of онъ (onŭ)</div>",nominative/accusative dual masculine of онъ (onŭ),nominative/accusative dual masculine of онъ (onŭ),13,n28.1,\N,она,\N
28,OCS,она,4,sense,она,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative/accusative plural neuter of онъ (onŭ)</div>",nominative/accusative plural neuter of онъ (onŭ),nominative/accusative plural neuter of онъ (onŭ),14,n28.2,\N,она,\N
29,OCS,работа,\N,main,работа,\N,n.,\N,Inherited from Proto-Slavic *orbota.,"<div class=""oldchurchslavonic bodytext"">servitude</div>",servitude,servitude,\N,\N,\N,работа,rabota
29,OCS,работа,2,sense,работа,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">slavery</div>",slavery,slavery,15,n29.0,\N,работа,\N
30,OCS,да,\N,main,да,\N,conj.,\N,From Proto-Slavic *da.,"<div class=""oldchurchslavonic bodytext"">in order to</div>",in order to,in order to,\N,\N,\N,да,da
30,OCS,да,2,sense,да,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">that</div>",that,that,16,n30.0,\N,да,\N
30,OCS,да,3,sense,да,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">to</div>",to,to,17,n30.1,\N,да,\N
31,OCS,око,\N,main,око,\N,n.,\N,Inherited from Proto-Slavic *oko.,"<div class=""oldchurchslavonic bodytext"">(anatomy) eye</div>",(anatomy) eye,eye,\N,\N,\N,око,oko
31,OCS,око,2,sense,око,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">vision, sight</div>","vision, sight","vision, sight",18,n31.0,\N,око,\N
32,OCS,слава,\N,main,слава,\N,n.,\N,Inherited from Proto-Slavic *slàva.,"<div class=""oldchurchslavonic bodytext"">fame</div>",fame,fame,\N,\N,\N,слава,slava
32,OCS,слава,2,sense,слава,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">glory</div>",glory,glory,19,n32.0,\N,слава,\N
33,OCS,дома,\N,main,дома,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">at home</div>",at home,at home,\N,\N,\N,дома,doma
34,OCS,шесть,\N,main,шесть,\N,num,\N,From Proto-Slavic *šestь.,"<div class=""oldchurchslavonic bodytext"">six</div>",six,six,\N,\N,\N,шесть,šestĭ
35,OCS,из,\N,main,из,\N,prep.,\N,"From Proto-Slavic *jьz, from Proto-Indo-European *eǵʰs, *h₁eǵʰs. Cognate with Bosnian, Croatian, Serbian and Slovene iz, Russian из (iz).","<div class=""oldchurchslavonic bodytext"">from</div>",from,from,\N,\N,\N,из,iz
35,OCS,из,2,sense,из,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">out of</div>",out of,out of,20,n35.0,\N,из,\N
36,OCS,баба,\N,main,баба,\N,n.,\N,From Proto-Slavic *baba.,"<div class=""oldchurchslavonic bodytext"">grandmother</div>",grandmother,grandmother,\N,\N,\N,баба,baba
36,OCS,баба,2,sense,баба,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">midwife</div>",midwife,midwife,21,n36.0,\N,баба,\N
36,OCS,баба,3,sense,баба,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">wet nurse</div>",wet nurse,wet nurse,22,n36.1,\N,баба,\N
37,OCS,мати,\N,main,мати,\N,n.,\N,From Proto-Slavic *mati.,"<div class=""oldchurchslavonic bodytext"">mother</div>",mother,mother,\N,\N,\N,мати,mati
38,OCS,оно,\N,main,оно,\N,pron.,\N,From Proto-Slavic *ono.,"<div class=""oldchurchslavonic bodytext"">it</div>",it,it,\N,\N,\N,оно,ono
38,OCS,оно,2,sense,оно,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative/accusative singular neuter of онъ (onŭ)</div>",nominative/accusative singular neuter of онъ (onŭ),nominative/accusative singular neuter of онъ (onŭ),23,n38.0,\N,оно,\N
39,OCS,очи,\N,main,очи,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">nominative/accusative/vocative dual of око (oko)</div>",nominative/accusative/vocative dual of око (oko),nominative/accusative/vocative dual of око (oko),\N,\N,\N,очи,oči
40,OCS,его,\N,main,его,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">of him (genitive singular of и (i, “he”))</div>","of him (genitive singular of и (i, “he”))","of him (genitive singular of и (i, “he”))",\N,\N,\N,его,ego
40,OCS,его,2,sense,его,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(possessive) his</div>",(possessive) his,his,24,n40.0,\N,его,\N
40,OCS,его,3,sense,его,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(possessive) its</div>",(possessive) its,its,25,n40.1,\N,его,\N
41,OCS,три,\N,main,три,\N,num,\N,From Proto-Slavic *tri.,"<div class=""oldchurchslavonic bodytext"">nominative/accusative feminine/neuter of трьѥ (trĭje)</div>",nominative/accusative feminine/neuter of трьѥ (trĭje),nominative/accusative feminine/neuter of трьѥ (trĭje),\N,\N,\N,три,tri
42,OCS,не,\N,main,не,\N,particle,\N,"From Proto-Slavic *ne, from Proto-Balto-Slavic *ne, from Proto-Indo-European *né.","<div class=""oldchurchslavonic bodytext"">no</div>",no,no,\N,\N,\N,не,ne
42,OCS,не,2,sense,не,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">not</div>",not,not,26,n42.0,\N,не,\N
43,OCS,кола,\N,main,кола,\N,n.,\N,"Alternative plural of коло (kolo, “wheel”), from Proto-Slavic *kolo.","<div class=""oldchurchslavonic bodytext"">wheels</div>",wheels,wheels,\N,\N,\N,кола,kola
43,OCS,кола,2,sense,кола,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">a cart</div>",a cart,a cart,27,n43.0,\N,кола,\N
44,OCS,об,\N,main,об,\N,prep.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of объ (obŭ)</div>",alternative form of объ (obŭ),alternative form of объ (obŭ),\N,\N,\N,об,ob
45,OCS,вода,\N,main,вода,\N,n.,\N,"Inherited from Proto-Slavic *voda, from Proto-Balto-Slavic *wandō, from Proto-Indo-European *wódr̥.","<div class=""oldchurchslavonic bodytext"">water</div>",water,water,\N,\N,\N,вода,voda
46,OCS,А,\N,main,А,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called азъ (azŭ) and written in the Old Cyrillic script.",\N,\N,\N,А,А (A)
47,OCS,Б,\N,main,Б,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called боукꙑ (buky) and written in the Old Cyrillic script.",\N,\N,\N,Б,B
48,OCS,В,\N,main,В,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called вѣдѣ (vědě) and written in the Old Cyrillic script.",\N,\N,\N,В,V
49,OCS,Г,\N,main,Г,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called глаголи (glagoli) and written in the Old Cyrillic script.",\N,\N,\N,Г,Г (G)
50,OCS,О,\N,main,О,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, written in the Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, written in the Cyrillic script.","A letter of the Old Church Slavonic alphabet, written in the Cyrillic script.",\N,\N,\N,О,O
51,OCS,слово,\N,main,слово,\N,n.,\N,Proto-Slavic *slȍvo (“word”).,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; word</div>","word, speech, utterance; word","word, speech, utterance",\N,\N,\N,слово,slovo
51,OCS,слово,2,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; the faculty of speech</div>","word, speech, utterance; the faculty of speech","word, speech, utterance",28,n51.0,\N,слово,\N
51,OCS,слово,3,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; teaching (something taught)</div>","word, speech, utterance; teaching (something taught)","word, speech, utterance",29,n51.1,\N,слово,\N
51,OCS,слово,4,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; news, rumor, tidings</div>","word, speech, utterance; news, rumor, tidings","word, speech, utterance",30,n51.2,\N,слово,\N
51,OCS,слово,5,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; (Christianity) the Logos</div>","word, speech, utterance; (Christianity) the Logos","word, speech, utterance",31,n51.3,\N,слово,\N
51,OCS,слово,6,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; order, commandment</div>","word, speech, utterance; order, commandment","word, speech, utterance",32,n51.4,\N,слово,\N
51,OCS,слово,7,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; promise, vow</div>","word, speech, utterance; promise, vow","word, speech, utterance",33,n51.5,\N,слово,\N
51,OCS,слово,8,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; name, appellation</div>","word, speech, utterance; name, appellation","word, speech, utterance",34,n51.6,\N,слово,\N
51,OCS,слово,9,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; (Old East Church Slavonic, semantic loan from Greek) oracle, item for determining prophetic judgements</div>","word, speech, utterance; (Old East Church Slavonic, semantic loan from Greek) oracle, item for determining prophetic judgements","word, speech, utterance",35,n51.7,\N,слово,\N
51,OCS,слово,10,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">word, speech, utterance; (later Church Slavonic) speech, address, oration</div>","word, speech, utterance; (later Church Slavonic) speech, address, oration","word, speech, utterance",36,n51.8,\N,слово,\N
51,OCS,слово,11,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">written text; homily, sermon</div>","written text; homily, sermon",written text,37,n51.9,\N,слово,\N
51,OCS,слово,12,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">written text; the scriptures or a citation therefrom</div>",written text; the scriptures or a citation therefrom,written text,38,n51.10,\N,слово,\N
51,OCS,слово,13,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; reason, cause</div>","mind, reason; reason, cause","mind, reason",39,n51.11,\N,слово,\N
51,OCS,слово,14,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; (semantic loan from Greek) reason (cognitive faculty)</div>","mind, reason; (semantic loan from Greek) reason (cognitive faculty)","mind, reason",40,n51.12,\N,слово,\N
51,OCS,слово,15,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; (semantic loan from Greek) account, reckoning, calculation</div>","mind, reason; (semantic loan from Greek) account, reckoning, calculation","mind, reason",41,n51.13,\N,слово,\N
51,OCS,слово,16,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; (semantic loan from Greek) meaning, signification</div>","mind, reason; (semantic loan from Greek) meaning, signification","mind, reason",42,n51.14,\N,слово,\N
51,OCS,слово,17,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; (semantic loan from Greek) manner, type, essence</div>","mind, reason; (semantic loan from Greek) manner, type, essence","mind, reason",43,n51.15,\N,слово,\N
51,OCS,слово,18,sense,слово,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">mind, reason; (semantic loan from Hebrew) thing, matter</div>","mind, reason; (semantic loan from Hebrew) thing, matter","mind, reason",44,n51.16,\N,слово,\N
52,OCS,жаба,\N,main,жаба,\N,n.,\N,From Proto-Slavic *žaba.,"<div class=""oldchurchslavonic bodytext"">toad</div>",toad,toad,\N,\N,\N,жаба,žaba
52,OCS,жаба,2,sense,жаба,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">frog</div>",frog,frog,45,n52.0,\N,жаба,\N
53,OCS,молитва,\N,main,молитва,\N,n.,\N,"From Proto-Slavic *modlitva. By surface analysis, молити (moliti) + -тва (-tva).","<div class=""oldchurchslavonic bodytext"">prayer</div>",prayer,prayer,\N,\N,\N,молитва,molitva
53,OCS,молитва,2,sense,молитва,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">request</div>",request,request,46,n53.0,\N,молитва,\N
54,OCS,кость,\N,main,кость,\N,n.,\N,From Proto-Slavic *kostь.,"<div class=""oldchurchslavonic bodytext"">bone</div>",bone,bone,\N,\N,\N,кость,kostĭ
55,OCS,море,\N,main,море,\N,n.,n.,From Proto-Slavic *moře.,"<div class=""oldchurchslavonic bodytext"">alternative form of морѥ (morje, “sea”)</div>","alternative form of морѥ (morje, “sea”)","alternative form of морѥ (morje, “sea”)",\N,\N,\N,море,мор҄е
56,OCS,нога,\N,main,нога,\N,n.,\N,Inherited from Proto-Slavic *noga.,"<div class=""oldchurchslavonic bodytext"">leg</div>",leg,leg,\N,\N,\N,нога,noga
56,OCS,нога,2,sense,нога,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">foot</div>",foot,foot,47,n56.0,\N,нога,\N
57,OCS,господа,\N,main,господа,\N,n.,\N,Inherited from Proto-Slavic *gospoda.,"<div class=""oldchurchslavonic bodytext"">(hapax legomenon) inn</div>",(hapax legomenon) inn,inn,\N,\N,\N,господа,gospoda
58,OCS,или,\N,main,или,\N,conj.,\N,"и (i, “and”) + particle ли (li).","<div class=""oldchurchslavonic bodytext"">or</div>",or,or,\N,\N,\N,или,ili
59,OCS,корабль,\N,main,корабль,\N,n.,m.,Inherited from Proto-Slavic *korabľь.,"<div class=""oldchurchslavonic bodytext"">ship</div>",ship,ship,\N,\N,\N,корабль,корабл҄ь
59,OCS,корабль,2,sense,корабль,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">boat</div>",boat,boat,48,n59.0,\N,корабль,\N
60,OCS,вино,\N,main,вино,\N,n.,\N,"Inherited from Proto-Slavic *vīnò, from Latin vīnum.","<div class=""oldchurchslavonic bodytext"">wine</div>",wine,wine,\N,\N,\N,вино,vino
61,OCS,на-,\N,main,на-,\N,prefix,\N,"From Proto-Slavic *na- prefix, from Proto-Slavic *na.","<div class=""oldchurchslavonic bodytext"">(used with verbs) onto, upon</div>","(used with verbs) onto, upon","onto, upon",\N,\N,\N,на-,na-
61,OCS,на-,2,sense,на-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) to repletion, to satiation, to the full, enough, too much</div>","(used with verbs) to repletion, to satiation, to the full, enough, too much","to repletion, to satiation, to the full, enough, too much",49,n61.0,\N,на-,\N
62,OCS,до-,\N,main,до-,\N,prefix,\N,From Proto-Slavic *do.,"<div class=""oldchurchslavonic bodytext"">(used with verbs) up to</div>",(used with verbs) up to,up to,\N,\N,\N,до-,do-
62,OCS,до-,2,sense,до-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) completely (describing a completion of an action to its end)</div>",(used with verbs) completely (describing a completion of an action to its end),completely (describing a completion of an action to its end),50,n62.0,\N,до-,\N
