global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
64385,13,1,n64385,μ,,τό,,,"[""μῶ Democr. 19 :indecl., thirteenth (later twelfth) letter of the Gr. alphabet: as numeral μ́ = 40 , but m' = 40 , 000 .—In Inscrr. M stands for μύριοι or μυριάς: hence <*> for πεντακισμύριοι or πέντε μυριάδες, 50 , 000 .""]",[],[],"[{""biblio"":"""",""quote"":""μῶ""},{""biblio"":""Democr. | 19"",""quote"":""μῶ Democr. 19""}]","[""Democr. | 19""]",{},[],1,0,0,1,0,1,0,0,2
64386,13,2,n64386,μ',,,,,"[""μ', by elision for με; also for μοι, Ep. and Lyr., Il. 6.165 , al., Sapph. 2.13 , but rarely if ever in Trag., dub. in E. Med. 721 , IA 814 , S. Aj. 190 (lyr.).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
64387,13,3,n64387,μά,,,,,"[""ναὶ μὰ. . , in affirmation,ναὶ μὰ τόδε σκῆπτρον yea by this staff, Il. 1.234 , cf. h.Merc. 460 ; ναὶ μὰ γὰρ ὅρκον Pi. N. 11.24 ;ναὶ μὰ Δία, ναὶ μὰ τὸν Δία, etc., Ar. Ach. 88 , Pl. R. 407b , etc.; also μὰ ναί Inscr.Cypr. 109 H."",""οὐ μὰ. . , in negation,οὐ μὰ γὰρ Ἀπόλλωνα,οὐ μἀ Ζῆνα, nay,by. . , Il. 1.86 , 23.43 ; οὐ μὰ τὴν δέσποιναν Ἄρτεμιν S. El. 626 ; οὔ τοι μὰ τοὺς δώδεκα θεούς Ar. Eq. 235 ;οὐ μὰ τὸν Δία, οὔκουν οὕτω γε. . Pl. Tht. 142e ."",""after Hom. μά is freq. used alone,"",""chiefly in negation when the negative follows, μὰ Δί' οὐκ εἶδον ἐμαυτοῦ ἀμείνω ὑλοτόμον IG 12.1084 ;μὰ τὴν πατρῴαν ἑστίαν, ἀλλ' οὐχ ὕβρει λέγω τάδ' S. El. 881 ; μὰ τοὺς παρ' Ἅιδῃ νερτέρους ἀλάστορας, οὔτοι ποτ' ἔσται τοῦτο E. Med. 1059 ; μὰ τὸν Ἀπόλλω, οὔκ Ar. Th. 269 , cf. A. Ag. 1432 , E. Cyc. 262 , Pl. Prt. 312e ; μὰ τὴν γῆν, μὴ σύγε δῷς Anaxil. 9 ; μὰ δαίμονας, οὐκ ἀπὸ ῥυσμοῦ εἰκάζω Call. Epigr. 44 ;μὰ τὸν Δία δὲ οὐδὲ νομίζω. . IG 22.1099.30 (ii A.D.); μὰ σέ, Καῖσαρ, οὐδείς σε νικᾷ D.C. 61.20 : with preceding neg., οὐδ' ὄναρ, μὰ τὰς Μοίρας Herod. 1 . II: in answers, when the negation is expressed in the question,οὐκ αὖ μ' ἐάσεις; Answ. μὰ Δί', ἐπεὶ κἀγὼ πόνηρός εἰμι Ar. Eq. 336 , cf. 338 (where οὐκ ἐάσω is to be supplied after μὰ Δία from the question, cf. Ra. 951 , Pl. 400 ): when ἀλλά follows,δύο δραχμὰς μισθὸν τελεῖς; Answ. μὰ Δί', ἀλλ' ἔλαττον Id. Ra. 174 (where οὐ τελῶ is understood, cf. ib. 753 , 779 , 1053 , X. Mem. 3.13.3 ): in μὰ γῆν, μὰ κρήνας, μὰ ποταμούς, μὰ νάματα Antiph. 296 = Timocl. 38 , the context is missing."",""in reply to an imper.,ἀπόδος αὐτό; Answ. μὰ τὸν Ἀπόλλω Ar. Th. 748 ."",""in later Gr. in affirmation, δακρύω μὰ σέ, δαῖμον Annales du Service 27.32 (Egypt); μὰ τὴν Ἄρτεμιν Ἀκοντίῳ γαμοῦμαι Aristaenet. 1.10 , cf. Ach.Tat. 8.5 ."",""in colloquial discourse, esp. Att. (cf. Greg.Cor. p.150 S. , Ph. 2.271 ), the name of the deity sworn by was often suppressed, to avoid a downright oath, μὰ τόν Ar. Ra. 1374 (lyr.), Pl. Grg. 466e ; μὰ τήν Men. 369 ; ναὶ μὰ τόν Call. Fr. 66d , Ael. NA 3.19 ;ναὶ μὰ τάς(sc.Χάριτας) Suid. s.v. ναὶ μὰ τό (codd. dett.); οὐ μὰ τὸν—οὐκ ὀμόσω AP 12.201 ( Strat. ), cf. 7.112 ( D.L. )."",""μά is sts. omitted after ναί(q. v.); also after οὐ, οὐ τὸν πάντων θεῶν θεὸν πρόμον Ἅλιον S. OT 660 (lyr.);οὐ τὸν Ὄλυμπον ib. 1088 (lyr.); οὐ τόνδ' Ὄλυμπον Id. Ant. 758 , cf. El. 1063 (lyr.).""]","[""by"",""by""]",[],"[{""biblio"":"""",""quote"":""ναὶ μὰ γὰρ ὅρκον""},{""biblio"":""Pi. | N. | 11.24"",""quote"":""ναὶ μὰ γὰρ ὅρκον Pi. N. 11.24""},{""biblio"":"""",""quote"":""μὰ ναί""},{""biblio"":""Inscr.Cypr. | 109"",""quote"":""μὰ ναί Inscr.Cypr. 109""},{""biblio"":"""",""quote"":""οὐ μὰ τὴν δέσποιναν Ἄρτεμιν""},{""biblio"":""S. | El. | 626"",""quote"":""οὐ μὰ τὴν δέσποιναν Ἄρτεμιν S. El. 626""},{""biblio"":"""",""quote"":""οὔ τοι μὰ τοὺς δώδεκα θεούς""},{""biblio"":""Ar. | Eq. | 235"",""quote"":""οὔ τοι μὰ τοὺς δώδεκα θεούς Ar. Eq. 235""},{""biblio"":"""",""quote"":""μὰ Δί' οὐκ εἶδον ἐμαυτοῦ ἀμείνω ὑλοτόμον""},{""biblio"":""IG | 12.1084"",""quote"":""μὰ Δί' οὐκ εἶδον ἐμαυτοῦ ἀμείνω ὑλοτόμον IG 12.1084""},{""biblio"":"""",""quote"":""μὰ τοὺς παρ' Ἅιδῃ νερτέρους ἀλάστορας, οὔτοι ποτ' ἔσται τοῦτο""},{""biblio"":""E. | Med. | 1059"",""quote"":""μὰ τοὺς παρ' Ἅιδῃ νερτέρους ἀλάστορας, οὔτοι ποτ' ἔσται τοῦτο E. Med. 1059""},{""biblio"":"""",""quote"":""μὰ τὸν Ἀπόλλω, οὔκ""},{""biblio"":""Ar. | Th. | 269"",""quote"":""μὰ τὸν Ἀπόλλω, οὔκ Ar. Th. 269""},{""biblio"":"""",""quote"":""μὰ τὴν γῆν, μὴ σύγε δῷς""},{""biblio"":""Anaxil. | 9"",""quote"":""μὰ τὴν γῆν, μὴ σύγε δῷς Anaxil. 9""},{""biblio"":"""",""quote"":""μὰ δαίμονας, οὐκ ἀπὸ ῥυσμοῦ εἰκάζω""},{""biblio"":""Call. | Epigr. | 44"",""quote"":""μὰ δαίμονας, οὐκ ἀπὸ ῥυσμοῦ εἰκάζω Call. Epigr. 44""},{""biblio"":"""",""quote"":""μὰ σέ, Καῖσαρ, οὐδείς σε νικᾷ""},{""biblio"":""D.C. | 61.20"",""quote"":""μὰ σέ, Καῖσαρ, οὐδείς σε νικᾷ D.C. 61.20""},{""biblio"":"""",""quote"":""οὐδ' ὄναρ, μὰ τὰς Μοίρας""},{""biblio"":""Herod. | 1"",""quote"":""οὐδ' ὄναρ, μὰ τὰς Μοίρας Herod. 1""},{""biblio"":"""",""quote"":""μὰ Δί', ἐπεὶ κἀγὼ πόνηρός εἰμι""},{""biblio"":""Ar. | Eq. | 336"",""quote"":""μὰ Δί', ἐπεὶ κἀγὼ πόνηρός εἰμι Ar. Eq. 336""},{""biblio"":"""",""quote"":""μὰ Δί', ἀλλ' ἔλαττον""},{""biblio"":""Id. | Ra. | 174"",""quote"":""μὰ Δί', ἀλλ' ἔλαττον Id. Ra. 174""},{""biblio"":"""",""quote"":""μὰ γῆν, μὰ κρήνας, μὰ ποταμούς, μὰ νάματα""},{""biblio"":""Antiph. | 296"",""quote"":""μὰ γῆν, μὰ κρήνας, μὰ ποταμούς, μὰ νάματα Antiph. 296""},{""biblio"":"""",""quote"":""μὰ τὸν Ἀπόλλω""},{""biblio"":""Ar. | Th. | 748"",""quote"":""μὰ τὸν Ἀπόλλω Ar. Th. 748""},{""biblio"":"""",""quote"":""δακρύω μὰ σέ, δαῖμον""},{""biblio"":""Annales du Service | 27.32"",""quote"":""δακρύω μὰ σέ, δαῖμον Annales du Service 27.32""},{""biblio"":"""",""quote"":""μὰ τὴν Ἄρτεμιν Ἀκοντίῳ γαμοῦμαι""},{""biblio"":""Aristaenet. | 1.10"",""quote"":""μὰ τὴν Ἄρτεμιν Ἀκοντίῳ γαμοῦμαι Aristaenet. 1.10""},{""biblio"":"""",""quote"":""μὰ τόν""},{""biblio"":""Ar. | Ra. | 1374"",""quote"":""μὰ τόν Ar. Ra. 1374""},{""biblio"":"""",""quote"":""μὰ τήν""},{""biblio"":""Men. | 369"",""quote"":""μὰ τήν Men. 369""},{""biblio"":"""",""quote"":""ναὶ μὰ τόν""},{""biblio"":""Call. | Fr. | 66d"",""quote"":""ναὶ μὰ τόν Call. Fr. 66d""},{""biblio"":"""",""quote"":""οὐ μὰ τὸν—οὐκ ὀμόσω""},{""biblio"":""AP | 12.201"",""quote"":""οὐ μὰ τὸν—οὐκ ὀμόσω AP 12.201""},{""biblio"":"""",""quote"":""οὐ, οὐ τὸν πάντων θεῶν θεὸν πρόμον Ἅλιον""},{""biblio"":""S. | OT | 660"",""quote"":""οὐ, οὐ τὸν πάντων θεῶν θεὸν πρόμον Ἅλιον S. OT 660""},{""biblio"":"""",""quote"":""οὐ τόνδ' Ὄλυμπον""},{""biblio"":""Id. | Ant. | 758"",""quote"":""οὐ τόνδ' Ὄλυμπον Id. Ant. 758""}]","[""AP | 12.201"",""Anaxil. | 9"",""Annales du Service | 27.32"",""Antiph. | 296"",""Ar. | Eq. | 235"",""Ar. | Eq. | 336"",""Ar. | Ra. | 1374"",""Ar. | Th. | 269"",""Ar. | Th. | 748"",""Aristaenet. | 1.10"",""Call. | Epigr. | 44"",""Call. | Fr. | 66d"",""D.C. | 61.20"",""E. | Med. | 1059"",""Herod. | 1"",""IG | 12.1084"",""Id. | Ant. | 758"",""Id. | Ra. | 174"",""Inscr.Cypr. | 109"",""Men. | 369"",""Pi. | N. | 11.24"",""S. | El. | 626"",""S. | OT | 660""]",{},"[{""type"":""ref"",""target"":"""",""text"":""ναὶ μὰ τό""},{""type"":"""",""target"":"""",""text"":""s.v. ναὶ μὰ τό""}]",1,1,0,1,1,8,2,0,46
64388,13,4,n64388,μά,,,,,"[""μά(B), Thess. for δέ, IG 9(2).258.11 (Cierium,ii B.C.), 461 A 9 (Crannon,ii B.C.); also found at beginning of sentence in POxy. 1216.10 (ii/iii A.D.).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
64389,13,5,n64389,μά,,,,,"[""μά(C)[ᾱ], Elean for μή, Schwyzer 413.5 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
64390,13,6,n64390,μᾶ,,,,,"[""= μῆτερ γῆ , A. Supp. 890 , 899 (both lyr.): as an exclam. used by women (perh.=Demeter), Herod. 1.85 , 4.20 ;μᾶ, πόθεν ὥνθρωπος; Theoc. 15.89 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""μῆτερ γῆ""},{""type"":"""",""target"":"""",""text"":""= μῆτερ γῆ""}]",1,0,0,0,1,1,0,0,0
64391,13,7,n64391,μαατρόν:,,,,,"[""μαατρόν: μωρόν( Lacon. ), Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
64392,13,8,n64392,μᾰγᾰδ-ίζω,,,,,"[""play the μάγαδις, Theophil. 7 ."",""of a choir,sing a succession of notes in octaves, μ. ἐν τῇ διὰ πασῶν συμφωνίᾳ Arist. Pr. 921a12 , cf. 918b40 .""]","[""play the"",""sing a succession of notes in octaves""]",[],"[{""biblio"":"""",""quote"":""μ. ἐν τῇ διὰ πασῶν συμφωνίᾳ""},{""biblio"":""Arist. | Pr. | 921a12"",""quote"":""μ. ἐν τῇ διὰ πασῶν συμφωνίᾳ Arist. Pr. 921a12""}]","[""Arist. | Pr. | 921a12""]",{},[],1,1,0,1,0,2,2,0,2
64393,13,9,n64393,μᾰγᾰ́δ-ιον,,τό,,,"[""μᾰγᾰ́δ-ιον,τό, Dim. of μαγάς, BGU 1125.21 (i B.C.), Ptol. Harm. 1.8 , 3.1 ,v.l. in Luc. DDeor. 7.4 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
64394,13,10,n64394,μᾰ́γᾰδ-ις,,ἡ,,,"[""μαγάδιδος Ath. 14.634c ; nom. pl. μαγάδιδες S. Fr. 238 (anap.) codd. Ath. , Phillis ap. Ath. 14.636b ; also, dat.μαγάδῑ prob. in X. An. 7.3.32 , Anaxandr. 35 ; acc. μάγαδιν Alcm. 91 , Anacr. 18 , cf. Poll. 4.61 (-ῐν Diog.Ath. 1.10 ,ῑν dub. in Anacr. l.c.); nom. pl. μαγάδεις Hsch. :—magadis, an instrument with twenty strings arranged in octaves, Lydian acc. to Ath. 14.634f , but ascribed to the Thracians by Canthar. 9 , and derived from Thrac. pr. n.Μάγδις by Duris 28 J. ; played with the finger, Aristox. Fr.Hist. 66 ; = πηκτίς , ibid., Menaechm. 4 J."",""a Lydian flute or flageolet, producing a high and a low note together, Ion Trag. 23 (cf. Aristarch. ap. Ath. 14.634d ), Anaxandr. l.c., cf. Did. ap. Ath. 14.634e , Hsch. [μᾰ, but μᾱ- S. Fr. 238 (anap.), nisi leg.μᾰγαδῖδες.]""]","[""magadis"",""a Lydian flute"",""flageolet""]",[],"[{""biblio"":"""",""quote"":""μαγάδιδος""},{""biblio"":""Ath. | 14.634c"",""quote"":""μαγάδιδος Ath. 14.634c""},{""biblio"":"""",""quote"":""μαγάδιδες""},{""biblio"":""S. | Fr. | 238"",""quote"":""μαγάδιδες S. Fr. 238""},{""biblio"":"""",""quote"":""μάγαδιν""},{""biblio"":""Alcm. | 91"",""quote"":""μάγαδιν Alcm. 91""},{""biblio"":"""",""quote"":""μαγάδεις""},{""biblio"":""Hsch."",""quote"":""μαγάδεις Hsch.""}]","[""Alcm. | 91"",""Ath. | 14.634c"",""Hsch."",""S. | Fr. | 238""]",{},"[{""type"":""ref"",""target"":"""",""text"":""πηκτίς""},{""type"":"""",""target"":"""",""text"":""= πηκτίς""}]",1,1,0,1,1,2,3,0,8
