global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
23151,4,1,n23151,δ,,,,,"[""= τέσσαρες and τέταρτος,but d' ,= 4 , 000 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""τέσσαρες""},{""type"":"""",""target"":"""",""text"":""= τέσσαρες""}]",1,0,0,0,1,1,0,0,0
23152,4,2,n23152,δᾰ-,,,,,"[""= ζα- , as in δάσκιος, δαφοινός.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ζα-""},{""type"":"""",""target"":"""",""text"":""= ζα-""}]",1,0,0,0,1,1,0,0,0
23153,4,3,n23153,δᾶ,,,,,"[""οἰοῖ δᾶ φεῦ A. Eu. 874 ; ἄλευ' ἆ δᾶ Id. Pr. 567 ; ὀτοτοτοτοῖ ποποῖ δᾶ Id. Ag. 1072 ;οὐ δᾶν no by earth, Theoc. 4.17 ( v.l. γᾶν ):—prob. an exclamation of horror.""]","[""by earth,""]",[],"[{""biblio"":"""",""quote"":""οἰοῖ δᾶ φεῦ""},{""biblio"":""A. | Eu. | 874"",""quote"":""οἰοῖ δᾶ φεῦ A. Eu. 874""},{""biblio"":"""",""quote"":""ἄλευ' ἆ δᾶ""},{""biblio"":""Id. | Pr. | 567"",""quote"":""ἄλευ' ἆ δᾶ Id. Pr. 567""},{""biblio"":"""",""quote"":""ὀτοτοτοτοῖ ποποῖ δᾶ""},{""biblio"":""Id. | Ag. | 1072"",""quote"":""ὀτοτοτοτοῖ ποποῖ δᾶ Id. Ag. 1072""}]","[""A. | Eu. | 874"",""Id. | Ag. | 1072"",""Id. | Pr. | 567""]",{},"[{""type"":""ref"",""target"":"""",""text"":""γᾶν""},{""type"":"""",""target"":"""",""text"":""v.l. γᾶν""}]",1,1,0,1,1,1,1,0,6
23154,4,4,n23154,δαάναι:,,,,,"[""= δαλός ( Lacon. ), Id.δαβῆ: καυθῇ( Lacon. ), Id.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""δαλός""},{""type"":"""",""target"":"""",""text"":""= δαλός""}]",1,0,0,0,1,1,0,0,0
23155,4,5,n23155,δαγκάνω,,,,,"[""= δάκνω , cf. Heraclid. ap. Eust. 28.42 , Hdn.Gr. 1.451 , etc.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""δάκνω""},{""type"":"""",""target"":"""",""text"":""= δάκνω""}]",1,0,0,0,1,1,0,0,0
23156,4,6,n23156,δάγκολον,,τό,,,"[""= δρέπανον , Hsch. ; cf.ζάγκλη.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""δρέπανον""},{""type"":"""",""target"":"""",""text"":""= δρέπανον""}]",1,0,0,0,1,1,0,0,0
23157,4,7,n23157,δάγμα,,τό,,,"[""v. δάχμα.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""δάχμα.""},{""type"":"""",""target"":"""",""text"":""v. δάχμα.""}]",1,0,0,0,1,1,0,0,0
23158,4,8,n23158,δάγμνος,,,,,"[""δάγμνος(sic):οἰκτρός, πένης, ἐλεεινός, Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
23159,4,9,n23159,δαγμός,,ὁ,,,"[""= δηγμός , Ruf. Fr. 64.20 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""δηγμός""},{""type"":"""",""target"":"""",""text"":""= δηγμός""}]",1,0,0,0,1,1,0,0,0
23160,4,10,n23160,δαγνόν:,,,,,"[""δαγνόν: πυκνόν, Hsch. (leg.ἀδινόν).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
