global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
61427,12,1,n61427,λ,,τό,,,"[""λ,λάμβδα, or better λάβδα(v. sub voc.),τό,indecl., twelfth (later eleventh) letter of the Gr. alphabet: as numeral λ́ = 30 , but l' = 30 , 000 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
61428,12,2,n61428,λᾱ-,,,,,"[""intensive force, as in λακαταπύγων, λακατάρατος; cf. also λαί-μαργος.""]","[""intensive""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
61429,12,3,n61429,λᾴα,,,,,"[""= λεία (booty), Pi. O. 10(11).44 (λαί̈α codd. vett.), IG 7.37 (Megara), cf. Hsch. s.v. λαιάν .""]","[""booty""]",[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""λεία""},{""type"":"""",""target"":"""",""text"":""= λεία""},{""type"":""ref"",""target"":"""",""text"":""λαιάν""},{""type"":"""",""target"":"""",""text"":""s.v. λαιάν""}]",1,1,0,0,1,1,1,0,0
61430,12,4,n61430,λάαγες:,,,,,"[""λάαγες: οἱ χλωροὶ βάτραχοι, Cyr.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
61431,12,5,n61431,λααν:,,,,,"[""λααν:. .καὶ θυλάκιον, ἐν ᾧ οἱ ἡνίοχοι τὰς μάστιγας ἀποτίθενται, Hsch. , cf. Poll. 7.116 (where the same thing is called σάργαλος).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
61432,12,6,n61432,λάανα:,,,,,"[""= λάσανα .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""λάσανα""},{""type"":"""",""target"":"""",""text"":""= λάσανα""}]",1,0,0,0,1,1,0,0,0
61433,12,7,n61433,λααξός,,,,,"[""v. λαοξόος .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""λαοξόος""},{""type"":"""",""target"":"""",""text"":""v. λαοξόος""}]",1,0,0,0,1,1,0,0,0
61434,12,8,n61434,λᾱάρχ-ημα,,τό,,,"[""a). 145 (ii B. C.).""]","[""a""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
61435,12,9,n61435,λᾱάρχ-ης,,ὁ,,,"[""commander of a λααρχία, Inscr.Mus.Ales. 31 (iii/ii B. C.).""]","[""commander of a""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
61436,12,10,n61436,λᾱαρχ-ία,,ἡ,,,"[""division of native μάχιμοι,settled in cleruchies, PTeb. 61 (a). 112 , 62.258 , al.(ii B. C.).""]","[""division of native"",""settled in cleruchies,"",""a""]",[],[],[],{},[],1,1,0,0,0,1,3,0,0
61437,12,11,n61437,λᾱ́αρχ-ος,,ὁ,,,"[""= λαάρχης , PStrassb. 91.2 (i B. C., in dat. -ῳ).""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""λαάρχης""},{""type"":"""",""target"":"""",""text"":""= λαάρχης""}]",1,0,0,0,1,1,0,0,0
61438,12,12,n61438,λᾶας,,ὁ,,,"[""λᾶα Call. Fr. 104 ), gen. and dat.λᾶος, λᾶι: dual λᾶε: pl.λᾶες AP l. c., gen.λάων, dat.λάεσι, Ep. λάεσσι, all which forms occur in Hom. , exc.λάεσι, which appears in Epigr.Gr. 455.2 (Bostra), IG 14.499 (Catana): —also masc.λᾶος,ὁ λᾶο(sic) ὅδε Inscr.Cypr. 93 H.; acc.λᾶον Puchstein Epigr.Gr. p.76 (Memphis), Riv.Fil. 56.224 (Cyrene); gen. λάου S. OC 196 (lyr.) codd. (cf. Hdn.Gr. 1.109 ), Leg.Gort. 10.36 ; acc. pl. λάους Hes. Fr. 115 , Simon. ap. Sch. Il. Oxy. 1087.40 ; dat.λάϋς( = λάοις ) Corinn. Supp. 1.33 (fem.), cf. Serv.ad Virg. G. 1.63 :—poet. Noun (also in dialects,v.supr.),stone, esp. of stones thrown by warriors, ὅσον τ' ἐπὶ λᾶαν ἵησιν Il. 3.12 , cf. 7.268 , al.;λ. ἀναιδής, of the stone of Sisyphus, Od. 11.598 ;ὅς μιν λᾶαν θῆκε turned her into stone, 13.163 , cf. Il. 2.319 .""]","[""stone"",""stone""]",[],"[{""biblio"":"""",""quote"":""λᾶα""},{""biblio"":""Call. | Fr. | 104"",""quote"":""λᾶα Call. Fr. 104""},{""biblio"":"""",""quote"":""ὅδε""},{""biblio"":""Inscr.Cypr. | 93"",""quote"":""ὅδε Inscr.Cypr. 93""},{""biblio"":"""",""quote"":""λάου""},{""biblio"":""S. | OC | 196"",""quote"":""λάου S. OC 196""},{""biblio"":"""",""quote"":""λάους""},{""biblio"":""Hes. | Fr. | 115"",""quote"":""λάους Hes. Fr. 115""},{""biblio"":"""",""quote"":""ὅσον τ' ἐπὶ λᾶαν ἵησιν""},{""biblio"":""Il. | 3.12"",""quote"":""ὅσον τ' ἐπὶ λᾶαν ἵησιν Il. 3.12""}]","[""Call. | Fr. | 104"",""Hes. | Fr. | 115"",""Il. | 3.12"",""Inscr.Cypr. | 93"",""S. | OC | 196""]",{},"[{""type"":""ref"",""target"":"""",""text"":""λάοις""},{""type"":"""",""target"":"""",""text"":""= λάοις""}]",1,1,0,1,1,1,2,0,10
61439,12,13,n61439,λαβά:,,ἡ,,,"[""gloss on ἰφύα , Id.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ἰφύα""},{""type"":"""",""target"":"""",""text"":""gloss on ἰφύα""}]",1,0,0,0,1,1,0,0,0
