global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
92016,19,1,n92018,"Ϟ ϟ,",,,xiv,,"[""Ϟ ϟ, κόππα(q.v.), nineteenth letter in the Etruscan abecedaria ( IG 14.2420 ), occurring in IG 9(1).334.1 , al. ( Locr. ,v B.C.), etc.; as numeral= 90 , PCair.Zen. 22.21 (iii B.C.), PHib. 1.27.55 (iii B.C.), etc.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
