global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
106111,23,1,n106115,Υυ,,τό,,,"[""he(cf. Arm.hiun) may indicate that the early name was ὗ,which seems also to be implied by Serv.ad Verg. A. 1.744 :alii dicunt Hyadas dictas vel ab Y littera, vel ἀπὸ τοῦ ὑός,cf. Sch. Il. 18.486 : the sign Y represents hy on coins of P. Plautius Hypsaeus ( 58 B.C.), which are inscribed Ypsae, BMus.Cat.Republ.Coins, Plate 48 Nos. 2 , 3 , 4 , 5 , but Hupsae,Nos. 13 , 14 , Plate 123 Nos. 7 , 8 , 9 .""]","[""he"",""hiun"",""alii dicunt Hyadas dictas vel ab Y littera, vel"",""hy"",""Ypsae, BMus.Cat.Republ.Coins, Plate"",""Hupsae,""]",[],[],[],{},[],1,1,0,0,0,1,6,0,0
106112,23,2,n106116,"ὗ ὗ,",,,,,"[""ὗ Ar. cod. M.)""]",[],[],"[{""biblio"":"""",""quote"":""ὗ""},{""biblio"":""Ar."",""quote"":""ὗ Ar.""}]","[""Ar.""]",{},[],1,0,0,1,0,1,0,0,2
106113,23,3,n106117,ὑάγχη,,ἡ,,,"[""angina with external swellings like those in scrofula, Cael.Aur. CP 3.1 : v. κυν-άγχη.""]","[""angina with external swellings like those in scrofula,""]","[""ὗς, ἄγχω""]",[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""κυν-άγχη.""},{""type"":"""",""target"":"""",""text"":""v. κυν-άγχη.""}]",1,1,1,0,1,1,1,1,0
106114,23,4,n106118,ὑᾱγών,,ἡ,,,"[""ὑᾱγών [ῠ],όνος,ἡ, assumed by Eust. 842.52 as the orig. form of σιαγών,cf. Ath. 3.94f .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
106115,23,5,n106119,Ὑάδες,,,,,"[""the Hyades,a group of stars in the head of the Bull, Il. 18.486 ; their morning setting (in November) was a rainy season, Hes. Op. 615 ; hence commonly derived fr.ὕω,Lat.Pluviae,Verg. A. 1.744 , 3.516 , Ov. Fast. 5.166 , v. Ὕης 11 ; but in Lat. usu. called suculae, piglings,as if fr.ὗς, ὑός,Tiroap. Gell. 13.9.4 ;ῠ is short in Ep. , though ῡ in E. Ion 1156 , El. 468 (lyr.)."",""five Nymphs named by Hes. Fr. 180 ; later of the Nymphs who reared Dionysus, Pherecyd. 90 J. ; τὰς βάκχας Ὑάδας ἔλεγον Hsch. s.v. ἔναστρος.""]","[""the Hyades,"",""Pluviae,"",""suculae, piglings,""]",[],"[{""biblio"":"""",""quote"":""τὰς βάκχας Ὑάδας ἔλεγον""},{""biblio"":""Hsch."",""quote"":""τὰς βάκχας Ὑάδας ἔλεγον Hsch.""}]","[""Hsch.""]",{},"[{""type"":""ref"",""target"":"""",""text"":""Ὕης""},{""type"":"""",""target"":"""",""text"":""v. Ὕης""},{""type"":""ref"",""target"":"""",""text"":""ἔναστρος.""},{""type"":"""",""target"":"""",""text"":""s.v. ἔναστρος.""}]",1,1,0,1,1,2,3,0,2
106116,23,6,n106120,ὕαιν-ᾰ,,ἡ,,,"[""the striped hyena,a carnivorous animal with a bristly mane like a hog (whence the name),Hyaena striata, Hdt. 4.192 , Arist. HA 579b15 , Ael. NA 7.22 , Opp. C. 3.263 ; also called γλάνος, Arist. HA 594a31 ; cf.κροκόττας."",""a kind of antelope, Ael. NA 15.15 (s.v.l.)."",""a sea-fish, Numen. ap. Ath. 7.326f , Ael. NA 13.27 ; also ὑαινίς,ίδος,ἡ, Epich. 65 ; v. ὗς 11 ."",""in Porph. Abst. 4.16 ὑαίνας is most prob. an error for λεαίνας,as the corresponding masc. is λέοντες.""]","[""hyena,"",""Hyaena striata,""]",[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ὗς""},{""type"":"""",""target"":"""",""text"":""v. ὗς""}]",1,1,0,0,1,4,2,0,0
106117,23,7,n106121,ὑαίν-ειος,,,,,"[""of the hyena, Cyran. 76 .""]","[""of the hyena,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
106118,23,8,n106122,ὑαίν-ιος,,,,,"[""hyaeniae(sc.gemmae), Plin. HN 37.168 .""]","[""hyaeniae"",""gemmae""]",[],[],[],{},[],1,1,0,0,0,1,2,0,0
106119,23,9,n106123,ὑαινίς,,,,,"[""v. ὕαινα 11.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ὕαινα""},{""type"":"""",""target"":"""",""text"":""v. ὕαινα""}]",1,0,0,0,1,1,0,0,0
106120,23,10,n106124,ὑαινοψώνιον,,τό,,,"[""= ὠκιμοειδές , Ps.- Dsc. 4.28 (corr. Wellm.,ὑενόψωδον, ὑαινόψολον codd.).""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ὠκιμοειδές""},{""type"":"""",""target"":"""",""text"":""= ὠκιμοειδές""}]",1,0,0,0,1,1,0,0,0
