global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
46048,6,1,n46048,Ϝ ϝ,,,,,"[""w, IG 9(1).334 ( Locr. , V B.C.), 4.333 , 14.2420 , Alcm. 23.6 , Sapph. Supp. 1.6 , Corinn.ib. 1.29 , etc.; it was written in many dialects until ii B.C.(and pronounced even later); in others (incl. Ion. and Att. ) it died out (with the sound) before the date of the earliest Inscrr., surviving only as a numeral,= 6 , in the form <*>, SIG 46.106 (Halic., V B.C.), IG 12.760 (Athens, V B.C.), PCair.Zen. 13.4 (iii B.C.),BMus.Cat.Coins, Egypt Pl.XVI 4 ( 200 / 199 B.C.), later in the form ζ, ib.Egypt Pl.XXX 5 ( 47 B.C.), PMag.Lond. 121.770 (iii A.D., Pl. 61 ) and medieval Mss. Its name was ϝαῦ(cf. Semitic wāw) acc. to Varro and Didymus (v. Varro LL p.209 G.- S. ), later δίγαμμα(q.v.). (Words with initial ϝ will bc found under the second letter.)""]","[""w,"",""wāw""]","[""ϝ""]",[],[],{},[],1,1,1,0,0,1,2,1,0
