global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
92964,21,1,n92966,"Σ ς,",,τό,,,"[""shin<*>, Phoenician Ω, Syria 6.103 ), but eighteenth of the Ion. alphabet: as numeral ς́ = 200 , but s' = 200 , 000 : a semi-vowel, Arist. Po. 1456b28 , cf. Pl. Tht. 203b ."",""the oldest forms expressing this sound were Μ(which is however the old eighteenth letter, q.v.), also Σ and ς; compared to a twisted curl, E. Fr. 382.7 , Theodect. 6 ; to a Scythian bow, Agatho 4 ; after this, but yet early, it took the shape of a semicircle <*>, whence Aeschrio ( Fr. 1 ) calls the new moon τὸ καλὸν οὐρανοῦ νέον σῖγμα: hence the orchestra is called τὸ τοῦ θεάτρου σῖγμα, Phot.,AB 286 : and Lat. writers used sigma of a semicircular couch, Mart. 10.48.6 , etc.; cf.σιγμοειδής. The rare form <*> is used in the numbering of building-stones in Berl.Sitzb. 1888.1234 , 1242 (Pergam.). From final ς must be disting uished the character ς = 6 ,v. ϝ ϝ(sixth letter)."",""the name σίγμα(σῖγμα) was usu. indeclinable, τοῦ σῖγμα Pl. l.c., Cra. 402e , 427a , Ath. 10.455c , Lyd. Mens. 1.21 ( v.l. σίγματος ) ; τῷ σῖγμα Gal. UP 2.14 , al.; τῶν σῖγμα Pl.Com. 30 ; τὰ σίγμα τὰ ἐπὶ τῶν ἀσπίδων X. HG 4.4.10 , cf. Hellad. ap. Phot. Bibl. p.532 B. ; later declined, τοῦ σίγματος Eust. 1389.15 ; σίγμασιν Id. 905.7 ."",""we also hear of another name σάν[ᾰ],τό, τὰ οὐνόματά σφι(sc.τοῖσι Πέρσῃσι) τελευτῶσι πάντα ἐς τὠυτὸ γράμμα, τὸ Δωριέες μὲν σὰν καλέουσι, Ἴωνες δὲ σίγμα Hdt. 1.139 , cf. Pi. Dith.Oxy. 1604 Fr. 1 ii 3 , Ath. 11.467a ; as name of the fourth and tenth letters in Θρασύμαχος, and of the sixth in Διονύσο(υ), Epigr. ap. Ath. 10.454f , Achae. 33.4 ; cf. the compd.σαμ-φόρας:σάν and σίγμα were evidently pronounced alike; it is conjectured that σάν is originally the name of the old eighteenth letter.""]","[""shin"",""sigma"",""semicircular couch""]","[""υ""]","[{""biblio"":"""",""quote"":""τοῦ σῖγμα""},{""biblio"":""Pl."",""quote"":""τοῦ σῖγμα Pl.""},{""biblio"":"""",""quote"":""; τῷ σῖγμα""},{""biblio"":""Gal. | UP | 2.14"",""quote"":""; τῷ σῖγμα Gal. UP 2.14""},{""biblio"":"""",""quote"":""τῶν σῖγμα""},{""biblio"":""Pl.Com. | 30"",""quote"":""τῶν σῖγμα Pl.Com. 30""},{""biblio"":"""",""quote"":""τὰ σίγμα τὰ ἐπὶ τῶν ἀσπίδων""},{""biblio"":""X. | HG | 4.4.10"",""quote"":""τὰ σίγμα τὰ ἐπὶ τῶν ἀσπίδων X. HG 4.4.10""},{""biblio"":"""",""quote"":""τοῦ σίγματος""},{""biblio"":""Eust. | 1389.15"",""quote"":""τοῦ σίγματος Eust. 1389.15""},{""biblio"":"""",""quote"":""σίγμασιν""},{""biblio"":""Id. | 905.7"",""quote"":""σίγμασιν Id. 905.7""},{""biblio"":"""",""quote"":""τελευτῶσι πάντα ἐς τὠυτὸ γράμμα, τὸ Δωριέες μὲν σὰν καλέουσι, Ἴωνες δὲ σίγμα""},{""biblio"":""Hdt. | 1.139"",""quote"":""τελευτῶσι πάντα ἐς τὠυτὸ γράμμα, τὸ Δωριέες μὲν σὰν καλέουσι, Ἴωνες δὲ σίγμα Hdt. 1.139""}]","[""Eust. | 1389.15"",""Gal. | UP | 2.14"",""Hdt. | 1.139"",""Id. | 905.7"",""Pl."",""Pl.Com. | 30"",""X. | HG | 4.4.10""]",{},"[{""type"":""ref"",""target"":"""",""text"":""σίγματος""},{""type"":"""",""target"":"""",""text"":""v.l. σίγματος""}]",1,1,1,1,1,4,3,1,14
92965,21,2,n92967,ς',,,,,"[""v. σύ ."",""for σά, but in Hom. only in phrases τὰ ς' αὐτοῦ, τὰ ς' αὐτῆς, Od. 14.185 , Il. 6.490 , al.; so, in Trag. and later Poets, τὰ ς' S. OT 329 , 405 , Ph. 339 , El. 1499 , E. Supp. 456 .""]",[],[],"[{""biblio"":"""",""quote"":""τὰ ς'""},{""biblio"":""S. | OT | 329"",""quote"":""τὰ ς' S. OT 329""}]","[""S. | OT | 329""]",{},"[{""type"":""ref"",""target"":"""",""text"":""σύ""},{""type"":"""",""target"":"""",""text"":""v. σύ""}]",1,0,0,1,1,2,0,0,2
92966,21,3,n92968,σᾶ,,,,,"[""σᾶ, fem. sg. and neut. pl. of σῶς.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
92967,21,4,n92969,σά μάν,,,,,"[""y α(*q[uglide]ya), neut.pl.of τίς, cf.ἅ-σσα, ἅ-ττα, Lat.quia.)""]","[""y"",""*q[uglide]ya"",""quia.""]",[],[],[],{},[],1,1,0,0,0,1,3,0,0
92968,21,5,n92970,σάἁμον,,τό,,,"[""σάἁμον,τό, Lacon. for σήσαμον(q.v.).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
92969,21,6,n92971,Σᾰβαζιασταί,,οἱ,,,"[""worshippers of Sabazius, IG 22.1335.4 (ii B.C.).""]","[""worshippers of Sabazius,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
92970,21,7,n92972,Σᾰβάζιος,,ὁ,,,"[""θεῷ Σαβαζίῳ παγκοιράνῳ CIG 3791 (Bithynia), cf. IG 12(5).27 (Sicinus); Δὶ Σαβαζίῳ BMus.Inscr. 1100 (Italy,iii A.D.);Διὶ""]",[],"[""Σαβός""]","[{""biblio"":"""",""quote"":""θεῷ Σαβαζίῳ παγκοιράνῳ""},{""biblio"":""CIG | 3791"",""quote"":""θεῷ Σαβαζίῳ παγκοιράνῳ CIG 3791""},{""biblio"":"""",""quote"":""Δὶ Σαβαζίῳ""},{""biblio"":""BMus.Inscr. | 1100"",""quote"":""Δὶ Σαβαζίῳ BMus.Inscr. 1100""}]","[""BMus.Inscr. | 1100"",""CIG | 3791""]",{},[],1,0,1,1,0,1,0,1,4
92971,21,8,n92973,Σεβαζίῳ,,,,,"[""Σεβαζίῳ(sic) Supp.Epigr. 1.302 (Thrace): also Σαόαζος AJA 3(1887).363 (Phrygia);τοῦ Διὸς""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
92972,21,9,n92974,Σαουάζου,Adj.,,,,"[""Adj. Σᾰβάζιος,α,ον ,Bacchic,θύσθλα cj. in Opp. C. 1.26 ; τὰ Σαβάζια Str. 10.3.18 .""]",[],[],"[{""biblio"":"""",""quote"":""τὰ Σαβάζια""},{""biblio"":""Str. | 10.3.18"",""quote"":""τὰ Σαβάζια Str. 10.3.18""}]","[""Str. | 10.3.18""]",{},[],1,0,0,1,0,1,0,0,2
92973,21,10,n92975,Σᾰβάζω,,,,,"[""Σᾰβάζω,=εὐάζω, Nymphis 11 ; written σαββάζειν in Sch.Patm. D. in BCH 1.145 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
