"18566","súan","sleep","1814","súan","slumber, sleep","slumber, sleep"
"18608","siur","sister","1529","siur","sister","sister"
"18781","tét","rope; string","1508","tét","cord","cord"
"18781","tét","rope; string","1509","tét","third-person singular imperative of téit","third-person singular imperative of téit"
"18781","tét","rope; string","1510","tét","third-person singular present indicative conjunct of téit","third-person singular present indicative conjunct of téit"
"18813","tan","time","57","tan","time","(point in) time"
"18841","tanae","thin, narrow, slender","2380","tanae","thin","thin"
"18877","té","hot","230","té","hot, warm (of temperature)","hot, warm (of temperature)"
"18877","té","hot","231","té","third-person singular present subjunctive conjunct of téit","third-person singular present subjunctive conjunct of téit"
"18889","tess","heat","1024","tess","heat","heat"
"18902","tene","fire","1669","tene","alternative spelling of teine","alternative spelling of teine"
"18919","tart","dryness, drought, thirst","399","tart","thirst","thirst"
"18919","tart","dryness, drought, thirst","400","tart","first-person singular present subjunctive perfective prototonic of do·beir","first-person singular present subjunctive perfective prototonic of do·beir"
"18924","tír","land, region, earth","1333","tír","land, country, territory, ground","land, country, territory, ground"
"18962","treb","house, homestead","3391","treb","house, farm","house, farm"
"19053","uisce","water","455","uisce","water","water"
"19111","fíadu","witness","5445","fíadu","witness","witness"
"19161","fíad","respect, honor","1673","fíad","game, wild animals","game, wild animals"
"19161","fíad","respect, honor","1674","fíad","before (in time)","before (in time)"
"19171","airde","sign","536","airde","sign, token","sign, token"
"19171","airde","sign","537","airde","alternative form of ardae (“height”)","alternative form of ardae (“height”)"
