lemma_id,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
6953,Suvalkija,\N,main,no-table-tags,\N,n.,\N,Borrowed from Polish Suwałki.,"<div class=""lithuanian bodytext"">Suvalkija (an ethnographic region of Lithuania, located in the south-west of the country)</div>","Suvalkija (an ethnographic region of Lithuania, located in the south-west of the country)","Suvalkija (an ethnographic region of Lithuania, located in the south-west of the country)"
6954,Dzūkija,\N,main,no-table-tags,[dzuːkʲˈjɐ],n.,\N,"dzūkas + -ija. The name is relatively new, only coming to widespread use in the 19th century, and appears to be a dialectal demonym. The name is uncertain but could possibly be referring to the language's tendency to replace standard d with dz, e.g. didumas (“size”) becomes dzidumas.","<div class=""lithuanian bodytext"">Dzūkija (an ethnographic region of Lithuania, located in the south of the country)</div>","Dzūkija (an ethnographic region of Lithuania, located in the south of the country)","Dzūkija (an ethnographic region of Lithuania, located in the south of the country)"
6955,blogiausiasis,\N,main,blogiáusiasis,[bloˈɡʲæːʊsʲɛsʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine singular superlative degree of blogas</div>",pronominal nominative masculine singular superlative degree of blogas,pronominal nominative masculine singular superlative degree of blogas
6956,blogiausiojo,\N,main,blogiáusiojo,[bloˈɡʲæːʊsʲojo],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine singular superlative degree of blogas</div>",pronominal genitive masculine singular superlative degree of blogas,pronominal genitive masculine singular superlative degree of blogas
6957,blogiausiajam,\N,main,blogiáusiajam,[bloˈɡʲæːʊsʲɛjɛm],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine singular superlative degree of blogas</div>",pronominal dative masculine singular superlative degree of blogas,pronominal dative masculine singular superlative degree of blogas
6958,blogiausiąjį,\N,main,blogiáusiąjį,[bloˈɡʲæːʊsʲæːjiː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine singular superlative degree of blogas</div>",pronominal accusative masculine singular superlative degree of blogas,pronominal accusative masculine singular superlative degree of blogas
6959,blogiausiuoju,\N,main,blogiáusiuoju,[bloˈɡʲæːʊsʲʊojʊ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine singular superlative degree of blogas</div>",pronominal instrumental masculine singular superlative degree of blogas,pronominal instrumental masculine singular superlative degree of blogas
6960,blogiausiajame,\N,main,blogiáusiajame,[bloˈɡʲæːʊsʲɛjɛmʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine singular superlative degree of blogas</div>",pronominal locative masculine singular superlative degree of blogas,pronominal locative masculine singular superlative degree of blogas
6961,blogiausieji,\N,main,blogiáusieji,[bloˈɡʲæːʊsʲjɛjɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine plural superlative degree of blogas</div>",pronominal nominative masculine plural superlative degree of blogas,pronominal nominative masculine plural superlative degree of blogas
6962,blogiausiųjų,\N,main,blogiáusiųjų,[bloˈɡʲæːʊsʲuːjuː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine/feminine plural superlative degree of blogas</div>",pronominal genitive masculine/feminine plural superlative degree of blogas,pronominal genitive masculine/feminine plural superlative degree of blogas
6963,blogiausiesiems,\N,main,blogiáusiesiems,[bloˈɡʲæːʊsʲjɛsʲjɛms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine plural superlative degree of blogas</div>",pronominal dative masculine plural superlative degree of blogas,pronominal dative masculine plural superlative degree of blogas
6964,blogiausiuosius,\N,main,blogiáusiuosius,[bloˈɡʲæːʊsʲʊosʲʊs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine plural superlative degree of blogas</div>",pronominal accusative masculine plural superlative degree of blogas,pronominal accusative masculine plural superlative degree of blogas
6965,blogiausiaisiais,\N,main,blogiáusiaisiais,[bloˈɡʲæːʊsʲɛjsʲɛjs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine plural superlative degree of blogas</div>",pronominal instrumental masculine plural superlative degree of blogas,pronominal instrumental masculine plural superlative degree of blogas
6966,blogiausiuosiuose,\N,main,blogiáusiuosiuose,[bloˈɡʲæːʊsʲʊosʲʊosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine plural superlative degree of blogas</div>",pronominal locative masculine plural superlative degree of blogas,pronominal locative masculine plural superlative degree of blogas
6967,blogiausioji,\N,main,blogiáusioji,[bloˈɡʲæːʊsʲojɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative feminine singular superlative degree of blogas</div>",pronominal nominative feminine singular superlative degree of blogas,pronominal nominative feminine singular superlative degree of blogas
6968,blogiausiosios,1,main,blogiáusiosios,[bloˈɡʲæːʊsʲosʲos],adj.,\N,\N,"<div class=""lithuanian bodytext"">inflection of blogas:; pronominal genitive feminine singular superlative degree</div>",inflection of blogas:; pronominal genitive feminine singular superlative degree,inflection of blogas:
6968,blogiausiosios,2,sense,\N,\N,\N,\N,\N,"<div class=""lithuanian bodytext"">inflection of blogas:; pronominal nominative feminine plural superlative degree</div>",inflection of blogas:; pronominal nominative feminine plural superlative degree,inflection of blogas:
6969,blogiausiajai,\N,main,blogiáusiajai,[bloˈɡʲæːʊsʲɛjɛj],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine singular superlative degree of blogas</div>",pronominal dative feminine singular superlative degree of blogas,pronominal dative feminine singular superlative degree of blogas
6970,blogiausiąją,\N,main,blogiáusiąją,[bloˈɡʲæːʊsʲæːjæː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine singular superlative degree of blogas</div>",pronominal accusative feminine singular superlative degree of blogas,pronominal accusative feminine singular superlative degree of blogas
6971,blogiausiąja,\N,main,blogiáusiąja,[bloˈɡʲæːʊsʲæːjɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine singular superlative degree of blogas</div>",pronominal instrumental feminine singular superlative degree of blogas,pronominal instrumental feminine singular superlative degree of blogas
6972,blogiausiojoje,\N,main,blogiáusiojoje,[bloˈɡʲæːʊsʲojojɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine singular superlative degree of blogas</div>",pronominal locative feminine singular superlative degree of blogas,pronominal locative feminine singular superlative degree of blogas
6973,blogiausiosioms,\N,main,blogiáusiosioms,[bloˈɡʲæːʊsʲosʲoms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine plural superlative degree of blogas</div>",pronominal dative feminine plural superlative degree of blogas,pronominal dative feminine plural superlative degree of blogas
6974,blogiausiąsias,\N,main,blogiáusiąsias,[bloˈɡʲæːʊsʲæːsʲɛs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine plural superlative degree of blogas</div>",pronominal accusative feminine plural superlative degree of blogas,pronominal accusative feminine plural superlative degree of blogas
6975,blogiausiosiomis,\N,main,blogiáusiosiomis,[bloˈɡʲæːʊsʲosʲomʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine plural superlative degree of blogas</div>",pronominal instrumental feminine plural superlative degree of blogas,pronominal instrumental feminine plural superlative degree of blogas
6976,blogiausiosiose,\N,main,blogiáusiosiose,[bloˈɡʲæːʊsʲosʲosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine plural superlative degree of blogas</div>",pronominal locative feminine plural superlative degree of blogas,pronominal locative feminine plural superlative degree of blogas
6977,balčiausiasis,\N,main,balčiáusiasis,[bɐlʲˈtʲʃʲæːʊsʲɛsʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine singular superlative degree of baltas</div>",pronominal nominative masculine singular superlative degree of baltas,pronominal nominative masculine singular superlative degree of baltas
6978,balčiausiojo,\N,main,balčiáusiojo,[bɐlʲˈtʲʃʲæːʊsʲojo],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine singular superlative degree of baltas</div>",pronominal genitive masculine singular superlative degree of baltas,pronominal genitive masculine singular superlative degree of baltas
6979,balčiausiajam,\N,main,balčiáusiajam,[bɐlʲˈtʲʃʲæːʊsʲɛjɛm],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine singular superlative degree of baltas</div>",pronominal dative masculine singular superlative degree of baltas,pronominal dative masculine singular superlative degree of baltas
6980,balčiausiąjį,\N,main,balčiáusiąjį,[bɐlʲˈtʲʃʲæːʊsʲæːjiː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine singular superlative degree of baltas</div>",pronominal accusative masculine singular superlative degree of baltas,pronominal accusative masculine singular superlative degree of baltas
6981,balčiausiuoju,\N,main,balčiáusiuoju,[bɐlʲˈtʲʃʲæːʊsʲʊojʊ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine singular superlative degree of baltas</div>",pronominal instrumental masculine singular superlative degree of baltas,pronominal instrumental masculine singular superlative degree of baltas
6982,balčiausiajame,\N,main,balčiáusiajame,[bɐlʲˈtʲʃʲæːʊsʲɛjɛmʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine singular superlative degree of baltas</div>",pronominal locative masculine singular superlative degree of baltas,pronominal locative masculine singular superlative degree of baltas
6983,balčiausieji,\N,main,balčiáusieji,[bɐlʲˈtʲʃʲæːʊsʲjɛjɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine plural superlative degree of baltas</div>",pronominal nominative masculine plural superlative degree of baltas,pronominal nominative masculine plural superlative degree of baltas
6984,balčiausiųjų,\N,main,balčiáusiųjų,[bɐlʲˈtʲʃʲæːʊsʲuːjuː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine/feminine plural superlative degree of baltas</div>",pronominal genitive masculine/feminine plural superlative degree of baltas,pronominal genitive masculine/feminine plural superlative degree of baltas
6985,balčiausiesiems,\N,main,balčiáusiesiems,[bɐlʲˈtʲʃʲæːʊsʲjɛsʲjɛms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine plural superlative degree of baltas</div>",pronominal dative masculine plural superlative degree of baltas,pronominal dative masculine plural superlative degree of baltas
6986,balčiausiuosius,\N,main,balčiáusiuosius,[bɐlʲˈtʲʃʲæːʊsʲʊosʲʊs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine plural superlative degree of baltas</div>",pronominal accusative masculine plural superlative degree of baltas,pronominal accusative masculine plural superlative degree of baltas
6987,balčiausiaisiais,\N,main,balčiáusiaisiais,[bɐlʲˈtʲʃʲæːʊsʲɛjsʲɛjs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine plural superlative degree of baltas</div>",pronominal instrumental masculine plural superlative degree of baltas,pronominal instrumental masculine plural superlative degree of baltas
6988,balčiausiuosiuose,\N,main,balčiáusiuosiuose,[bɐlʲˈtʲʃʲæːʊsʲʊosʲʊosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine plural superlative degree of baltas</div>",pronominal locative masculine plural superlative degree of baltas,pronominal locative masculine plural superlative degree of baltas
6989,balčiausioji,\N,main,balčiáusioji,[bɐlʲˈtʲʃʲæːʊsʲojɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative feminine singular superlative degree of baltas</div>",pronominal nominative feminine singular superlative degree of baltas,pronominal nominative feminine singular superlative degree of baltas
6990,balčiausiosios,1,main,balčiáusiosios,[bɐlʲˈtʲʃʲæːʊsʲosʲos],adj.,\N,\N,"<div class=""lithuanian bodytext"">inflection of baltas:; pronominal genitive feminine singular superlative degree</div>",inflection of baltas:; pronominal genitive feminine singular superlative degree,inflection of baltas:
6990,balčiausiosios,2,sense,\N,\N,\N,\N,\N,"<div class=""lithuanian bodytext"">inflection of baltas:; pronominal nominative feminine plural superlative degree</div>",inflection of baltas:; pronominal nominative feminine plural superlative degree,inflection of baltas:
6991,balčiausiajai,\N,main,balčiáusiajai,[bɐlʲˈtʲʃʲæːʊsʲɛjɛj],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine singular superlative degree of baltas</div>",pronominal dative feminine singular superlative degree of baltas,pronominal dative feminine singular superlative degree of baltas
6992,balčiausiąją,\N,main,balčiáusiąją,[bɐlʲˈtʲʃʲæːʊsʲæːjæː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine singular superlative degree of baltas</div>",pronominal accusative feminine singular superlative degree of baltas,pronominal accusative feminine singular superlative degree of baltas
6993,balčiausiąja,\N,main,balčiáusiąja,[bɐlʲˈtʲʃʲæːʊsʲæːjɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine singular superlative degree of baltas</div>",pronominal instrumental feminine singular superlative degree of baltas,pronominal instrumental feminine singular superlative degree of baltas
6994,balčiausiojoje,\N,main,balčiáusiojoje,[bɐlʲˈtʲʃʲæːʊsʲojojɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine singular superlative degree of baltas</div>",pronominal locative feminine singular superlative degree of baltas,pronominal locative feminine singular superlative degree of baltas
6995,balčiausiosioms,\N,main,balčiáusiosioms,[bɐlʲˈtʲʃʲæːʊsʲosʲoms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine plural superlative degree of baltas</div>",pronominal dative feminine plural superlative degree of baltas,pronominal dative feminine plural superlative degree of baltas
6996,balčiausiąsias,\N,main,balčiáusiąsias,[bɐlʲˈtʲʃʲæːʊsʲæːsʲɛs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine plural superlative degree of baltas</div>",pronominal accusative feminine plural superlative degree of baltas,pronominal accusative feminine plural superlative degree of baltas
6997,balčiausiosiomis,\N,main,balčiáusiosiomis,[bɐlʲˈtʲʃʲæːʊsʲosʲomʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine plural superlative degree of baltas</div>",pronominal instrumental feminine plural superlative degree of baltas,pronominal instrumental feminine plural superlative degree of baltas
6998,balčiausiosiose,\N,main,balčiáusiosiose,[bɐlʲˈtʲʃʲæːʊsʲosʲosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine plural superlative degree of baltas</div>",pronominal locative feminine plural superlative degree of baltas,pronominal locative feminine plural superlative degree of baltas
6999,saulėgrįža,\N,main,saulė́grįža,[sɐʊˈlʲeːɡʲɾʲiːʒɐ],n.,f.,\N,"<div class=""lithuanian bodytext"">(astronomy) solstice</div>",(astronomy) solstice,solstice
7000,Lietuvos Respublika,\N,main,Lietuvos Respùblika,\N,n.,f.,\N,"<div class=""lithuanian bodytext"">Republic of Lithuania (official name of Lithuania: a country in northeastern Europe)</div>",Republic of Lithuania (official name of Lithuania: a country in northeastern Europe),Republic of Lithuania (official name of Lithuania: a country in northeastern Europe)
7001,lietuvė,\N,main,lietùvė,[lʲjɛˈtʊʋʲeː],n.,f.,\N,"<div class=""lithuanian bodytext"">Lithuanian; a woman from Lithuania</div>",Lithuanian; a woman from Lithuania,Lithuanian; a woman from Lithuania
7002,pelėdos,1,main,pelė́dos,[pʲɛˈlʲeːdos],n.,f.,\N,"<div class=""lithuanian bodytext"">genitive singular of pelėda</div>",genitive singular of pelėda,genitive singular of pelėda
7002,pelėdos,2,sense,\N,\N,\N,\N,\N,"<div class=""lithuanian bodytext"">nominative plural of pelėda</div>",nominative plural of pelėda,nominative plural of pelėda
7002,pelėdos,3,sense,\N,\N,\N,\N,\N,"<div class=""lithuanian bodytext"">vocative plural of pelėda</div>",vocative plural of pelėda,vocative plural of pelėda
7003,pelėdai,\N,main,pelė́dai,[pʲɛˈlʲeːdɐj],n.,f.,\N,"<div class=""lithuanian bodytext"">dative singular of pelėda</div>",dative singular of pelėda,dative singular of pelėda
7004,pelėdą,\N,main,pelė́dą,[pʲɛˈlʲeːdaː],n.,f.,\N,"<div class=""lithuanian bodytext"">accusative singular of pelėda</div>",accusative singular of pelėda,accusative singular of pelėda
7005,pelėdoje,\N,main,pelė́doje,[pʲɛˈlʲeːdojɛ],n.,f.,\N,"<div class=""lithuanian bodytext"">locative singular of pelėda</div>",locative singular of pelėda,locative singular of pelėda
7006,pelėdų,\N,main,pelė́dų,[pʲɛˈlʲeːduː],n.,f.,\N,"<div class=""lithuanian bodytext"">genitive plural of pelėda</div>",genitive plural of pelėda,genitive plural of pelėda
7007,pelėdoms,\N,main,pelė́doms,[pʲɛˈlʲeːdoms],n.,f.,\N,"<div class=""lithuanian bodytext"">dative plural of pelėda</div>",dative plural of pelėda,dative plural of pelėda
7008,pelėdas,\N,main,pelė́das,[pʲɛˈlʲeːdɐs],n.,f.,\N,"<div class=""lithuanian bodytext"">accusative plural of pelėda</div>",accusative plural of pelėda,accusative plural of pelėda
7009,pelėdomis,\N,main,pelė́domis,[pʲɛˈlʲeːdomʲɪs],n.,f.,\N,"<div class=""lithuanian bodytext"">instrumental plural of pelėda</div>",instrumental plural of pelėda,instrumental plural of pelėda
7010,pelėdose,\N,main,pelė́dose,[pʲɛˈlʲeːdosʲɛ],n.,f.,\N,"<div class=""lithuanian bodytext"">locative plural of pelėda</div>",locative plural of pelėda,locative plural of pelėda
7011,smulkmeniškiausiasis,\N,main,smulkmeniškiáusiasis,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲɛsʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine singular superlative degree of smulkmeniškas</div>",pronominal nominative masculine singular superlative degree of smulkmeniškas,pronominal nominative masculine singular superlative degree of smulkmeniškas
7012,smulkmeniškiausiojo,\N,main,smulkmeniškiáusiojo,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲojo],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine singular superlative degree of smulkmeniškas</div>",pronominal genitive masculine singular superlative degree of smulkmeniškas,pronominal genitive masculine singular superlative degree of smulkmeniškas
7013,smulkmeniškiausiajam,\N,main,smulkmeniškiáusiajam,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲɛjɛm],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine singular superlative degree of smulkmeniškas</div>",pronominal dative masculine singular superlative degree of smulkmeniškas,pronominal dative masculine singular superlative degree of smulkmeniškas
7014,smulkmeniškiausiąjį,\N,main,smulkmeniškiáusiąjį,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲæːjiː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine singular superlative degree of smulkmeniškas</div>",pronominal accusative masculine singular superlative degree of smulkmeniškas,pronominal accusative masculine singular superlative degree of smulkmeniškas
7015,smulkmeniškiausiuoju,\N,main,smulkmeniškiáusiuoju,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲʊojʊ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine singular superlative degree of smulkmeniškas</div>",pronominal instrumental masculine singular superlative degree of smulkmeniškas,pronominal instrumental masculine singular superlative degree of smulkmeniškas
7016,smulkmeniškiausiajame,\N,main,smulkmeniškiáusiajame,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲɛjɛmʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine singular superlative degree of smulkmeniškas</div>",pronominal locative masculine singular superlative degree of smulkmeniškas,pronominal locative masculine singular superlative degree of smulkmeniškas
7017,smulkmeniškiausieji,\N,main,smulkmeniškiáusieji,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲjɛjɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine plural superlative degree of smulkmeniškas</div>",pronominal nominative masculine plural superlative degree of smulkmeniškas,pronominal nominative masculine plural superlative degree of smulkmeniškas
7018,smulkmeniškumas,\N,main,smulkmeniškùmas,[smʊlʲkʲmʲɛnʲɪʃˈkʊmɐs],n.,m.,smulkmeniškas + -umas,"<div class=""lithuanian bodytext"">meticulousness; particularity</div>",meticulousness; particularity,meticulousness; particularity
7019,smulkmeniškiausiųjų,\N,main,smulkmeniškiáusiųjų,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲuːjuː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine/feminine plural superlative degree of smulkmeniškas</div>",pronominal genitive masculine/feminine plural superlative degree of smulkmeniškas,pronominal genitive masculine/feminine plural superlative degree of smulkmeniškas
7020,smulkmeniškiausiesiems,\N,main,smulkmeniškiáusiesiems,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲjɛsʲjɛms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine plural superlative degree of smulkmeniškas</div>",pronominal dative masculine plural superlative degree of smulkmeniškas,pronominal dative masculine plural superlative degree of smulkmeniškas
7021,smulkmeniškiausiuosius,\N,main,smulkmeniškiáusiuosius,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲʊosʲʊs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative masculine plural superlative degree of smulkmeniškas</div>",pronominal accusative masculine plural superlative degree of smulkmeniškas,pronominal accusative masculine plural superlative degree of smulkmeniškas
7022,smulkmeniškiausiaisiais,\N,main,smulkmeniškiáusiaisiais,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲɛjsʲɛjs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental masculine plural superlative degree of smulkmeniškas</div>",pronominal instrumental masculine plural superlative degree of smulkmeniškas,pronominal instrumental masculine plural superlative degree of smulkmeniškas
7023,smulkmeniškiausiuosiuose,\N,main,smulkmeniškiáusiuosiuose,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲʊosʲʊosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative masculine plural superlative degree of smulkmeniškas</div>",pronominal locative masculine plural superlative degree of smulkmeniškas,pronominal locative masculine plural superlative degree of smulkmeniškas
7024,smulkmeniškiausioji,\N,main,smulkmeniškiáusioji,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲojɪ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative feminine singular superlative degree of smulkmeniškas</div>",pronominal nominative feminine singular superlative degree of smulkmeniškas,pronominal nominative feminine singular superlative degree of smulkmeniškas
7025,smulkmeniškiausiosios,1,main,smulkmeniškiáusiosios,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲosʲos],adj.,\N,\N,"<div class=""lithuanian bodytext"">inflection of smulkmeniškas:; pronominal genitive feminine singular superlative degree</div>",inflection of smulkmeniškas:; pronominal genitive feminine singular superlative degree,inflection of smulkmeniškas:
7025,smulkmeniškiausiosios,2,sense,\N,\N,\N,\N,\N,"<div class=""lithuanian bodytext"">inflection of smulkmeniškas:; pronominal nominative feminine plural superlative degree</div>",inflection of smulkmeniškas:; pronominal nominative feminine plural superlative degree,inflection of smulkmeniškas:
7026,smulkmeniškiausiajai,\N,main,smulkmeniškiáusiajai,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲɛjɛj],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine singular superlative degree of smulkmeniškas</div>",pronominal dative feminine singular superlative degree of smulkmeniškas,pronominal dative feminine singular superlative degree of smulkmeniškas
7027,smulkmeniškiausiąją,\N,main,smulkmeniškiáusiąją,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲæːjæː],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine singular superlative degree of smulkmeniškas</div>",pronominal accusative feminine singular superlative degree of smulkmeniškas,pronominal accusative feminine singular superlative degree of smulkmeniškas
7028,smulkmeniškiausiąja,\N,main,smulkmeniškiáusiąja,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲæːjɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine singular superlative degree of smulkmeniškas</div>",pronominal instrumental feminine singular superlative degree of smulkmeniškas,pronominal instrumental feminine singular superlative degree of smulkmeniškas
7029,smulkmeniškiausiojoje,\N,main,smulkmeniškiáusiojoje,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲojojɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine singular superlative degree of smulkmeniškas</div>",pronominal locative feminine singular superlative degree of smulkmeniškas,pronominal locative feminine singular superlative degree of smulkmeniškas
7030,smulkmeniškiausiosioms,\N,main,smulkmeniškiáusiosioms,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲosʲoms],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative feminine plural superlative degree of smulkmeniškas</div>",pronominal dative feminine plural superlative degree of smulkmeniškas,pronominal dative feminine plural superlative degree of smulkmeniškas
7031,smulkmeniškiausiąsias,\N,main,smulkmeniškiáusiąsias,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲæːsʲɛs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal accusative feminine plural superlative degree of smulkmeniškas</div>",pronominal accusative feminine plural superlative degree of smulkmeniškas,pronominal accusative feminine plural superlative degree of smulkmeniškas
7032,smulkmeniškiausiosiomis,\N,main,smulkmeniškiáusiosiomis,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲosʲomʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal instrumental feminine plural superlative degree of smulkmeniškas</div>",pronominal instrumental feminine plural superlative degree of smulkmeniškas,pronominal instrumental feminine plural superlative degree of smulkmeniškas
7033,smulkmeniškiausiosiose,\N,main,smulkmeniškiáusiosiose,[smʊlʲkʲmʲɛnʲɪʃʲˈkʲæːʊsʲosʲosʲɛ],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal locative feminine plural superlative degree of smulkmeniškas</div>",pronominal locative feminine plural superlative degree of smulkmeniškas,pronominal locative feminine plural superlative degree of smulkmeniškas
7034,lietuvišką,\N,main,\N,[lʲjɛˈtʊʋʲɪʃkaː],adj.,\N,\N,"<div class=""lithuanian bodytext"">accusative masculine/feminine singular of lietuviškas</div>",accusative masculine/feminine singular of lietuviškas,accusative masculine/feminine singular of lietuviškas
7035,kartus,\N,main,kartùs,[kɐɾˈtʊs],adj.,\N,"Probably from Proto-Indo-European *(s)ker- (“to cut”), and related to Sanskrit कटुक (kaṭuka, “sharp, bitter, pungent”).","<div class=""lithuanian bodytext"">bitter</div>",bitter,bitter
7036,dieviškesnysis,\N,main,dieviškesnỹsis,[dʲjɛʋʲɪʃʲkʲɛsʲˈnʲiːsʲɪs],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal nominative masculine singular comparative degree of dieviškas</div>",pronominal nominative masculine singular comparative degree of dieviškas,pronominal nominative masculine singular comparative degree of dieviškas
7037,dieviškesniojo,\N,main,dieviškèsniojo,[dʲjɛʋʲɪʃʲˈkʲɛsʲnʲojo],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal genitive masculine singular comparative degree of dieviškas</div>",pronominal genitive masculine singular comparative degree of dieviškas,pronominal genitive masculine singular comparative degree of dieviškas
7038,dieviškesniajam,\N,main,dieviškesniájam,[dʲjɛʋʲɪʃʲkʲɛsʲˈnʲæːjɛm],adj.,\N,\N,"<div class=""lithuanian bodytext"">pronominal dative masculine singular comparative degree of dieviškas</div>",pronominal dative masculine singular comparative degree of dieviškas,pronominal dative masculine singular comparative degree of dieviškas
