global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
112905,25,1,n112909,"Χ χ,",,τό,,,"[""Χ χ, χεῖ(q.v.),τό,indecl., twenty-second letter of the Gr. alphabet, Pl. Cra. 414b , Ti. 36b . As numeral,χ́ = 600 , x' = 600 , 000 : but in Inscrr., X stands for χίλιοι,αι,α, = 1000 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
112906,25,2,n112910,χά,,,,,"[""ha! ha!, PMag.Leid.W. 4.33 .""]","[""ha! ha!,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
112907,25,3,n112911,χααναία,,ἡ,,,"[""priest's robe, J. AJ 3.7.1 (χαναίας codd.): a mistranslation of Aram.kāh[acaron]nayyâ'priests'.""]","[""priest's robe,"",""kāh[acaron]nayyâ""]",[],[],[],{},[],1,1,0,0,0,1,2,0,0
112908,25,4,n112912,χαβίτια,,τά,,,"[""= χαβότια , PCair.Zen. 680.20 (iii B. C.).""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""χαβότια""},{""type"":"""",""target"":"""",""text"":""= χαβότια""}]",1,0,0,0,1,1,0,0,0
112909,25,5,n112913,χαβός,,,,,"[""= καμπύλος, στενός , Hsch. ; cf.χαμόν.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""καμπύλος, στενός""},{""type"":"""",""target"":"""",""text"":""= καμπύλος, στενός""}]",1,0,0,0,1,1,0,0,0
112910,25,6,n112914,χάβος,,ὁ,,,"[""= κημός , Sch. Ar. Eq. 1147 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""κημός""},{""type"":"""",""target"":"""",""text"":""= κημός""}]",1,0,0,0,1,1,0,0,0
112911,25,7,n112915,χαβότια,,τά,,,"[""honey-pots, PSI 4.428.53 (iii B. C.).""]","[""honey-pots""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
112912,25,8,n112916,χαβῶνες:,,,,,"[""χαβῶνες: στέατα ὀπτώμενα ἀπό ἀλεύρου, Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
112913,25,9,n112917,χάδε,,,,,"[""v. χανδάνω.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""χανδάνω.""},{""type"":"""",""target"":"""",""text"":""v. χανδάνω.""}]",1,0,0,0,1,1,0,0,0
112914,25,10,n112918,χάδην,,,,,"[""f.l. for χαδέειν ,aor. inf.of χανδάνω, Hp. Genit. 9 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""χαδέειν""},{""type"":"""",""target"":"""",""text"":""f.l. for χαδέειν""}]",1,0,0,0,1,1,0,0,0
