global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
110028,24,1,n110032,"Φ φ,",,τό,,,"[""Φ φ, φεῖ(q.v.),τό,indecl., twenty-first letter of the Ion. alphabet: as a numeral φ́ = 500 , but f' = 500 , 000 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
110029,24,2,n110033,φᾶ,,,,,"[""v. φημί.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""φημί.""},{""type"":"""",""target"":"""",""text"":""v. φημί.""}]",1,0,0,0,1,1,0,0,0
110030,24,3,n110034,φάανθεν,,,,,"[""φάανθεν,φαάνθη,ν. φαίνω.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
110031,24,4,n110035,φᾰάντερος,,,,,"[""more brilliant, AP 9.210 : Sup. φᾰάντατος,η,ον,brightest, ἀστήρ Od. 13.93 .""]","[""more brilliant,"",""brightest,""]",[],"[{""biblio"":"""",""quote"":""ἀστήρ""},{""biblio"":""Od. | 13.93"",""quote"":""ἀστήρ Od. 13.93""}]","[""Od. | 13.93""]",{},[],1,1,0,1,0,1,2,0,2
110032,24,5,n110036,φάβα,,τό,,,"[""faba) beans, Edict.Diocl. 1.9 (CIL iii p.232858 ), 6.38 , Hippiatr. 7 , 104 , 129 , 130.134 ,Gloss.""]","[""faba) beans,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110033,24,6,n110037,φάβα:,,,,,"[""φάβα: μέγας φόβος, Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
110034,24,7,n110038,φᾰβατάριον,,τό,,,"[""tureen for lentil-soup, POxy. 1657.6 (iii A. D.).""]","[""tureen for lentil-soup,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110035,24,8,n110039,φᾰβάτινος,,,,,"[""made of beans,from Lat.faba, ἄλευρον Alex. Trall. 3.7 .""]","[""made of beans,"",""faba,""]",[],"[{""biblio"":"""",""quote"":""ἄλευρον""},{""biblio"":""Alex."",""quote"":""ἄλευρον Alex.""}]","[""Alex.""]",{},[],1,1,0,1,0,1,2,0,2
110036,24,9,n110040,φᾰβο-κτόνος,,ὁ,,,"[""dove killer, Hsch.""]","[""dove killer,""]","[""φάψ""]",[],[],{},[],1,1,1,0,0,1,1,1,0
110037,24,10,n110041,φᾰβό-μελι,,,,,"[""v. φακόμελι.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""φακόμελι.""},{""type"":"""",""target"":"""",""text"":""v. φακόμελι.""}]",1,0,0,0,1,1,0,0,0
110038,24,11,n110042,φᾰβο-τύπος,,ὁ,,,"[""dove-striker,a kind of hawk, Arist. HA 592b2 .""]","[""dove-striker,"",""hawk,""]",[],[],[],{},[],1,1,0,0,0,1,2,0,0
110039,24,12,n110043,φάγαινα,,ἡ,,,"[""= ἡ μετὰ τὰς νόσους πολυφαγία , Ammon. Diff. p.136V."",""= φαγέδαινα 1.1 , Hsch.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ἡ μετὰ τὰς νόσους πολυφαγία""},{""type"":"""",""target"":"""",""text"":""= ἡ μετὰ τὰς νόσους πολυφαγία""},{""type"":""ref"",""target"":"""",""text"":""φαγέδαινα""},{""type"":"""",""target"":"""",""text"":""= φαγέδαινα""}]",1,0,0,0,1,2,0,0,0
110040,24,13,n110044,φᾰγάνθρωπος,,,,,"[""= ἀνθρωποφάγος , Hsch. , Phot.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ἀνθρωποφάγος""},{""type"":"""",""target"":"""",""text"":""= ἀνθρωποφάγος""}]",1,0,0,0,1,1,0,0,0
110041,24,14,n110045,φᾰγᾶς,,ὁ,,,"[""glutton, Cratin. 451 .""]","[""glutton,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110042,24,15,n110046,φᾰγέδαιν-α,,ἡ,,,"[""cancerous sore, canker, A. Fr. 253 , E. Fr. 792 , Hp. Aër. 10 , D. 25.95 , IG 42(1).123.135 (Epid.,iv B. C.), Gal. 7.727 ."",""a disease of bees, Colum. 9.13.10 ."",""= φάγαινα 1 , Gal. 19.419 .""]","[""cancerous sore, canker,"",""Aër.""]",[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""φάγαινα""},{""type"":"""",""target"":"""",""text"":""= φάγαινα""}]",1,1,0,0,1,3,2,0,0
110043,24,16,n110047,φᾰγεδαιν-ικός,,,,,"[""of the nature of a cancer, πάθη Plu. 2.1087e ; ἕλκη Dsc. 2.78 , 5.112 , cf. Heliod. ap. Orib. 46.22.3 , Gal. 6.750 , 815 ."",""of morbid hunger, Gloss.""]","[""of the nature of a cancer,"",""of morbid hunger,""]",[],"[{""biblio"":"""",""quote"":""πάθη""},{""biblio"":""Plu. | 2.1087e"",""quote"":""πάθη Plu. 2.1087e""},{""biblio"":"""",""quote"":""ἕλκη""},{""biblio"":""Dsc. | 2.78"",""quote"":""ἕλκη Dsc. 2.78""}]","[""Dsc. | 2.78"",""Plu. | 2.1087e""]",{},[],1,1,0,1,0,2,2,0,4
110044,24,17,n110048,φᾰγεδαιν-όομαι,,,,,"[""suffer from cancer, Hp. Epid. 4.19 , 5.44 : later in Act. , Aq. De. 7.23 , dub. in Phld. Sto.Herc. 339.20 .""]","[""suffer from cancer,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110045,24,18,n110049,φᾰγεδαίν-ωμα,,τό,,,"[""= φαγέδαινα 1 , Pall. Febr. 7 .""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""φαγέδαινα""},{""type"":"""",""target"":"""",""text"":""= φαγέδαινα""}]",1,0,0,0,1,1,0,0,0
110046,24,19,n110050,φᾰγεῖν,,,,,"[""φαγεῖ Anon. in EN 448.16 ;φαγέοις in edd. of Ps.-Phoc. 157 is v.dub.), used as aor. 2 of ἐσθίω;later 1 pl. ἐφάγαμεν LXX 2 Ki. 19.42 cod.B,3 pl. ἐφάγοσαν ib. Ge. 18.8 : later fut.is φάγομαι,ib. Si. 36.23 , Ev.Luc. 14.15 ;2 sg. φάγεσαι LXX Ru. 2.14 , Ev.Luc. 17.8 ; φάγῃ LXX Ge. 3.14 ; also φαγοῦμαι ib. 2 (v.l.);fut. φαγήσω is v.dub. in Lib. Or. 53.29 :—eat, devour,both of men and beasts, freq. in Hom. ; ἀζηχὲς φαγέμεν καὶ πιέμεν Od. 18.3 , cf. 15.378 , Pl. Lg. 831e ; reversely, πιόντα ἢ φαγόντα Id. Prt. 314a , cf. Phd. 81b , E. Cyc. 336 (dub. l.): mostly c. acc., Il. 21.127 , 24.411 , etc.: c. gen.,eat of a thing, Od. 9.102 , 15.373 ; ὄρνιθος ὄρνις πῶς ἂν ἁγνεύοι φαγών; A. Supp. 226 ; ἀπό τινος LXX Ge. 2.16 ."",""eat up, devour, squander, Od. 2.76 , 4.33 . (Cf.παματοφαγέω and Skt.bhájati'apportion, ( Med. ) enjoy'.)""]","[""eat, devour,"",""eat of"",""eat up, devour, squander,"",""bhájati""]",[],"[{""biblio"":"""",""quote"":""φαγεῖ""},{""biblio"":""Anon. | in EN | 448.16"",""quote"":""φαγεῖ Anon. in EN 448.16""},{""biblio"":"""",""quote"":""ἐφάγαμεν""},{""biblio"":""LXX | 2 Ki. | 19.42"",""quote"":""ἐφάγαμεν LXX 2 Ki. 19.42""},{""biblio"":"""",""quote"":""φάγεσαι""},{""biblio"":""LXX | Ru. | 2.14"",""quote"":""φάγεσαι LXX Ru. 2.14""},{""biblio"":"""",""quote"":""φάγῃ""},{""biblio"":""LXX | Ge. | 3.14"",""quote"":""φάγῃ LXX Ge. 3.14""},{""biblio"":"""",""quote"":""ἀζηχὲς φαγέμεν καὶ πιέμεν""},{""biblio"":""Od. | 18.3"",""quote"":""ἀζηχὲς φαγέμεν καὶ πιέμεν Od. 18.3""},{""biblio"":"""",""quote"":""πιόντα ἢ φαγόντα""},{""biblio"":""Id. | Prt. | 314a"",""quote"":""πιόντα ἢ φαγόντα Id. Prt. 314a""},{""biblio"":"""",""quote"":""ὄρνιθος ὄρνις πῶς ἂν ἁγνεύοι φαγών;""},{""biblio"":""A. | Supp. | 226"",""quote"":""ὄρνιθος ὄρνις πῶς ἂν ἁγνεύοι φαγών; A. Supp. 226""},{""biblio"":"""",""quote"":""ἀπό τινος""},{""biblio"":""LXX | Ge. | 2.16"",""quote"":""ἀπό τινος LXX Ge. 2.16""}]","[""A. | Supp. | 226"",""Anon. | in EN | 448.16"",""Id. | Prt. | 314a"",""LXX | 2 Ki. | 19.42"",""LXX | Ge. | 2.16"",""LXX | Ge. | 3.14"",""LXX | Ru. | 2.14"",""Od. | 18.3""]",{},[],1,1,0,1,0,2,4,0,16
110047,24,20,n110051,φᾰγέσωρος,,ὁ,,,"[""glutton,and γαστὴρ""]","[""glutton,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110048,24,21,n110052,φαγεσωρῖτις,,,,,"[""φαγεσωρῖτις, Com.Adesp. 1183 , 1184 .""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
110049,24,22,n110053,φαγηλός,,,,,"[""v. φάγιλος.""]",[],[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""φάγιλος.""},{""type"":"""",""target"":"""",""text"":""v. φάγιλος.""}]",1,0,0,0,1,1,0,0,0
110050,24,23,n110054,φάγ-ημα,,τό,,,"[""food, victuals, Anon. ap. Suid. , Demetr. Sceps. ap. Ath. 3.91d , PMag.Berol. 1.23 .""]","[""food, victuals,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110051,24,24,n110055,φαγ-ήσια,,τά,,,"[""an eating-festival,and φᾰγησῐπόσια,τά,an eating and drinking festival, Clearch. 62 .""]","[""an eating-festival,"",""an eating and drinking festival,""]",[],[],[],{},[],1,1,0,0,0,1,2,0,0
110052,24,25,n110056,φάγῐλος,,ὁ,,,"[""a lamb,either when it begins to be eatable or to eat alone, Arist. Fr. 507 ; written φαγηλός,φαναός in Hsch. ,φανυλός in Eust. 1625.38 .""]","[""a lamb,"",""when it begins to be eatable"",""to eat alone,""]",[],[],[],{},[],1,1,0,0,0,1,3,0,0
110053,24,26,n110057,φαγλαός:,,,,,"[""φαγλαός: χειμαρρός, Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
110054,24,27,n110058,φᾰγολοίδορος,,ὁ,,,"[""swallower of insults, Gloss.""]","[""swallower of insults,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
110055,24,28,n110059,φάγος,,ὁ,,,"[""glutton, Ev.Matt. 11.19 , Ev.Luc. 7.34 , Zen. 1.73 .""]","[""glutton,""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
