global_index,file_part,entry_uid,entry_id,headword,pos,gender,page_start,page_end,senses_json,translations_json,etymologies_json,citations_json,biblio_json,gramgrp_json,xrefs_json,has_sense,has_tr,has_etym,has_cit,has_xref,sense_count,tr_count,etym_count,cit_count
47696,9,1,n47696,Θθ,,τό,,,"[""= ἐννέα, ἔνατος , but q' = 9 , 000 : abbreviation for θάνατος(or ἀπέθανε, τέθνηκε, θανατωτέον) found in certain Ptolemaic Mss. of Hp. , acc. to Gal. 17(1).612 , cf. Pers. 4.13 , Mart. 7.37 , Wessely Schrifttaf. zur ält.lat.Paläogr.No. 8 (ii A.D.), PFay. 105 iii 26 (ii A.D.), Dessau Inscr.Lat.Sel. 5140 , etc.; v. θῆτα .""]","[""Schrifttaf. zur ält.lat.Paläogr.""]",[],[],[],{},"[{""type"":""ref"",""target"":"""",""text"":""ἐννέα, ἔνατος""},{""type"":"""",""target"":"""",""text"":""= ἐννέα, ἔνατος""},{""type"":""ref"",""target"":"""",""text"":""θῆτα""},{""type"":"""",""target"":"""",""text"":""v. θῆτα""}]",1,1,0,0,1,1,1,0,0
47697,9,2,n47697,ἦχ-θα,,,,,"[""ἦχ-θα, insep. affix in adverbial forms, e.g.ἔνθα.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
47698,9,3,n47698,θᾰάσσω,,,,,"[""sit, λιπὼν ἕδος ἔνθα θάασσεν Il. 9.194 , cf. 15.124 ; οὐδὲ ἔοικε . . ἐν δαιτὶ θαασσέμεν Od. 3.336 , cf. h.Merc. 172 ;μετ' ἀθανάτοισι θαάσσεις ib. 468 .""]","[""sit""]",[],"[{""biblio"":"""",""quote"":""λιπὼν ἕδος ἔνθα θάασσεν""},{""biblio"":""Il. | 9.194"",""quote"":""λιπὼν ἕδος ἔνθα θάασσεν Il. 9.194""},{""biblio"":"""",""quote"":""οὐδὲ ἔοικε . . ἐν δαιτὶ θαασσέμεν""},{""biblio"":""Od. | 3.336"",""quote"":""οὐδὲ ἔοικε . . ἐν δαιτὶ θαασσέμεν Od. 3.336""}]","[""Il. | 9.194"",""Od. | 3.336""]",{},[],1,1,0,1,0,1,1,0,4
47699,9,4,n47699,θαβακόν,,,,,"[""θαβακόν(i.e.θάϝακον): θακὸν ἢ ὁμορόν(fort.θᾶκον ἢ θρόνον), Hsch.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
47700,9,5,n47700,θάεο,,,,,"[""θάεο [ᾱ], imper. of Θάομαι.""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
47701,9,6,n47701,θᾱέομαι,,,,,"[""θαήσατο Lyr.Adesp. 40 ; imper.θάησαι Epigr. ap. Phan.Hist. 12 ; cf.αστ;θάομαι.""]",[],[],"[{""biblio"":"""",""quote"":""θαήσατο""},{""biblio"":""Lyr.Adesp. | 40"",""quote"":""θαήσατο Lyr.Adesp. 40""}]","[""Lyr.Adesp. | 40""]",{},[],1,0,0,1,0,1,0,0,2
47702,9,7,n47702,θαζός,,,,,"[""seated, Cyr. :θάζω,to be seated, Id.""]","[""seated"",""to be seated""]",[],[],[],{},[],1,1,0,0,0,1,2,0,0
47703,9,8,n47703,θάημα,,τό,,,"[""θέαμα ̔θήημἀ, αἰπολικὸν θάημα Theoc. 1.56 , cf. Aus. Ep. 10.33 .""]",[],[],"[{""biblio"":"""",""quote"":""θέαμα ̔θήημἀ, αἰπολικὸν θάημα""},{""biblio"":""Theoc. | 1.56"",""quote"":""θέαμα ̔θήημἀ, αἰπολικὸν θάημα Theoc. 1.56""}]","[""Theoc. | 1.56""]",{},[],1,0,0,1,0,1,0,0,2
47704,9,9,n47704,θᾱητός,,,,,"[""θᾱητός,ή,όν, Dor. for θηητός(q. v.).""]",[],[],[],[],{},[],1,0,0,0,0,1,0,0,0
47705,9,10,n47705,θαιραῖος,,,,,"[""for axles, ξύλα Poll. 1.253 .""]","[""for axles""]",[],"[{""biblio"":"""",""quote"":""ξύλα""},{""biblio"":""Poll. | 1.253"",""quote"":""ξύλα Poll. 1.253""}]","[""Poll. | 1.253""]",{},[],1,1,0,1,0,1,1,0,2
47706,9,11,n47706,θαιροδύτης,,ὁ,,,"[""rings through which the reins pass, Hsch.""]","[""rings through which the reins pass""]",[],[],[],{},[],1,1,0,0,0,1,1,0,0
