index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription
5,1,multusque,determiner,multus,mult,nsubj,6,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['mul', 'tus', 'que']",[mʊɫt̪ʊskʷɛ]
6,1,recursat,verb,recurso,recursa,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'cur', 'sat']",[rɛkʊrsat̪]
7,1,gentis,noun,gens,gent,nmod,8,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['gen', 'tis']",[gɛn̪t̪ɪs]
8,1,honos,noun,hono,hon,nsubj,6,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'nos']",[hɔn̪ɔs]
9,1,:,punctuation,:,:,punct,6,\N,\N,[':'],\N
0,2,haerent,verb,haero,haere,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['hae', 'rent']",[hajrɛn̪t̪]
1,2,infixi,verb,inficio,infix,csubj,0,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['in', 'fi', 'xi']",[iːn̪fɪksɪ]
2,2,pectore,noun,pector,pector,obl,1,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pec', 'to', 're']",[pɛkt̪ɔrɛ]
3,2,voltus,noun,voltus,volt,obj,1,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vol', 'tus']",[wɔɫt̪ʊs]
4,2,verbaque,noun,verbaqum,verb,obj,1,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ver', 'ba', 'que']",[wɛrbakʷɛ]
5,2,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
6,2,nec,coordinating_conjunction,nec,nec,cc,9,\N,{F: [pos]},['nec'],[n̪ɛk]
7,2,placidam,adjective,placidus,placid,obj,9,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pla', 'ci', 'dam']",[plakɪd̪ãː]
8,2,membris,noun,membrum,membr,obl,9,"{Case: [dative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['mem', 'bris']",[mɛmbrɪs]
9,2,dat,verb,do,da,conj,0,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['dat'],[d̪at̪]
10,2,cura,noun,cura,cur,nsubj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cu', 'ra']",[kʊra]
11,2,quietem,noun,quies,quiet,obj,9,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['quie', 'tem']",[kʷɪ̣jɛt̪ẽː]
12,2,.,punctuation,.,.,punct,0,\N,\N,['.'],\N
0,3,Postera,noun,Postera,Poster,nsubj,1,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pos', 'te', 'ra']",[pɔst̪ɛra]
1,3,Phoebea,verb,phoebeo,Phoebe,csubj:relcl,2,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['phoe', 'be', 'a']",[pʰojbɛ̣ja]
2,3,lustrabat,verb,lustrabo,lustraba,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['lus', 'tra', 'bat']",[lʊst̪rabat̪]
3,3,lampade,noun,lampa,lampad,obl,2,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lam', 'pa', 'de']",[lampad̪ɛ]
4,3,terras,noun,terra,terr,obj,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ras']",[t̪ɛrras]
5,3,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
6,3,umentemque,verb,umo,ument,csubj,9,"{Aspect: [imperfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'men', 'tem', 'que']",[ʊmɛn̪t̪ɛmkʷɛ]
7,3,Aurora,noun,auror,Auror,nsubj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'ro', 'ra']",[awrɔra]
8,3,polo,noun,polus,pol,obl,9,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['po', 'lo']",[pɔlɔ]
9,3,dimoverat,verb,dimovo,dimovera,conj,2,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'mo', 've', 'rat']",[d̪ɪmɔwɛrat̪]
10,3,umbram,noun,umbra,umbr,obj,9,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['um', 'bram']",[ʊmbrãː]
11,3,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N
12,3,cum,subordinating_conjunction,cum,cum,mark,15,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː]
13,3,sic,adverb,sic,sic,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk]
14,3,unanimam,adjective,unanimus,unanim,nsubj,15,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['u', 'na', 'ni', 'mam']",[ʊn̪an̪ɪmãː]
15,3,adloquitur,verb,adloquor,adloqui,advcl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'dlo', 'qui', 'tur']",[ad̪lɔkʷɪt̪ʊr]
16,3,male,adverb,male,mal,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}","['ma', 'le']",[malɛ]
17,3,sana,adjective,sanus,san,amod,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'na']",[san̪a]
18,3,sororem,noun,soror,soror,obj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ro', 'rem']",[sɔrɔrẽː]
19,3,:,punctuation,:,:,punct,2,\N,\N,[':'],\N
0,4,"""Anna",verb,"""o","""Ann",root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""an', 'na']",[an̪n̪a]
1,4,soror,noun,soror,soro,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ror']",[sɔrɔr]
2,4,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N
3,4,quae,pronoun,qui,quae,nsubj,7,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj]
4,4,me,pronoun,ego,m,obj,7,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ]
5,4,suspensam,verb,suspengo,suspens,acl,6,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['sus', 'pen', 'sam']",[sʊspeːn̪sãː]
6,4,insomnia,noun,insomnia,insomn,obj,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['in', 'som', 'ni', 'a']",[iːn̪sɔmn̪ɪ̣ja]
7,4,terrent,verb,tero,terre,acl:relcl,1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ter', 'rent']",[t̪ɛrrɛn̪t̪]
8,4,!,punctuation,!,!,punct,13,\N,\N,['!'],\N
9,4,Quis,pronoun,quis,Qu,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quis'],[kʷɪs]
10,4,novus,adjective,novus,nov,amod,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['no', 'vus']",[n̪ɔwʊs]
11,4,hic,determiner,hic,hic,advmod:lmod,13,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk]
12,4,nostris,determiner,noster,nostr,det,14,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tris']",[n̪ɔst̪rɪs]
13,4,successit,verb,succedo,successi,conj,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['suc', 'ces', 'sit']",[sʊkkɛssɪt̪]
14,4,sedibus,noun,sedus,sed,obl:arg,13,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['se', 'di', 'bus']",[sɛd̪ɪbʊs]
15,4,hospes,noun,hospis,hosp,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hos', 'pes']",[hɔspɛs]
16,4,",",punctuation,",",",",punct,20,\N,\N,"[',']",\N
17,4,quem,pronoun,qui,qu,obj,20,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː]
18,4,sese,pronoun,sui,ses,obj,20,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['se', 'se']",[sɛsɛ]
19,4,ore,noun,os,or,obl,20,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 're']",[ɔrɛ]
20,4,ferens,verb,fero,fere,advcl,13,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_anom, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fe', 'rens']",[fɛreːn̪s]
21,4,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N
22,4,quam,subordinating_conjunction,quam,quam,mark,24,{PronominalType: [relative]},{F: [pos]},['quam'],[kʷãː]
23,4,forti,adjective,fortis,fort,amod,24,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['for', 'ti']",[fɔrt̪ɪ]
24,4,pectore,noun,pector,pector,advcl:cmp,20,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pec', 'to', 're']",[pɛkt̪ɔrɛ]
25,4,et,coordinating_conjunction,et,et,cc,26,\N,{F: [pos]},['et'],[ɛt̪]
26,4,armis,noun,armus,arm,conj,24,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'mis']",[armɪs]
27,4,!,punctuation,!,!,punct,0,\N,\N,['!'],\N
0,5,Credo,verb,credo,Cred,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cre', 'do']",[krɛd̪ɔ]
1,5,equidem,verb,equideo,equid,ccomp,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'qui', 'dem']",[ɛkʷɪd̪ẽː]
2,5,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N
3,5,nec,coordinating_conjunction,nec,nec,cc,5,\N,{F: [pos]},['nec'],[n̪ɛk]
4,5,vana,adjective,vanus,van,amod,5,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['va', 'na']",[wan̪a]
5,5,fides,noun,fides,fid,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'des']",[fɪd̪ɛs]
6,5,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N
7,5,genus,noun,genus,gen,conj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'nus']",[gɛn̪ʊs]
8,5,esse,auxiliary,sum,ess,cop,7,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ]
9,5,deorum,noun,deus,deor,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'o', 'rum']",[d̪ɛ̣jɔrũː]
10,5,.,punctuation,.,.,punct,0,\N,\N,['.'],\N
0,6,Degeneres,adjective,degener,Degener,nsubj,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['de', 'ge', 'ne', 'res']",[d̪ɛgɛn̪ɛrɛs]
1,6,animos,noun,animus,anim,obj,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mos']",[an̪ɪmɔs]
2,6,timor,noun,timor,timo,nmod,1,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ti', 'mor']",[t̪ɪmɔr]
3,6,arguit,verb,arguo,argui,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ar', 'gu', 'it']",[argʷɪt̪]
4,6,:,punctuation,:,:,punct,3,\N,\N,[':'],\N
0,7,heu,verb,heor,he,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['heu'],[hew]
1,7,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N
2,7,quibus,pronoun,qui,qu,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['qui', 'bus']",[kʷɪbʊs]
3,7,ille,determiner,ille,ille,nsubj:pass,4,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ]
4,7,iactatus,verb,iacto,iactat,acl:relcl,0,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['iac', 'ta', 'tus']",[jakt̪at̪ʊs]
5,7,fatis,noun,fatis,fat,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'tis']",[fat̪ɪs]
6,7,!,pronoun,sum,!,aux:pass,4,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['!'],\N
7,7,Quae,pronoun,qui,Qu,nsubj,10,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj]
8,7,bella,noun,bellum,bell,obj,10,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'la']",[bɛɫla]
9,7,exhausta,verb,exhaudo,exhaust,acl,8,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'haus', 'ta']",[ɛkshawst̪a]
10,7,canebat,verb,caneo,caneba,acl:relcl,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ca', 'ne', 'bat']",[kan̪ɛbat̪]
11,7,!,punctuation,!,!,punct,18,\N,\N,['!'],\N
12,7,Si,subordinating_conjunction,si,S,mark,18,\N,{F: [pos]},['si'],[sɪ]
13,7,mihi,pronoun,ego,mih,obl:arg,16,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
14,7,non,particle,non,non,advmod:neg,16,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪]
15,7,animo,noun,animus,anim,obl,16,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mo']",[an̪ɪmɔ]
16,7,fixum,verb,figo,fix,advcl,18,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fi', 'xum']",[fɪksũː]
17,7,immotumque,adjective,immotumquus,immot,obj,18,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['im', 'mo', 'tum', 'que']",[ɪmmɔt̪ʊmkʷɛ]
18,7,sederet,verb,sedeo,sedere,advcl,0,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['se', 'de', 'ret']",[sɛd̪ɛrɛt̪]
19,7,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N
20,7,ne,subordinating_conjunction,ne,ne,mark,24,\N,{F: [pos]},['ne'],[n̪ɛ]
21,7,cui,pronoun,qui,cu,obl:arg,23,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj]
22,7,me,pronoun,ego,m,obj,23,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ]
23,7,vinclo,verb,vinco,vincl,csubj:relcl,24,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vin', 'clo']",[wɪŋklɔ]
24,7,vellem,verb,volo,vell,advcl,18,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [second], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vel', 'lem']",[wɛɫɫẽː]
25,7,sociare,verb,socio,sociar,xcomp,24,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['so', 'ci', 'a', 're']",[sɔkɪ̣jarɛ]
26,7,iugali,adjective,iugalis,iugal,obl:arg,25,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['iu', 'ga', 'li']",[jʊgalɪ]
27,7,",",punctuation,",",",",punct,33,\N,\N,"[',']",\N
28,7,postquam,subordinating_conjunction,postquam,postqu,mark,33,{<class 'NoneType'>: [None]},{F: [pos]},"['pos', 'tquam']",[pɔst̪kʷãː]
29,7,primus,adjective,primus,prim,amod,30,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Numeral: [ordinal], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pri', 'mus']",[prɪmʊs]
30,7,amor,noun,amor,amo,nsubj,33,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mor']",[amɔr]
31,7,deceptam,verb,decipio,decept,acl,30,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['de', 'cep', 'tam']",[d̪ɛkɛpt̪ãː]
32,7,morte,noun,mors,mort,obl,33,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mor', 'te']",[mɔrt̪ɛ]
33,7,fefellit,verb,fefello,fefelli,advcl,24,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fe', 'fel', 'lit']",[fɛfɛɫlɪt̪]
34,7,;,punctuation,;,;,punct,0,\N,\N,[';'],\N
0,8,si,subordinating_conjunction,si,si,mark,4,\N,{F: [pos]},['si'],[sɪ]
