index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription
1,176,regia,adjective,regeus,reg,amod,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['re', 'gi', 'a']",[rɛgɪ̣ja]
2,176,Iuno,noun,iunus,Iun,nsubj,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'no']",[jʊn̪ɔ]
3,176,inmemor,noun,inmemor,inmemo,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'me', 'mor']",[ɪn̪mɛmɔr]
4,176,est,auxiliary,sum,est,cop,3,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪]
5,176,nostri,determiner,noster,nostr,det,3,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tri']",[n̪ɔst̪rɪ]
6,176,.,punctuation,.,.,punct,3,\N,\N,['.'],\N
0,177,Sed,coordinating_conjunction,sed,Sed,cc,21,\N,{F: [pos]},['sed'],[sɛd̪]
1,177,te,pronoun,tu,t,nsubj,13,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['te'],[t̪ɛ]
2,177,victa,verb,vico,vict,acl,1,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['vic', 'ta']",[wɪkt̪a]
3,177,situ,noun,situs,sit,obl,2,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['si', 'tu']",[sɪt̪ʊ]
4,177,verique,determiner,cerus,ver,nmod,3,"{Case: [genitive], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ve', 'ri', 'que']",[wɛrɪkʷɛ]
5,177,effeta,verb,effisco,effet,acl,1,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ef', 'fe', 'ta']",[ɛffɛt̪a]
6,177,senectus,noun,senectus,senect,xcomp,5,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['se', 'nec', 'tus']",[sɛn̪ɛkt̪ʊs]
7,177,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
8,177,o,verb,o,o,cc,9,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['o'],[ɔ]
9,177,mater,noun,mater,mate,conj,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'ter']",[mat̪ɛr]
10,177,",",punctuation,",",",",punct,13,\N,\N,"[',']",\N
11,177,curis,noun,cus,cur,obl,13,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cu', 'ris']",[kʊrɪs]
12,177,nequiquam,pronoun,nequiquam,nequiqu,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['ne', 'qui', 'quam']",[n̪ɛkʷɪkʷãː]
13,177,exercet,verb,exerceo,exerce,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'er', 'cet']",[ɛksɛrkɛt̪]
14,177,et,coordinating_conjunction,et,et,cc,21,\N,{F: [pos]},['et'],[ɛt̪]
15,177,arma,noun,arma,arm,obj,21,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma]
16,177,regum,noun,rex,reg,nmod,15,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gum']",[rɛgʷm]
17,177,inter,adposition,inter,inter,case,19,\N,"{F: [pos], N: [neg], V: [neg]}","['in', 'ter']",[ɪn̪t̪ɛr]
18,177,falsa,adjective,falsus,fals,amod,19,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['fal', 'sa']",[faɫsa]
19,177,vatem,noun,vas,vat,obl,21,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['va', 'tem']",[wat̪ẽː]
20,177,formidine,noun,formido,formidin,obl,21,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['for', 'mi', 'di', 'ne']",[fɔrmɪd̪ɪn̪ɛ]
21,177,ludit,verb,ludo,ludi,conj,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['lu', 'dit']",[lʊd̪ɪt̪]
22,177,.,punctuation,.,.,punct,1,\N,\N,['.'],\N
0,178,Cura,noun,cura,Cur,nsubj,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cu', 'ra']",[kʊra]
1,178,tibi,pronoun,tu,tib,obl:arg,2,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi']",[t̪ɪbɪ]
2,178,divom,verb,divo,divo,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'vom']",[d̪ɪwɔ̃ː]
3,178,effigies,noun,effigies,effigi,obj,6,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ef', 'fi', 'gi', 'es']",[ɛffɪgɪ̣jɛs]
4,178,et,coordinating_conjunction,et,et,cc,5,\N,{F: [pos]},['et'],[ɛt̪]
5,178,templa,noun,templum,templ,conj,3,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'pla']",[t̪ɛmpla]
6,178,tueri,verb,tueor,tuer,xcomp,2,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['tu', 'e', 'ri']",[t̪ʊjɛrɪ]
7,178,:,punctuation,:,:,punct,2,\N,\N,[':'],\N
0,179,bella,noun,bellum,bell,nsubj,3,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'la']",[bɛɫla]
1,179,viri,adjective,virus,vir,amod,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['vi', 'ri']",[wɪrɪ]
2,179,pacemque,noun,pacisqum,pac,obj,3,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'cem', 'que']",[pakɛmkʷɛ]
3,179,gerent,verb,gero,gere,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ge', 'rent']",[gɛrɛn̪t̪]
4,179,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
5,179,quis,pronoun,quis,quis,nsubj,8,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quis'],[kʷɪs]
6,179,bella,noun,bellum,bell,nsubj:pass,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'la']",[bɛɫla]
7,179,gerenda.,verb,gerendo,gerenda.,xcomp,8,"{Aspect: [prospective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ge', 'ren', 'da.']",[gɛrɛn̪d̪a]
8,179,"""",verb,ego,"""",conj,3,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""']",\N
0,180,Talibus,determiner,talis,Tal,obl:arg,1,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ta', 'li', 'bus']",[t̪alɪbʊs]
1,180,Allecto,verb,allicito,Allect,csubj,3,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['al', 'lec', 'to']",[aɫlɛkt̪ɔ]
2,180,dictis,verb,dico,dict,ccomp,1,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['dic', 'tis']",[d̪ɪkt̪ɪs]
3,180,exarsit,verb,exarsum,exarsi,root,-1,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'ar', 'sit']",[ɛksarsɪt̪]
4,180,in,adposition,in,in,case,5,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪]
5,180,iras,noun,ira,ir,obl:arg,3,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ras']",[ɪras]
6,180,",",punctuation,",",",",punct,12,\N,\N,"[',']",\N
7,180,at,noun,at,at,nsubj,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['at'],[at̪]
8,180,iuveni,noun,iuven,iuven,obl:arg,12,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 've', 'ni']",[jʊwɛn̪ɪ]
9,180,oranti,verb,oro,orant,acl,8,"{Aspect: [imperfective], Case: [dative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['o', 'ran', 'ti']",[ɔran̪t̪ɪ]
10,180,subitus,noun,subitus,subit,nsubj,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['su', 'bi', 'tus']",[sʊbɪt̪ʊs]
11,180,tremor,noun,tremor,tremo,nsubj,12,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tre', 'mor']",[t̪rɛmɔr]
12,180,occupat,verb,occupo,occupa,conj,3,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['oc', 'cu', 'pat']",[ɔkkʊpat̪]
13,180,artus,noun,artus,art,obj,12,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'tus']",[art̪ʊs]
14,180,",",punctuation,",",",",punct,16,\N,\N,"[',']",\N
15,180,deriguere,adverb,deriguere,deriguer,conj,12,\N,"{F: [neg], N: [pos], V: [pos]}","['de', 'ri', 'gu', 'e', 're']",[d̪ɛrɪgʷɛrɛ]
16,180,oculi,noun,oculus,ocul,nmod,13,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'cu', 'li']",[ɔkʊlɪ]
17,180,:,punctuation,:,:,punct,3,\N,\N,[':'],\N
0,181,tot,determiner,tot,to,det,1,{PronominalType: [demonstrative]},"{F: [pos], N: [pos], V: [neg]}",['tot'],[t̪ɔt̪]
1,181,Erinys,noun,erina,Eriny,nsubj,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['e', 'ri', 'nys']",[ɛrɪn̪ys]
2,181,sibilat,verb,sibilo,sibila,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['si', 'bi', 'lat']",[sɪbɪlat̪]
3,181,hydris,noun,hyder,hydr,obj,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hy', 'dris']",[hyd̪rɪs]
4,181,tantaque,determiner,tantus,tant,nsubj,7,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['tan', 'ta', 'que']",[t̪an̪t̪akʷɛ]
5,181,se,pronoun,sui,s,obj,6,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}",['se'],[sɛ]
6,181,facies,verb,facio,faci,ccomp:relcl,7,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'ci', 'es']",[fakɪ̣jɛs]
7,181,aperit,verb,aperio,aperi,conj,2,"{Aspect: [imperfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'pe', 'rit']",[apɛrɪt̪]
8,181,;,punctuation,;,;,punct,2,\N,\N,[';'],\N
0,182,tum,coordinating_conjunction,tum,tum,cc,9,\N,{F: [pos]},['tum'],[t̪ũː]
1,182,flammea,adjective,flammeus,flamme,nsubj,9,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['flam', 'me', 'a']",[flammɛ̣ja]
2,182,torquens,verb,torqueo,torque,acl,1,"{Aspect: [imperfective], Case: [nominative], Gender: [neuter], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tor', 'quens']",[t̪ɔrkʷeːn̪s]
3,182,lumina,noun,lumen,lumin,obj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'mi', 'na']",[lʊmɪn̪a]
4,182,cunctantem,verb,cuncto,cunctant,acl,3,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cun', 'ctan', 'tem']",[kʊŋkt̪an̪t̪ẽː]
5,182,et,coordinating_conjunction,et,et,cc,6,\N,{F: [pos]},['et'],[ɛt̪]
6,182,quaerentem,verb,quaero,quaerent,conj,4,"{Aspect: [imperfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['quae', 'ren', 'tem']",[kʷajrɛn̪t̪ẽː]
7,182,dicere,verb,dico,dicer,xcomp,9,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'ce', 're']",[d̪ɪkɛrɛ]
8,182,plura,determiner,multus,plur,obj,7,"{Case: [accusative], Degree: [comparative], Gender: [neuter], InflClass: [ind_eur_x], Numeral: [cardinal], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['plu', 'ra']",[plʊra]
9,182,reppulit,verb,reppulo,reppuli,root,-1,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['rep', 'pu', 'lit']",[rɛppʊlɪt̪]
10,182,et,coordinating_conjunction,et,et,cc,12,\N,{F: [pos]},['et'],[ɛt̪]
11,182,geminos,noun,geminus,gemin,obj,12,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'mi', 'nos']",[gɛmɪn̪ɔs]
12,182,erexit,verb,erigo,erexi,conj,9,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 're', 'xit']",[ɛrɛksɪt̪]
13,182,crinibus,noun,crini,crin,obl:arg,12,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cri', 'ni', 'bus']",[krɪn̪ɪbʊs]
14,182,anguis,noun,anguus,angu,nmod,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['an', 'gu', 'is']",[aŋgʷɪs]
15,182,verberaque,noun,verberaqum,verber,nsubj,16,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ver', 'be', 'ra', 'que']",[wɛrbɛrakʷɛ]
16,182,insonuit,verb,insono,insonui,conj,12,"{Aspect: [perfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'so', 'nu', 'it']",[iːn̪sɔn̪ujt̪]
17,182,rabidoque,noun,rabidoqus,rabid,obj,16,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ra', 'bi', 'do', 'que']",[rabɪd̪ɔkʷɛ]
18,182,haec,determiner,hic,haec,obj,19,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk]
19,182,addidit,verb,addo,addidi,conj,16,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'di', 'dit']",[ad̪d̪ɪd̪ɪt̪]
20,182,ore,noun,os,or,obl,19,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 're']",[ɔrɛ]
21,182,:,punctuation,:,:,punct,9,\N,\N,[':'],\N
0,183,"""En",verb,"""o","""En",root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""en']",[ɛn̪]
1,183,ego,pronoun,ego,ego,nsubj,0,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['e', 'go']",[ɛgɔ]
2,183,victa,verb,vico,vict,xcomp,0,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['vic', 'ta']",[wɪkt̪a]
3,183,situ,noun,situs,sit,obl,2,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['si', 'tu']",[sɪt̪ʊ]
4,183,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N
5,183,quam,subordinating_conjunction,quam,quam,mark,7,{PronominalType: [relative]},{F: [pos]},['quam'],[kʷãː]
6,183,veri,noun,ver,ver,nmod,8,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ve', 'ri']",[wɛrɪ]
7,183,effeta,verb,effisco,effet,acl,8,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ef', 'fe', 'ta']",[ɛffɛt̪a]
8,183,senectus,noun,senectus,senect,nsubj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['se', 'nec', 'tus']",[sɛn̪ɛkt̪ʊs]
9,183,arma,noun,arma,arm,obj,14,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma]
10,183,inter,adposition,inter,inter,case,13,\N,"{F: [pos], N: [neg], V: [neg]}","['in', 'ter']",[ɪn̪t̪ɛr]
11,183,regum,noun,rex,reg,nmod,13,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gum']",[rɛgʷm]
12,183,falsa,adjective,falsus,fals,amod,13,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['fal', 'sa']",[faɫsa]
13,183,formidine,noun,formido,formidin,obl,14,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['for', 'mi', 'di', 'ne']",[fɔrmɪd̪ɪn̪ɛ]
14,183,ludit,verb,ludo,ludi,advcl,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['lu', 'dit']",[lʊd̪ɪt̪]
15,183,.,punctuation,.,.,punct,0,\N,\N,['.'],\N
0,184,Respice,verb,respicio,Respic,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['res', 'pi', 'ce']",[rɛspɪkɛ]
1,184,ad,adposition,ad,ad,case,2,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪]
2,184,haec,determiner,hic,haec,obl:arg,0,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk]
3,184,:,punctuation,:,:,punct,0,\N,\N,[':'],\N
0,185,adsum,verb,adsum,ads,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'sum']",[ad̪sũː]
1,185,dirarum,adjective,dirus,dirar,obl:arg,0,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['di', 'ra', 'rum']",[d̪ɪrarũː]
2,185,ab,adposition,ab,ab,case,3,\N,"{F: [pos], N: [neg], V: [neg]}",['ab'],[ab]
3,185,sede,noun,sedeo,sed,obl:arg,0,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['se', 'de']",[sɛd̪ɛ]
4,185,sororum,noun,sorus,soror,nmod,3,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ro', 'rum']",[sɔrɔrũː]
5,185,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N
6,185,bella,noun,bellum,bell,obj,15,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'la']",[bɛɫla]
7,185,manu,noun,manus,man,obl,8,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ma', 'nu']",[man̪ʊ]
8,185,letumque,adjective,letumquus,let,amod,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['le', 'tum', 'que']",[lɛt̪ʊmkʷɛ]
9,185,gero.,noun,gero,gero.,nmod,7,"{Abbreviation: [pos], Proper: [yes]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'ro.']",[gɛrɔ]
10,185,"""",other,),"""",cc,15,{Abbreviation: [pos]},\N,"['""']",\N
11,185,Sic,adverb,sic,Sic,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk]
12,185,effata,verb,effor,effat,ccomp,15,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ef', 'fa', 'ta']",[ɛffat̪a]
13,185,facem,noun,facim,fac,obj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'cem']",[fakẽː]
14,185,iuveni,noun,iuven,iuven,nmod,13,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 've', 'ni']",[jʊwɛn̪ɪ]
15,185,coniecit,verb,coniicio,conieci,conj,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'ni', 'e', 'cit']",[kɔn̪ɪ̣jɛkɪt̪]
16,185,et,coordinating_conjunction,et,et,cc,20,\N,{F: [pos]},['et'],[ɛt̪]
17,185,atro,adjective,atrus,atr,amod,18,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['a', 'tro']",[at̪rɔ]
