index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription
12,0,profugus,noun,profugus,profug,nsubj,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pro', 'fu', 'gus']",[prɔfʊgʷs]
13,0,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N
14,0,Laviniaque,noun,lavinia,Lavin,nsubj,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'vi', 'ni', 'a', 'que']",[lawɪn̪ɪ̣jakʷɛ]
15,0,venit,verb,vigo,veni,conj,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ve', 'nit']",[wɛn̪ɪt̪]
16,0,litora,noun,litora,litor,obj,15,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['li', 'to', 'ra']",[lɪt̪ɔra]
17,0,",",punctuation,",",",",punct,22,\N,\N,"[',']",\N
18,0,multum,determiner,multus,mult,nsubj,26,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Numeral: [cardinal], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['mul', 'tum']",[mʊɫt̪ũː]
19,0,ille,determiner,ille,ille,det,18,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ]
20,0,et,coordinating_conjunction,et,et,cc,21,\N,{F: [pos]},['et'],[ɛt̪]
21,0,terris,noun,terra,terr,obl,22,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ris']",[t̪ɛrrɪs]
22,0,iactatus,verb,iacto,iactat,advcl,26,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['iac', 'ta', 'tus']",[jakt̪at̪ʊs]
23,0,et,coordinating_conjunction,et,et,cc,26,\N,{F: [pos]},['et'],[ɛt̪]
24,0,alto,noun,altus,alt,obl,22,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['al', 'to']",[aɫt̪ɔ]
25,0,vi,numeral,vi,v,nummod,24,\N,"{F: [pos], N: [pos], V: [neg]}",['vi'],[wɪ]
26,0,superum,verb,superior,super,conj,15,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['su', 'pe', 'rum']",[sʊpɛrũː]
27,0,saevae,noun,saeva,saev,nmod,28,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sae', 'vae']",[sajwaj]
28,0,memorem,noun,memus,memor,obj,26,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['me', 'mo', 'rem']",[mɛmɔrẽː]
29,0,Iunonis,noun,iuno,Iunon,nmod,28,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'no', 'nis']",[jʊn̪ɔn̪ɪs]
30,0,ob,adposition,ob,ob,case,31,\N,"{F: [pos], N: [neg], V: [neg]}",['ob'],[ɔb]
31,0,iram,noun,ira,ir,obl,26,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ram']",[ɪrãː]
32,0,;,punctuation,;,;,punct,0,\N,\N,[';'],\N
0,1,multa,determiner,multus,mult,obj,10,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Numeral: [cardinal], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['mul', 'ta']",[mʊɫt̪a]
1,1,quoque,particle,quoque,quoque,discourse,10,\N,{F: [pos]},"['quo', 'que']",[kʷɔkʷɛ]
2,1,et,coordinating_conjunction,et,et,cc,3,\N,{F: [pos]},['et'],[ɛt̪]
3,1,bello,noun,bellus,bell,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'lo']",[bɛɫlɔ]
4,1,passus,verb,patior,pass,advcl,10,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pas', 'sus']",[passʊs]
5,1,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N
6,1,dum,subordinating_conjunction,dum,dum,mark,7,\N,{F: [pos]},['dum'],[d̪ũː]
7,1,conderet,verb,condo,condere,advcl,10,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'de', 'ret']",[kɔn̪d̪ɛrɛt̪]
8,1,urbem,noun,urbs,urb,obj,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'bem']",[ʊrbẽː]
9,1,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N
10,1,inferretque,verb,infero,inferre,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'fer', 'ret', 'que']",[iːn̪fɛrrɛt̪kʷɛ]
11,1,deos,noun,deus,de,obj,10,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'os']",[d̪ɛ̣jɔs]
12,1,Latio,noun,Latio,Lati,obl,10,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ti', 'o']",[lat̪ɪ̣jɔ]
13,1,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N
14,1,genus,noun,genus,gen,conj,10,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'nus']",[gɛn̪ʊs]
15,1,unde,adverb,unde,und,advmod:lmod,16,"{AdverbialType: [location], PronominalType: [relative]}","{F: [neg], N: [pos], V: [pos]}","['un', 'de']",[ʊn̪d̪ɛ]
16,1,Latinum,adjective,latinus,Latin,conj,14,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['la', 'ti', 'num']",[lat̪ɪn̪ũː]
17,1,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N
18,1,Albanique,noun,alban,Alban,conj,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['al', 'ba', 'ni', 'que']",[aɫban̪ɪkʷɛ]
19,1,patres,noun,pater,patr,flat,18,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tres']",[pat̪rɛs]
20,1,",",punctuation,",",",",punct,23,\N,\N,"[',']",\N
21,1,atque,coordinating_conjunction,atque,atque,cc,23,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ]
22,1,altae,adjective,altus,alt,amod,23,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['al', 'tae']",[aɫt̪aj]
23,1,moenia,noun,moenia,moen,conj,16,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['moe', 'ni', 'a']",[mojn̪ɪ̣ja]
24,1,Romae,noun,roma,Rom,nmod,23,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ro', 'mae']",[rɔmaj]
25,1,.,punctuation,.,.,punct,10,\N,\N,['.'],\N
0,2,Musa,noun,Musa,Mus,nsubj,25,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mu', 'sa']",[mʊsa]
1,2,",",punctuation,",",",",punct,0,\N,\N,"[',']",\N
2,2,mihi,pronoun,ego,mih,obl:arg,25,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
3,2,causas,noun,causa,caus,obj,25,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cau', 'sas']",[kawsas]
4,2,memora,adjective,memus,memor,amod,3,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['me', 'mo', 'ra']",[mɛmɔra]
5,2,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
6,2,quo,pronoun,qui,quo,nsubj:pass,8,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quo'],[kʷɔ]
7,2,numine,noun,numen,numin,nsubj:pass,8,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['nu', 'mi', 'ne']",[n̪ʊmɪn̪ɛ]
8,2,laeso,verb,laedo,laes,advcl:abs,25,"{Aspect: [perfective], Case: [ablative], Gender: [masculine], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['lae', 'so']",[lajsɔ]
9,2,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N
10,2,quidve,subordinating_conjunction,quidve,quidv,mark,11,\N,{F: [pos]},"['quid', 've']",[kʷɪd̪wɛ]
11,2,dolens,verb,doleo,dole,advcl,25,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['do', 'lens']",[d̪ɔɫeːn̪s]
12,2,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N
13,2,regina,noun,regina,regin,nsubj,16,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi', 'na']",[rɛgɪn̪a]
14,2,deum,noun,deus,de,obj,16,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm]
15,2,tot,determiner,tot,to,det,14,{PronominalType: [demonstrative]},"{F: [pos], N: [pos], V: [neg]}",['tot'],[t̪ɔt̪]
16,2,volvere,verb,volvo,volver,xcomp,11,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vol', 've', 're']",[wɔɫwɛrɛ]
17,2,casus,noun,casus,cas,nmod,19,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ca', 'sus']",[kasʊs]
18,2,insignem,adjective,insignus,insign,amod,19,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'sig', 'nem']",[iːn̪sɪŋn̪ẽː]
19,2,pietate,noun,pietas,pietat,obl,16,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pi', 'e', 'ta', 'te']",[pɪ̣jɛt̪at̪ɛ]
20,2,virum,noun,virus,vir,obj,16,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vi', 'rum']",[wɪrũː]
21,2,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N
22,2,tot,determiner,tot,to,obj,23,{PronominalType: [demonstrative]},"{F: [pos], N: [pos], V: [neg]}",['tot'],[t̪ɔt̪]
23,2,adire,verb,adiriscor,adir,xcomp,25,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'di', 're']",[ad̪ɪrɛ]
24,2,labores,noun,labor,labor,obj,23,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['la', 'bo', 'res']",[labɔrɛs]
25,2,impulerit,verb,impelio,impuleri,root,-1,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'pu', 'le', 'rit']",[ɪmpʊlɛrɪt̪]
26,2,.,punctuation,.,.,punct,25,\N,\N,['.'],\N
0,3,Tantaene,verb,tanto,Tantaen,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tan', 'tae', 'ne']",[t̪an̪t̪ajn̪ɛ]
1,3,animis,noun,animus,anim,obl:arg,0,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mis']",[an̪ɪmɪs]
2,3,caelestibus,adjective,caelestis,caelest,amod,1,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['cae', 'les', 'ti', 'bus']",[kajlɛst̪ɪbʊs]
3,3,irae,noun,ira,ir,nmod,1,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'rae']",[ɪraj]
4,3,?,punctuation,?,?,punct,0,\N,\N,['?'],\N
0,4,Urbs,noun,Urbs,Urb,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'bs']",[ʊrps]
1,4,antiqua,adjective,antiquus,antiqu,amod,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['an', 'ti', 'qua']",[an̪t̪ɪkʷa]
2,4,fuit,auxiliary,sum,fui,cop,0,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['fu', 'it']",[fujt̪]
3,4,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N
4,4,Tyrii,noun,tyrium,Tyri,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ty', 'ri', 'i']",[t̪yrɪ̣jɪ]
5,4,tenuere,verb,tenuo,tenuer,conj,0,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['te', 'nu', 'e', 're']",[t̪ɛn̪ʊjɛrɛ]
6,4,coloni,noun,colon,colon,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['co', 'lo', 'ni']",[kɔlɔn̪ɪ]
7,4,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
8,4,Karthago,noun,karthagus,Karthag,conj,6,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['kar', 'tha', 'go']",[kart̪ʰagɔ]
9,4,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N
10,4,Italiam,noun,italia,Itali,conj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ta', 'li', 'am']",[ɪt̪alɪ̣jãː]
11,4,contra,adposition,contra,contr,case,12,\N,"{F: [pos], N: [neg], V: [neg]}","['con', 'tra']",[kɔn̪t̪ra]
12,4,Tiberinaque,noun,tiberinaqum,Tiberin,nmod,10,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ti', 'be', 'ri', 'na', 'que']",[t̪ɪbɛrɪn̪akʷɛ]
13,4,longe,adverb,longe,long,advmod,14,\N,"{F: [neg], N: [pos], V: [pos]}","['lon', 'ge']",[lɔŋgɛ]
14,4,ostia,noun,ostia,ost,conj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['os', 'ti', 'a']",[ɔst̪ɪ̣ja]
15,4,",",punctuation,",",",",punct,16,\N,\N,"[',']",\N
16,4,dives,noun,divis,div,conj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'ves']",[d̪ɪwɛs]
17,4,opum,noun,opum,op,nmod,16,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_e], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'pum']",[ɔpũː]
18,4,studiisque,noun,studium,studi,nmod,16,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['stu', 'di', 'is', 'que']",[st̪ʊd̪ɪ̣jɪskʷɛ]
19,4,asperrima,adjective,aspersus,asperrim,amod,18,"{Case: [nominative], Degree: [absolute_superlative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['as', 'per', 'ri', 'ma']",[aspɛrrɪma]
20,4,belli,noun,bellus,bell,nmod,18,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'li']",[bɛɫlɪ]
21,4,;,punctuation,;,;,punct,0,\N,\N,[';'],\N
0,5,quam,pronoun,qui,quam,obj,2,"{Case: [accusative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quam'],[kʷãː]
1,5,Iuno,noun,iunus,Iun,nsubj:pass,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'no']",[jʊn̪ɔ]
2,5,fertur,verb,fero,fer,root,-1,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fer', 'tur']",[fɛrt̪ʊr]
3,5,terris,noun,terra,terr,obl:arg,2,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ris']",[t̪ɛrrɪs]
4,5,magis,adverb,magis,magis,advmod,8,\N,"{F: [neg], N: [pos], V: [pos]}","['ma', 'gis']",[magɪs]
5,5,omnibus,determiner,omnis,omn,obl:arg,8,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'ni', 'bus']",[ɔmn̪ɪbʊs]
6,5,unam,determiner,unus,un,obj,8,"{Case: [accusative], Gender: [feminine], InflClass: [lat_pron], Numeral: [cardinal], NumValue: [pos], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['u', 'nam']",[ʊn̪ãː]
7,5,posthabita,adjective,posthabitus,posthabit,amod,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pos', 'tha', 'bi', 'ta']",[pɔst̪ʰabɪt̪a]
8,5,coluisse,verb,colo,coluiss,xcomp,2,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'lu', 'is', 'se']",[kɔlujssɛ]
9,5,Samo,proper_noun,Samo,Sam,nsubj:pass,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_a], NameType: [person_given_name], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sa', 'mo']",[samɔ]
10,5,;,punctuation,;,;,punct,2,\N,\N,[';'],\N
0,6,hic,determiner,hic,hic,det,2,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk]
1,6,illius,determiner,ille,ill,nmod,2,"{Case: [genitive], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'li', 'us']",[ɪɫlɪ̣jʊs]
2,6,arma,noun,arma,arm,nsubj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma]
3,6,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N
4,6,hic,determiner,hic,hic,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk]
5,6,currus,noun,currus,curr,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cur', 'rus']",[kʊrrʊs]
6,6,fuit,auxiliary,sum,fui,cop,5,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['fu', 'it']",[fujt̪]
7,6,;,punctuation,;,;,punct,5,\N,\N,[';'],\N
0,7,hoc,determiner,hic,hoc,det,1,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hoc'],[hɔk]
1,7,regnum,noun,regnum,regn,nsubj,14,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['reg', 'num']",[rɛŋn̪ũː]
2,7,dea,noun,dea,de,xcomp,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['de', 'a']",[d̪ɛ̣ja]
3,7,gentibus,noun,gens,gent,nmod,2,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['gen', 'ti', 'bus']",[gɛn̪t̪ɪbʊs]
4,7,esse,auxiliary,sum,ess,cop,2,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ]
5,7,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
6,7,si,subordinating_conjunction,si,si,mark,9,\N,{F: [pos]},['si'],[sɪ]
7,7,qua,pronoun,qui,qu,obl,9,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qua'],[kʷa]
8,7,fata,noun,fatum,fat,nsubj,9,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'ta']",[fat̪a]
9,7,sinant,verb,sino,sina,csubj:relcl,14,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['si', 'nant']",[sɪn̪an̪t̪]
10,7,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
11,7,iam,adverb,iam,iam,advmod:emph,14,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['iam'],[jãː]
12,7,tum,coordinating_conjunction,tum,tum,cc,13,\N,{F: [pos]},['tum'],[t̪ũː]
