index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription
10,25,molemque,noun,molesquis,mol,obj,8,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'lem', 'que']",[mɔlɛmkʷɛ]
11,25,et,coordinating_conjunction,et,et,cc,12,\N,{F: [pos]},['et'],[ɛt̪]
12,25,montis,noun,mons,mont,conj,10,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mon', 'tis']",[mɔn̪t̪ɪs]
13,25,insuper,subordinating_conjunction,insuper,insupe,mark,15,{<class 'NoneType'>: [None]},{F: [pos]},"['in', 'su', 'per']",[iːn̪sʊpɛr]
14,25,altos,noun,altus,alt,obj,15,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['al', 'tos']",[aɫt̪ɔs]
15,25,imposuit,verb,impono,imposui,conj,4,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'po', 'su', 'it']",[ɪmpɔsujt̪]
16,25,",",punctuation,",",",",punct,18,\N,\N,"[',']",\N
17,25,regemque,noun,regem,reg,obj,18,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gem', 'que']",[rɛgɛmkʷɛ]
18,25,dedit,verb,do,dedi,conj,4,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'dit']",[d̪ɛd̪ɪt̪]
19,25,",",punctuation,",",",",punct,27,\N,\N,"[',']",\N
20,25,qui,pronoun,qui,qui,nsubj,27,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qui'],[kʷɪ]
21,25,foedere,noun,foeder,foeder,obl,27,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['foe', 'de', 're']",[fojd̪ɛrɛ]
22,25,certo,adjective,certus,cert,amod,21,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cer', 'to']",[kɛrt̪ɔ]
23,25,et,coordinating_conjunction,et,et,cc,24,\N,{F: [pos]},['et'],[ɛt̪]
24,25,premere,verb,premo,premer,conj,22,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pre', 'me', 're']",[prɛmɛrɛ]
25,25,et,coordinating_conjunction,et,et,cc,26,\N,{F: [pos]},['et'],[ɛt̪]
26,25,laxas,adjective,laxas,lax,conj,22,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['la', 'xas']",[laksas]
27,25,sciret,verb,scio,scire,acl:relcl,17,"{Aspect: [imperfective], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sci', 'ret']",[skɪrɛt̪]
28,25,dare,verb,do,dar,xcomp,27,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['da', 're']",[d̪arɛ]
29,25,iussus,adjective,iussus,iuss,amod,30,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ius', 'sus']",[jʊssʊs]
30,25,habenas,noun,habena,haben,obj,28,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ha', 'be', 'nas']",[habɛn̪as]
31,25,.,punctuation,.,.,punct,4,\N,\N,['.'],\N
0,26,Ad,adposition,ad,Ad,case,1,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪]
1,26,quem,pronoun,qui,qu,obl:arg,7,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː]
2,26,tum,coordinating_conjunction,tum,tum,advmod:emph,3,\N,{F: [pos]},['tum'],[t̪ũː]
3,26,Iuno,noun,iunus,Iun,nsubj:pass,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'no']",[jʊn̪ɔ]
4,26,supplex,noun,supplex,supplex,flat,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sup', 'plex']",[sʊpplɛks]
5,26,his,determiner,hic,h,det,6,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs]
6,26,vocibus,noun,vocus,voc,obl,7,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vo', 'ci', 'bus']",[wɔkɪbʊs]
7,26,usa,verb,utor,us,root,-1,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'sa']",[ʊsa]
8,26,est,auxiliary,sum,est,aux:pass,7,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪]
9,26,:,punctuation,:,:,punct,7,\N,\N,[':'],\N
0,27,"""Aeole",verb,"""aeo","""Aeol",root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""ae', 'o', 'le']",[ajjɔlɛ]
1,27,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N
2,27,namque,particle,nam,n,discourse,0,\N,{F: [pos]},"['nam', 'que']",[n̪amkʷɛ]
3,27,tibi,pronoun,tu,tib,obl:arg,0,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['ti', 'bi']",[t̪ɪbɪ]
4,27,divom,noun,divus,divo,nsubj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'vom']",[d̪ɪwɔ̃ː]
5,27,pater,noun,pater,pate,flat,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ter']",[pat̪ɛr]
6,27,atque,coordinating_conjunction,atque,atque,cc,8,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ]
7,27,hominum,noun,homo,homin,nmod,8,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː]
8,27,rex,noun,rex,rex,conj,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['rex'],[rɛks]
9,27,et,coordinating_conjunction,et,et,cc,10,\N,{F: [pos]},['et'],[ɛt̪]
10,27,mulcere,verb,mulco,mulcer,conj,8,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['mul', 'ce', 're']",[mʊɫkɛrɛ]
11,27,dedit,verb,do,dedi,conj,0,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'dit']",[d̪ɛd̪ɪt̪]
12,27,fluctus,noun,fluctus,fluct,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fluc', 'tus']",[flʊkt̪ʊs]
13,27,et,coordinating_conjunction,et,et,cc,14,\N,{F: [pos]},['et'],[ɛt̪]
14,27,tollere,verb,tollo,toller,conj,11,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tol', 'le', 're']",[t̪ɔɫlɛrɛ]
15,27,vento,noun,ventus,vent,obl,14,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ven', 'to']",[wɛn̪t̪ɔ]
16,27,",",punctuation,",",",",punct,21,\N,\N,"[',']",\N
17,27,gens,noun,gens,ge,nsubj,21,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['gens'],[geːn̪s]
18,27,inimica,adjective,inimicus,inimic,amod,17,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['in', 'i', 'mi', 'ca']",[ɪn̪ɪmɪka]
19,27,mihi,pronoun,ego,mih,obl:arg,21,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
20,27,Tyrrhenum,noun,tyrrhenus,Tyrrhen,obj,21,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tyr', 'rhe', 'num']",[t̪yrrɛn̪ũː]
21,27,navigat,verb,navigo,naviga,conj,11,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['na', 'vi', 'gat']",[n̪awɪgat̪]
22,27,aequor,noun,aequor,aequo,obj,21,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'quor']",[ajkʷɔr]
23,27,",",punctuation,",",",",punct,27,\N,\N,"[',']",\N
24,27,Ilium,noun,ilius,Ili,obj,27,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'li', 'um']",[ɪlɪ̣jũː]
25,27,in,adposition,in,in,case,26,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪]
26,27,Italiam,noun,italia,Itali,obl,27,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ta', 'li', 'am']",[ɪt̪alɪ̣jãː]
27,27,portans,verb,porto,porta,advcl,21,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['por', 'tans']",[pɔrt̪aːn̪s]
28,27,victosque,verb,vico,vict,acl,29,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['vic', 'tos', 'que']",[wɪkt̪ɔskʷɛ]
29,27,Penates,noun,penas,Penat,obj,27,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pe', 'na', 'tes']",[pɛn̪at̪ɛs]
30,27,:,punctuation,:,:,punct,0,\N,\N,[':'],\N
0,28,incute,adverb,incute,incut,advmod,4,\N,"{F: [neg], N: [pos], V: [pos]}","['in', 'cu', 'te']",[ɪŋkʊt̪ɛ]
1,28,vim,noun,vis,vi,obj,4,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['vim'],[wĩː]
2,28,ventis,noun,vens,vent,obl,3,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ven', 'tis']",[wɛn̪t̪ɪs]
3,28,submersasque,verb,submergo,submers,acl,1,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['sub', 'mer', 'sas', 'que']",[sʊbmɛrsaskʷɛ]
4,28,obrue,verb,obruo,obru,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ob', 'ru', 'e']",[ɔbrʊjɛ]
5,28,puppes,noun,puppes,pupp,obj,4,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pup', 'pes']",[pʊppɛs]
6,28,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N
7,28,aut,coordinating_conjunction,aut,aut,cc,8,\N,{F: [pos]},['aut'],[awt̪]
8,28,age,verb,ago,ag,conj,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'ge']",[agɛ]
9,28,diversos,adjective,diversus,divers,obj,8,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['di', 'ver', 'sos']",[d̪ɪwɛrsɔs]
10,28,et,coordinating_conjunction,et,et,cc,11,\N,{F: [pos]},['et'],[ɛt̪]
11,28,disiice,verb,disiicio,disiic,conj,9,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'si', 'i', 'ce']",[d̪ɪsɪ̣jɪkɛ]
12,28,corpora,noun,corpus,corpor,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'po', 'ra']",[kɔrpɔra]
13,28,ponto,noun,ponum,pont,obl,11,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pon', 'to']",[pɔn̪t̪ɔ]
14,28,.,punctuation,.,.,punct,4,\N,\N,['.'],\N
0,29,Sunt,auxiliary,sum,Su,cop,2,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['sunt'],[sʊn̪t̪]
1,29,mihi,pronoun,ego,mih,obl:arg,2,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
2,29,bis,adjective,bis,b,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}",['bis'],[bɪs]
3,29,septem,numeral,septem,sept,nummod,2,"{NumForm: [word], Numeral: [cardinal]}","{F: [pos], N: [pos], V: [neg]}","['sep', 'tem']",[sɛpt̪ẽː]
4,29,praestanti,verb,praesto,praestant,advcl:abs,2,"{Aspect: [imperfective], Case: [ablative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['praes', 'tan', 'ti']",[prajst̪an̪t̪ɪ]
5,29,corpore,noun,corpus,corpor,nsubj,4,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cor', 'po', 're']",[kɔrpɔrɛ]
6,29,nymphae,noun,nympha,nymph,nmod,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['nym', 'phae']",[n̪ympʰaj]
7,29,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N
8,29,quarum,pronoun,qui,quar,nmod,10,"{Case: [genitive], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['qua', 'rum']",[kʷarũː]
9,29,quae,pronoun,qui,quae,nsubj,10,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj]
10,29,forma,noun,forma,form,obj,15,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['for', 'ma']",[fɔrma]
11,29,pulcherrima,adjective,pulcher,pulcherrim,amod,10,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pul', 'cher', 'ri', 'ma']",[pʊɫkʰɛrrɪma]
12,29,Deiopea,adjective,deiopeus,Deiope,amod,10,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['deio', 'pe', 'a']",[d̪ejɔpɛ̣ja]
13,29,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N
14,29,conubio,noun,conubia,conubi,obl,15,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['co', 'nu', 'bi', 'o']",[kɔn̪ʊbɪ̣jɔ]
15,29,iungam,verb,iungo,iung,conj,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['iun', 'gam']",[jʊŋgãː]
16,29,stabili,adjective,stabilis,stabil,obl:arg,18,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sta', 'bi', 'li']",[st̪abɪlɪ]
17,29,propriamque,adjective,propriamquus,propri,amod,16,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pro', 'pri', 'am', 'que']",[prɔprɪ̣jamkʷɛ]
18,29,dicabo,verb,dico,dicab,conj,15,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'ca', 'bo']",[d̪ɪkabɔ]
19,29,",",punctuation,",",",",punct,20,\N,\N,"[',']",\N
20,29,omnis,determiner,omnis,omn,nsubj,27,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'nis']",[ɔmn̪ɪs]
21,29,ut,subordinating_conjunction,ut,ut,mark,27,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪]
22,29,tecum,determiner,tu,tec,nsubj,27,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['te', 'cum']",[t̪ɛkũː]
23,29,meritis,noun,meritum,merit,obl,27,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['me', 'ri', 'tis']",[mɛrɪt̪ɪs]
24,29,pro,adposition,pro,pro,case,26,\N,"{F: [pos], N: [neg], V: [neg]}",['pro'],[prɔ]
25,29,talibus,determiner,talis,tal,det,26,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ta', 'li', 'bus']",[t̪alɪbʊs]
26,29,annos,noun,annus,ann,obl,27,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['an', 'nos']",[an̪n̪ɔs]
27,29,exigat,verb,exigo,exiga,conj,18,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'i', 'gat']",[ɛksɪgat̪]
28,29,",",punctuation,",",",",punct,31,\N,\N,"[',']",\N
29,29,et,coordinating_conjunction,et,et,cc,31,\N,{F: [pos]},['et'],[ɛt̪]
30,29,pulchra,adjective,pulcher,pulchr,nsubj,31,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pul', 'ch', 'ra']",[pʊɫkʰra]
31,29,faciat,verb,facio,facia,conj,27,"{Aspect: [imperfective], InflClass: [lat_i2], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'ci', 'at']",[fakɪ̣jat̪]
32,29,te,pronoun,tu,t,obj,31,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['te'],[t̪ɛ]
33,29,prole,noun,proles,prol,obl,31,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pro', 'le']",[prɔlɛ]
34,29,parentem,noun,parens,parent,obj,31,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ren', 'tem']",[parɛn̪t̪ẽː]
35,29,.,punctuation,.,.,punct,36,\N,\N,['.'],\N
36,29,"""",verb,ego,"""",conj,31,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""']",\N
37,29,Aeolus,noun,Aeolus,Aeol,nsubj,36,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'o', 'lus']",[ajjɔlʊs]
38,29,haec,determiner,hic,haec,det,37,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk]
39,29,contra,adposition,contra,contr,nmod,37,\N,"{F: [pos], N: [neg], V: [neg]}","['con', 'tra']",[kɔn̪t̪ra]
40,29,:,punctuation,:,:,punct,2,\N,\N,[':'],\N
0,30,"""Tuus",noun,"""Tuus","""Tu",root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['""tu', 'us']",[t̪ʊjʊs]
1,30,",",punctuation,",",",",punct,2,\N,\N,"[',']",\N
2,30,O,verb,o,O,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['o'],[ɔ]
3,30,regina,noun,regina,regin,conj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi', 'na']",[rɛgɪn̪a]
4,30,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N
5,30,quid,pronoun,quis,quid,obj,7,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪]
6,30,optes,verb,opiscio,opt,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['op', 'tes']",[ɔpt̪ɛs]
7,30,explorare,verb,exploro,explorar,xcomp,6,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'plo', 'ra', 're']",[ɛksplɔrarɛ]
8,30,labor,noun,labor,labi,nsubj,6,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'bor']",[labɔr]
9,30,;,punctuation,;,;,punct,0,\N,\N,[';'],\N
0,31,mihi,pronoun,ego,mih,obl:arg,2,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
1,31,iussa,noun,iussa,iuss,obj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ius', 'sa']",[jʊssa]
2,31,capessere,verb,capesso,capesser,csubj,3,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ca', 'pes', 'se', 're']",[kapɛssɛrɛ]
3,31,fas,adjective,fas,f,root,-1,\N,"{F: [neg], N: [pos], V: [pos]}",['fas'],[fas]
4,31,est,auxiliary,sum,est,cop,3,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪]
5,31,.,punctuation,.,.,punct,3,\N,\N,['.'],\N
0,32,Tu,pronoun,tu,T,nsubj,10,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['tu'],[t̪ʊ]
1,32,mihi,pronoun,ego,mih,obl:arg,10,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ]
2,32,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N
3,32,quodcumque,determiner,quicumque,quodc,obj,9,"{Case: [accusative], <class 'NoneType'>: [None], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['quod', 'cum', 'que']",[kʷɔd̪kʊmkʷɛ]
4,32,hoc,determiner,hic,hoc,obj,9,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hoc'],[hɔk]
5,32,regni,noun,regnum,regn,nmod,3,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['reg', 'ni']",[rɛŋn̪ɪ]
6,32,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N
