lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
2675,OIr.,beirthe,\N,main,·beirthe,\N,v.,\N,\N,"<div class=""oldirish bodytext"">passive singular imperfect indicative of beirid</div>",passive singular imperfect indicative of beirid,passive singular imperfect indicative of beirid
2676,OIr.,táthar,\N,main,·táthar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">progressive present indicative impersonal of at·tá</div>",progressive present indicative impersonal of at·tá,progressive present indicative impersonal of at·tá
2677,OIr.,beid,1,main,\N,/ˈbʲeðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present subjunctive absolute of at·tá</div>",third-person singular present subjunctive absolute of at·tá,third-person singular present subjunctive absolute of at·tá
2678,OIr.,beid,2,main,·beid,/ˈbʲeðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person plural present subjunctive conjunct of at·tá</div>",second-person plural present subjunctive conjunct of at·tá,second-person plural present subjunctive conjunct of at·tá
2679,OIr.,cluinte,\N,main,\N,/ˈklun̠ʲ.t̠ʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person singular imperative of ro·cluinethar</div>",second-person singular imperative of ro·cluinethar,second-person singular imperative of ro·cluinethar
2680,OIr.,mára,\N,main,\N,/ˈmaː.ɾa/,adj.,\N,\N,"<div class=""oldirish bodytext"">inflection of már:; nominative plural feminine/neuter</div>",inflection of már:; nominative plural feminine/neuter,inflection of már:
2680,OIr.,mára,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of már:; vocative/accusative plural all genders</div>",inflection of már:; vocative/accusative plural all genders,inflection of már:
2681,OIr.,ammi,\N,main,ammin,/a.mi/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present indicative of is</div>",first-person plural present indicative of is,first-person plural present indicative of is
2682,OIr.,chath,\N,main,\N,/ˈxaθ/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of cath</div>",lenited form of cath,lenited form of cath
2683,OIr.,toísig,1,main,\N,/ˈt̪oːi̯.sʲəɣʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; vocative/genitive singular</div>",inflection of toísech:; vocative/genitive singular,inflection of toísech:
2683,OIr.,toísig,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; nominative plural</div>",inflection of toísech:; nominative plural,inflection of toísech:
2684,OIr.,toísig,2,main,\N,/ˈt̪oːi̯.sʲəɣʲ/,adj.,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; masculine vocative/genitive singular</div>",inflection of toísech:; masculine vocative/genitive singular,inflection of toísech:
2684,OIr.,toísig,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; feminine dative/accusative singular</div>",inflection of toísech:; feminine dative/accusative singular,inflection of toísech:
2684,OIr.,toísig,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; neuter genitive singular</div>",inflection of toísech:; neuter genitive singular,inflection of toísech:
2684,OIr.,toísig,4,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of toísech:; masculine nominative plural</div>",inflection of toísech:; masculine nominative plural,inflection of toísech:
2685,OIr.,óla,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of ól</div>",genitive singular of ól,genitive singular of ól
2686,OIr.,chír,\N,main,\N,/ˈxʲiːɾ/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of cír</div>",lenited form of cír,lenited form of cír
2687,OIr.,chinn,\N,main,\N,/ˈxʲin̠ʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of cinn</div>",lenited form of cinn,lenited form of cinn
2688,OIr.,nathrach,\N,main,\N,/ˈn̪a.θɾəx/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular/dual/plural of nathir</div>",genitive singular/dual/plural of nathir,genitive singular/dual/plural of nathir
2689,OIr.,nathracha,\N,main,\N,/ˈn̪a.θɾə.xa/,n.,\N,\N,"<div class=""oldirish bodytext"">vocative/accusative plural of nathair</div>",vocative/accusative plural of nathair,vocative/accusative plural of nathair
2690,OIr.,n-ithe,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ithe</div>",eclipsed form of ithe,eclipsed form of ithe
2691,OIr.,n-ithid,\N,main,\N,/ˈn̠ʲi.θʲəðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ithid</div>",eclipsed form of ithid,eclipsed form of ithid
2692,OIr.,chorn,\N,main,\N,/ˈxorn̪/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of corn</div>",lenited form of corn,lenited form of corn
2693,OIr.,finnfad,\N,main,finnfaid,\N,n.,\N,"Akin to finnae (“a hair”), from Proto-Celtic *wendyos (compare synonymous find from *wendom), from Proto-Indo-European *wendʰ- (“hair”). Cognate with Ancient Greek ἴονθος (íonthos, “hair root”) and Old High German wintbrāwa (“eyelash”) (whence German Wimper). Stokes favors *h₂welh₁- (“wool, fleece”).","<div class=""oldirish bodytext"">hair (typically of the body), fur</div>","hair (typically of the body), fur","hair (typically of the body), fur"
2694,OIr.,sróna,\N,main,\N,/ˈsɾoː.na/,n.,\N,\N,"<div class=""oldirish bodytext"">nominative and vocative and accusative plural of srón</div>",nominative and vocative and accusative plural of srón,nominative and vocative and accusative plural of srón
2695,OIr.,crích,\N,main,\N,/ˈkʲɾʲiːx/,n.,\N,"From Proto-Celtic *krīkʷā (“furrow, trench, boundary”).","<div class=""oldirish bodytext"">boundary, border</div>","boundary, border","boundary, border"
2695,OIr.,crích,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">furrow</div>",furrow,furrow
2695,OIr.,crích,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">territory, area</div>","territory, area","territory, area"
2696,OIr.,gréin,\N,main,\N,/ˈɡʲɾʲeːnʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of grían:; accusative/dative singular</div>",inflection of grían:; accusative/dative singular,inflection of grían:
2696,OIr.,gréin,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of grían:; nominative/vocative/accusative dual</div>",inflection of grían:; nominative/vocative/accusative dual,inflection of grían:
2697,OIr.,muintire,\N,main,\N,/ˈmun̠ʲ.t̠ʲə.ɾʲe/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of muinter</div>",genitive singular of muinter,genitive singular of muinter
2698,OIr.,dúil,\N,main,\N,/ˈd̪uːlʲ/,n.,\N,"MacBain suggests a relation to Ancient Greek θῡμός (thūmós, “soul, desire, passion”) and Lithuanian dū́mas (“smoke”) (which, however, he confuses with dumas (“thought”)). If true, then the word is ultimately from Proto-Indo-European *dʰewh₂- (“smoke”).\nMatasović, however, says of this derivation: “Now, although it is possible to imagine a series of steps in semantic development that would lead from ‘smoke’ to ‘creation’, I find it difficult to believe this etymology: it seems to me that accepting it would be a sign of desperation, rather than the result of a sound consideration of probabilities.”","<div class=""oldirish bodytext"">element</div>",element,element
2698,OIr.,dúil,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">being, creature</div>","being, creature","being, creature"
2698,OIr.,dúil,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">thing</div>",thing,thing
2699,OIr.,canaid,\N,main,·cain,/ˈka.nəðʲ/,v.,\N,"From Proto-Celtic *kaneti (compare Welsh canu), from Proto-Indo-European *keh₂n-.","<div class=""oldirish bodytext"">to sing</div>",to sing,to sing
2700,OIr.,dúin,\N,main,\N,/ˈd̪uːnʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of dún:; genitive singular (as o-stem)</div>",inflection of dún:; genitive singular (as o-stem),inflection of dún:
2700,OIr.,dúin,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of dún:; dative singular (as s-stem)</div>",inflection of dún:; dative singular (as s-stem),inflection of dún:
2701,OIr.,aeir,\N,main,\N,/ˈa.erʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of aer:; vocative/genitive singular</div>",inflection of aer:; vocative/genitive singular,inflection of aer:
2701,OIr.,aeir,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of aer:; nominative plural</div>",inflection of aer:; nominative plural,inflection of aer:
2702,OIr.,búaid,\N,main,búaide,/ˈbuːa̯ðʲ/,n.,\N,From Proto-Celtic *boudi (“victory”).,"<div class=""oldirish bodytext"">victory, triumph</div>","victory, triumph","victory, triumph"
2702,OIr.,búaid,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">special quality, gift, virtue</div>","special quality, gift, virtue","special quality, gift, virtue"
2702,OIr.,búaid,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">profit, advantage, benefit</div>","profit, advantage, benefit","profit, advantage, benefit"
2703,OIr.,phóca,\N,main,\N,/ˈɸoː.ɡa/,n.,\N,\N,"<div class=""oldirish bodytext"">lenited form of póca</div>",lenited form of póca,lenited form of póca
2704,OIr.,céili,\N,main,\N,/ˈkʲeː.lʲi/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of céile:; vocative/genitive singular</div>",inflection of céile:; vocative/genitive singular,inflection of céile:
2704,OIr.,céili,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of céile:; nominative plural</div>",inflection of céile:; nominative plural,inflection of céile:
2705,OIr.,céiliu,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">dative singular of céile</div>",dative singular of céile,dative singular of céile
2706,OIr.,bidgach,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative form of bedgach</div>",alternative form of bedgach,alternative form of bedgach
2707,OIr.,rúin,\N,main,\N,/ˈruːnʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of rún:; accusative/dative singular</div>",inflection of rún:; accusative/dative singular,inflection of rún:
2707,OIr.,rúin,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of rún:; nominative/vocative/accusative dual</div>",inflection of rún:; nominative/vocative/accusative dual,inflection of rún:
2708,OIr.,bedgach,\N,main,\N,/ˈbʲeð.ɡəx/,adj.,\N,From bedg + -ach.,"<div class=""oldirish bodytext"">starting, leaping, jumping</div>","starting, leaping, jumping","starting, leaping, jumping"
2709,OIr.,bedg,\N,main,bidg,/ˈbʲeðɡ/,n.,\N,\N,"<div class=""oldirish bodytext"">start, spring, leap, bound</div>","start, spring, leap, bound","start, spring, leap, bound"
2709,OIr.,bedg,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">rush, rapid dash</div>","rush, rapid dash","rush, rapid dash"
2709,OIr.,bedg,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">attack</div>",attack,attack
2709,OIr.,bedg,4,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">sudden death, seizure</div>","sudden death, seizure","sudden death, seizure"
2709,OIr.,bedg,5,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">shock, fright</div>","shock, fright","shock, fright"
2710,OIr.,lugu,\N,main,\N,/ˈl̪u.ɣu/,adj.,\N,"From earlier laigiu, from Proto-Celtic *lagyūs, from Proto-Indo-European *h₁lengʷʰ- (“lightweight”). Cognate with Welsh llai.","<div class=""oldirish bodytext"">comparative degree of bec</div>",comparative degree of bec,comparative degree of bec
2711,OIr.,brúit,\N,main,\N,\N,n.,\N,Borrowed from Latin brūtus.,"<div class=""oldirish bodytext"">brute, beast</div>","brute, beast","brute, beast"
2712,OIr.,breithem,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of brithem</div>",alternative form of brithem,alternative form of brithem
2713,OIr.,sén,1,main,seoin,/ˈsʲeːn/,n.,\N,Borrowed from Latin signum.,"<div class=""oldirish bodytext"">a sign, omen, portent</div>","a sign, omen, portent","a sign, omen, portent"
2713,OIr.,sén,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">a favourable sign, a blessing, good luck, success</div>","a favourable sign, a blessing, good luck, success","a favourable sign, a blessing, good luck, success"
2714,OIr.,sén,2,main,\N,/ˈsʲeːn/,v.,\N,Borrowed from Latin signum.,"<div class=""oldirish bodytext"">second-person singular imperative of sénaid</div>",second-person singular imperative of sénaid,second-person singular imperative of sénaid
2715,OIr.,sén,3,main,·sén,/ˈsʲeːn/,v.,\N,Borrowed from Latin signum.,"<div class=""oldirish bodytext"">third-person singular preterite conjunct of sénaid</div>",third-person singular preterite conjunct of sénaid,third-person singular preterite conjunct of sénaid
2716,OIr.,feir,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of fer (genitive plural) (occurs only once; possibly a misspelling)</div>",alternative spelling of fer (genitive plural) (occurs only once; possibly a misspelling),alternative spelling of fer (genitive plural) (occurs only once; possibly a misspelling)
2717,OIr.,Conn,\N,main,\N,/ˈkon̪/,n.,\N,"Related to Conall, from Proto-Celtic *Kunowalos.","<div class=""oldirish bodytext"">a male given name used in Ireland</div>",a male given name used in Ireland,a male given name used in Ireland
2717,OIr.,Conn,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(historical) Conn Cétchathach (Conn of the Hundred Battles), a semi-mythical medieval High King of Ireland</div>","(historical) Conn Cétchathach (Conn of the Hundred Battles), a semi-mythical medieval High King of Ireland","Conn Cétchathach (Conn of the Hundred Battles), a semi-mythical medieval High King of Ireland"
2718,OIr.,baithis,\N,main,\N,/ˈba.θʲəsʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">accusative/dative singular of baithes f</div>",accusative/dative singular of baithes f,accusative/dative singular of baithes f
2718,OIr.,baithis,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">vocative/genitive singular of baithes m</div>",vocative/genitive singular of baithes m,vocative/genitive singular of baithes m
2719,OIr.,cnes,\N,main,cnis,/ˈkʲnʲes/,n.,\N,From Proto-Celtic *knissos.,"<div class=""oldirish bodytext"">skin, surface</div>","skin, surface","skin, surface"
2719,OIr.,cnes,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">body, flesh</div>","body, flesh","body, flesh"
2720,OIr.,corann,\N,main,corne,/ˈko.ɾən̪/,n.,\N,Borrowed from Latin corona (“crown”).,"<div class=""oldirish bodytext"">tonsure, crown of the head</div>","tonsure, crown of the head","tonsure, crown of the head"
2720,OIr.,corann,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">crown</div>",crown,crown
2721,OIr.,mban,\N,main,\N,/ˈmban/,n.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ban</div>",eclipsed form of ban,eclipsed form of ban
2722,OIr.,berach,\N,main,\N,/ˈbʲe.ɾəx/,adj.,\N,From bir + -ach,"<div class=""oldirish bodytext"">pointed, sharp</div>","pointed, sharp","pointed, sharp"
2722,OIr.,berach,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">having pointed ears; horned (of animals)</div>",having pointed ears; horned (of animals),having pointed ears; horned (of animals)
2723,OIr.,tairngirthe,\N,main,\N,/ˈt̪aɾʲ.ŋʲɡʲəɾʲ.θʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">past participle of do·airngir</div>",past participle of do·airngir,past participle of do·airngir
2724,OIr.,tairngir,\N,main,·tairngir,/ˈt̪aɾʲ.ŋʲɡʲəɾʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative prototonic of do·airngir</div>",third-person singular present indicative prototonic of do·airngir,third-person singular present indicative prototonic of do·airngir
2725,OIr.,scíth,\N,main,\N,/ˈsʲkʲiːθ/,adj.,\N,"from Proto-Celtic *skītos, from Proto-Indo-European *(s)keh₁t- (“damage, harm”).","<div class=""oldirish bodytext"">tired, weary</div>","tired, weary","tired, weary"
2725,OIr.,scíth,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">wearisome (with copula and la (“to”))</div>",wearisome (with copula and la (“to”)),wearisome (with copula and la (“to”))
2726,OIr.,adágathar,\N,main,ad·ágathar,/aðˈaː.ɣə.θəɾ/,v.,\N,"From ad- + Proto-Celtic *āgītor, originally a perfect-only verb *āgetor (“to have become afraid”) and later adapted to the weak conjugation (class A II). From Proto-Indo-European *h₂eh₂ógʰe (“to be upset, afraid”), from *h₂egʰ-. Compare Gothic 𐌰𐌲𐌹𐍃 (agis), 𐍉𐌲𐌰𐌽 (ōgan); Old English eġe; Ancient Greek ἄχος (ákhos, “pain, grief”), ἄχνυμαι (ákhnumai, “I grieve”).\nForms with unpalatalized -ág- throughout the paradigm are regular, despite this verb being an A II verb. This is because the vowel á in the stem regularly suppressed word-internal non-syncope palatalization of a following consonant. The fact that this is an i-stem (A II) verb is revealed by the palatalization in the s-preterite forms. Forms with -áig- in the present indicative were palatalized analogically.","<div class=""oldirish bodytext"">to fear, to dread, to stand in awe of</div>","to fear, to dread, to stand in awe of","to fear, to dread, to stand in awe of"
2727,OIr.,aigid,\N,main,·aig,/ˈa.ɣʲəðʲ/,v.,\N,"From Proto-Celtic *ageti, from Proto-Indo-European *h₂éǵeti. The future stem is from Proto-Celtic *ɸiblāseti (earlier *ɸiɸlāseti, reduplicated future of *ɸalnati, from Proto-Indo-European *pelh₂- (“to drive”) (compare Latin pellō).","<div class=""oldirish bodytext"">to drive</div>",to drive,to drive
2727,OIr.,aigid,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to celebrate, hold festivities</div>","to celebrate, hold festivities","to celebrate, hold festivities"
2728,OIr.,dorat,\N,main,do·rat,/d̪oˈrad̪/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular perfect deuterotonic of do·beir (in sense “has given; has put”)</div>",third-person singular perfect deuterotonic of do·beir (in sense “has given; has put”),third-person singular perfect deuterotonic of do·beir (in sense “has given; has put”)
2729,OIr.,rouic,\N,main,ro·uic,/roˈhuɡʲ/,v.,\N,ro- + uic,"<div class=""oldirish bodytext"">third-person singular perfect deuterotonic of beirid</div>",third-person singular perfect deuterotonic of beirid,third-person singular perfect deuterotonic of beirid
2730,OIr.,douic,\N,main,do·uic,/d̪oˈhuɡʲ/,v.,\N,"do·uic is the preterite of *do·ucai (“to bring”, augmented), originally the causative of do·icc (“to come”), from Proto-Celtic *onkīti (literally “to make come”). Cognate with Middle Welsh heb-r-wng (“to lead, bring”).","<div class=""oldirish bodytext"">third-person singular perfect deuterotonic of do·beir</div>",third-person singular perfect deuterotonic of do·beir,third-person singular perfect deuterotonic of do·beir
2731,OIr.,dofúaid,\N,main,do·fúaid,/d̪oˈɸuːa̯ðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular perfect deuterotonic of ithid</div>",third-person singular perfect deuterotonic of ithid,third-person singular perfect deuterotonic of ithid
2732,OIr.,estir,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular subjunctive absolute of ithid</div>",third-person singular subjunctive absolute of ithid,third-person singular subjunctive absolute of ithid
2733,OIr.,aingid,\N,main,·anich,/ˈanʲ.ɣʲəðʲ/,v.,\N,From Proto-Celtic *anegeti.,"<div class=""oldirish bodytext"">to protect, to defend, to save</div>","to protect, to defend, to save","to protect, to defend, to save"
2734,OIr.,arachrin,\N,main,ara·chrin,/a.ɾaˈxʲɾʲinʲ/,v.,\N,"Originally a euphemism or slang expression meaning “shake it”, from Proto-Celtic *ɸarekriniti (compare Welsh ergryn (“tremble, fear”)) with the infixed pronoun a- (“it”), from *ɸare- (“in front”) + *kriniti (“to shake, sift”), from Proto-Indo-European *krinéh₁ti (“to shake, sift”), from Proto-Indo-European *kreh₁(y)-. Cognate with Welsh crynu (“to shake, shiver”), Latin cernō (“to sift, separate”), and Ancient Greek κρῑ́νω (krī́nō, “to separate”).","<div class=""oldirish bodytext"">to perish</div>",to perish,to perish
2734,OIr.,arachrin,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to wear out (deteriorate or become unusable or ineffective due to continued use, exposure, or strain), to decay</div>","to wear out (deteriorate or become unusable or ineffective due to continued use, exposure, or strain), to decay","to wear out (deteriorate or become unusable or ineffective due to continued use, exposure, or strain), to decay"
2734,OIr.,arachrin,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to fail (be wanting; fall short)</div>",to fail (be wanting; fall short),to fail (be wanting; fall short)
2735,OIr.,atbaill,\N,main,at·baill,/ad̪ˈβal̠ʲ/,v.,\N,"From ess- (“out of”) + Class B third-person singular neuter infixed pronoun d- (“it”) + Proto-Celtic *balnīti, from Proto-Indo-European *gʷelH- (“throw”). Thus literally ‘throw it’, originally either a euphemism or slang.\nThe preterite forms in at·bath- and the verbal noun apthu are from ess- + d- + original preterite passive form of baïd (“to die”), from Proto-Celtic *bayeti, from Proto-Indo-European *gʷeh₂- (“tread”) (via a euphemistic meaning similar to pass away).\nCompare Middle Welsh aballu (“die, perish”) (from *ad-balni-), Ancient Greek βάλλω (bállō, “throw”), Old English cwelan (“die”), Old Armenian կեղեմ (kełem, “torment, torture”), Lithuanian gėlà (“pain”)), compare Old Armenian կամ (kam, “to stand”), Latvian gāja (“went”).","<div class=""oldirish bodytext"">to perish, die</div>","to perish, die","to perish, die"
2736,OIr.,atbath,\N,main,at·bath,/ad̪ˈβaθ/,v.,\N,\N,"<div class=""oldirish bodytext"">second/third-person singular preterite deuterotonic of at·baill</div>",second/third-person singular preterite deuterotonic of at·baill,second/third-person singular preterite deuterotonic of at·baill
2737,OIr.,atreig,\N,main,at·reig,/ad̪ˈɾʲeɣʲ/,v.,\N,"ess- + infixed pronoun d- + Proto-Celtic *regeti (“to stretch, straighten”), from Proto-Indo-European *h₃reǵ- (“to straighten”).","<div class=""oldirish bodytext"">(reflexive) to rise, arise, get up</div>","(reflexive) to rise, arise, get up","to rise, arise, get up"
2738,OIr.,róe,1,main,\N,/ˈroːi̯/,n.,\N,\N,"<div class=""oldirish bodytext"">a withe or rope</div>",a withe or rope,a withe or rope
2739,OIr.,róe,2,main,roí,/ˈroːi̯/,n.,\N,"From Proto-Celtic *rowesyā, from Proto-Indo-European *rewh₁-. Cognate with Latin rūs (“countryside”), Old English rūm (English room).","<div class=""oldirish bodytext"">flat or level ground</div>",flat or level ground,flat or level ground
2739,OIr.,róe,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">a battlefield</div>",a battlefield,a battlefield
2739,OIr.,róe,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(by extension) a fight, battle</div>","(by extension) a fight, battle","a fight, battle"
2740,OIr.,benaid,\N,main,·ben,/ˈbʲe.nəðʲ/,v.,\N,"From Proto-Celtic *binati (“to strike, hit”), from Proto-Indo-European *bʰeyh₂- (“to strike”).","<div class=""oldirish bodytext"">to hit, strike, beat</div>","to hit, strike, beat","to hit, strike, beat"
2741,OIr.,cingid,\N,main,·cing,/ˈkʲiŋʲ.ɡʲəðʲ/,v.,\N,"From Proto-Celtic *kengeti (“tread, step, walk”), perhaps from Proto-Indo-European *(s)keng- (“limp”) (compare Old High German hinkan (“to limp”), Ancient Greek σκάζω (skázō, “I limp”) (from *skn̥gyóh₂)).","<div class=""oldirish bodytext"">to step, proceed, go</div>","to step, proceed, go","to step, proceed, go"
2742,OIr.,claidid,\N,main,·claid,/ˈkla.ðʲəðʲ/,v.,\N,From Proto-Celtic *kladeti. Cognate with Welsh claddu (“bury”) and Breton klazañ.,"<div class=""oldirish bodytext"">to dig</div>",to dig,to dig
2743,OIr.,uic,1,main,·uic,/ˈuɡʲ/,v.,\N,"From Proto-Celtic *onkeyeti, causative of *annketi, from Proto-Indo-European *h₂neḱ- (“to reach”).","<div class=""oldirish bodytext"">unattested by itself; takes various preverbs to form verbs</div>",unattested by itself; takes various preverbs to form verbs,unattested by itself; takes various preverbs to form verbs
2744,OIr.,uic,2,main,·ucc,/ˈuɡʲ/,v.,\N,"From Proto-Celtic *onkeyeti, causative of *annketi, from Proto-Indo-European *h₂neḱ- (“to reach”).","<div class=""oldirish bodytext"">second-person singular imperative perfective of beirid</div>",second-person singular imperative perfective of beirid,second-person singular imperative perfective of beirid
2745,OIr.,icc,\N,main,·icc,/ˈiɡʲ/,v.,\N,"From Proto-Celtic *annketi, from Proto-Indo-European *h₂neḱ- (“to reach”). The preterite ·ánaic is from Proto-Celtic *ānonke, from the Proto-Indo-European reduplicated perfect form *h₂eh₂nónḱe, compare Sanskrit आ॒नंश॑ (ānáṃśa, “I have attained”) (perfect of अ॒श्नु॒ते (aśnuté)).","<div class=""oldirish bodytext"">unattested by itself; takes various preverbs to form verbs</div>",unattested by itself; takes various preverbs to form verbs,unattested by itself; takes various preverbs to form verbs
2746,OIr.,conicc,\N,main,con·icc,/konˈikʲ/,v.,\N,From com- + ·icc.,"<div class=""oldirish bodytext"">to be able to, can</div>","to be able to, can","to be able to, can"
2746,OIr.,conicc,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to have power over</div>",to have power over,to have power over
2747,OIr.,conrig,\N,main,con·rig,/konˈrʲiɣʲ/,v.,\N,"From com- + Proto-Celtic *rigeti (“bind”), from Proto-Indo-European *Hreyǵ- (“to bind, reach”).","<div class=""oldirish bodytext"">to bind, fetter</div>","to bind, fetter","to bind, fetter"
2748,OIr.,crenaid,\N,main,·cren,/ˈkʲɾʲe.nəðʲ/,v.,\N,"From Proto-Celtic *kʷrinati, from Proto-Indo-European *kʷrinéh₂ti, nasal present stem of *kʷreyh₂- (“to buy”).\nCognate with Middle Cornish prena, Breton prenañ, Welsh prynu, Ancient Greek ἐπριάμην (epriámēn), Sanskrit क्रीणाति (krīṇāti) (root क्री (krī)), Old East Slavic кренути (krenuti), Tocharian B käry-.","<div class=""oldirish bodytext"">to buy, purchase</div>","to buy, purchase","to buy, purchase"
2749,OIr.,daimid,\N,main,·daim,/ˈd̪a.β̃ʲəðʲ/,v.,\N,"From Proto-Celtic *damyeti (“to allow, permit, endure”), from Proto-Indo-European *demh₂- (“to tame, domesticate”).","<div class=""oldirish bodytext"">to endure, suffer</div>","to endure, suffer","to endure, suffer"
2749,OIr.,daimid,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to submit to (a judgment), assent to (a decision)</div>","to submit to (a judgment), assent to (a decision)","to submit to (a judgment), assent to (a decision)"
2749,OIr.,daimid,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to permit, let</div>","to permit, let","to permit, let"
2749,OIr.,daimid,4,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to allow</div>",to allow,to allow
2750,OIr.,daum,\N,main,\N,/ˈd̪au̯β̃/,n.,\N,\N,"<div class=""oldirish bodytext"">dative singular of dam</div>",dative singular of dam,dative singular of dam
2751,OIr.,daumu,\N,main,\N,/ˈd̪au̯.β̃u/,n.,\N,\N,"<div class=""oldirish bodytext"">vocative/accusative plural of dam</div>",vocative/accusative plural of dam,vocative/accusative plural of dam
2752,OIr.,damaib,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">dative plural of dam</div>",dative plural of dam,dative plural of dam
2753,OIr.,Brangen,\N,main,\N,\N,n.,\N,"From Primitive Irish ᚁᚏᚐᚅᚑᚌᚓᚅᚔ (branogeni), from ᚁᚏᚐᚅᚔ (brani, “raven”), from Proto-Celtic *branos + *genos (“family, clan, birth”).","<div class=""oldirish bodytext"">a male given name</div>",a male given name,a male given name
