lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
2754,OIr.,Boidmal,\N,main,\N,\N,n.,\N,"From búaid (“victory, profit”), from Proto-Celtic *boudi (“booty, victory”) + mál, from Proto-Celtic *maglos (“noble, chief”).","<div class=""oldirish bodytext"">a male given name</div>",a male given name,a male given name
2755,OIr.,Muircath,\N,main,\N,\N,n.,\N,From muir (“sea”) + cath (“battle”).,"<div class=""oldirish bodytext"">a male given name</div>",a male given name,a male given name
2756,OIr.,dofuissim,\N,main,do·fuissim,/d̪oˈɸu.sʲəβ̃ʲ/,v.,\N,"From to- + uss- + Proto-Celtic *semeti (“pour”), from *semH- (“pump, draw water, scoop”). Cognate with Middle Welsh gwehynnu (“pour”) (from *uɸo-semo-), Old Breton douohinnom (glossing haustum; from *to-uɸo-semo-), Lithuanian sémti (“to pump, scoop”), Latin sentīna (“bilgewater”).","<div class=""oldirish bodytext"">to create</div>",to create,to create
2756,OIr.,dofuissim,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to beget (of a father)</div>",to beget (of a father),to beget (of a father)
2756,OIr.,dofuissim,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to bear (a child; of a mother)</div>",to bear (a child; of a mother),to bear (a child; of a mother)
2757,OIr.,dogoa,\N,main,do·goa,/d̪oˈɡo.a/,v.,\N,"to- + Proto-Celtic *guseti, from Proto-Indo-European *ǵéwseti, from Proto-Indo-European *ǵews-.\nThe future and preterite passive forms are analogical after do·gní (“to do”). The preterite 3sg. do·roígu also shows analogy with that verb; a preform *do·gú compared to do·gní (preterite 3sg. do·génai) would have an expected *do·roíge reformed to do·roígu to match. The present stem, including do·goa itself, was secondarily back-formed from the subjunctive stem as it was converted from an s-subjunctive to an a-subjunctive.","<div class=""oldirish bodytext"">to choose</div>",to choose,to choose
2758,OIr.,doicc,\N,main,do·icc,/d̪oˈhiɡʲ/,v.,\N,From to- + ·icc.,"<div class=""oldirish bodytext"">(transitive) to come to, approach</div>","(transitive) to come to, approach","to come to, approach"
2758,OIr.,doicc,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(intransitive) to come (move from further away to nearer to)</div>",(intransitive) to come (move from further away to nearer to),to come (move from further away to nearer to)
2759,OIr.,accai,\N,main,·accai,/ˈa.ki/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person singular present indicative prototonic of ad·cí</div>",second-person singular present indicative prototonic of ad·cí,second-person singular present indicative prototonic of ad·cí
2760,OIr.,accam,\N,main,·accam,\N,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present indicative prototonic of ad·cí</div>",first-person plural present indicative prototonic of ad·cí,first-person plural present indicative prototonic of ad·cí
2761,OIr.,accat,\N,main,·accat,/ˈa.kəd̪/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person plural present indicative prototonic of ad·cí</div>",third-person plural present indicative prototonic of ad·cí,third-person plural present indicative prototonic of ad·cí
2762,OIr.,ed ón,1,main,.i.,/ˌeð ˈoːn/,adv.,\N,\N,"<div class=""oldirish bodytext"">that is; namely; i.e.</div>",that is; namely; i.e.,that is; namely; i.e.
2763,OIr.,ed ón,2,main,hed ón,/ˌeð ˈoːn/,pron.,\N,\N,"<div class=""oldirish bodytext"">this, that</div>","this, that","this, that"
2764,OIr.,ꝉ,\N,main,\N,\N,conj.,\N,\N,"<div class=""oldirish bodytext"">scribal abbreviation of nó (“or”)</div>",scribal abbreviation of nó (“or”),scribal abbreviation of nó (“or”)
2765,OIr.,epir,\N,main,·epir,/ˈe.bʲəɾʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">second/third-person singular present indicative prototonic of as·beir</div>",second/third-person singular present indicative prototonic of as·beir,second/third-person singular present indicative prototonic of as·beir
2766,OIr.,erigem,\N,main,erigme,/ˈe.ɾʲə.ɣʲəβ̃/,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of airégem (“complaint”)</div>",alternative form of airégem (“complaint”),alternative form of airégem (“complaint”)
2767,OIr.,festais,\N,main,·festais,/ˈɸʲes.t̪əsʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person plural past subjunctive/conditional prototonic of ro·finnadar</div>",third-person plural past subjunctive/conditional prototonic of ro·finnadar,third-person plural past subjunctive/conditional prototonic of ro·finnadar
2768,OIr.,erut,\N,main,erutsu,\N,pron.,\N,\N,"<div class=""oldirish bodytext"">second-person singular of ar</div>",second-person singular of ar,second-person singular of ar
2769,OIr.,domoinethar,\N,main,do·moinethar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative form of do·muinethar</div>",alternative form of do·muinethar,alternative form of do·muinethar
2770,OIr.,domuinethar,\N,main,do·muinethar,/d̪oˈmu.nʲə.θəɾ/,v.,\N,From to- + ·muinethar.,"<div class=""oldirish bodytext"">to think, suppose</div>","to think, suppose","to think, suppose"
2771,OIr.,aball,\N,main,abla,/ˈa.βəl̪/,n.,\N,"From Proto-Celtic *aballā, from Proto-Indo-European *h₂ebl̥neh₂.","<div class=""oldirish bodytext"">apple tree</div>",apple tree,apple tree
2772,OIr.,apgitir,\N,main,\N,\N,n.,\N,Borrowed from Latin abecedārium.,"<div class=""oldirish bodytext"">alphabet</div>",alphabet,alphabet
2772,OIr.,apgitir,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">ABC (fundamentals of any subject)</div>",ABC (fundamentals of any subject),ABC (fundamentals of any subject)
2773,OIr.,asbeir do,\N,main,as·beir do,\N,v.,\N,\N,"<div class=""oldirish bodytext"">to call (name, refer to)</div>","to call (name, refer to)","to call (name, refer to)"
2773,OIr.,asbeir do,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to give (a name) to</div>",to give (a name) to,to give (a name) to
2773,OIr.,asbeir do,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">to apply a word to</div>",to apply a word to,to apply a word to
2774,OIr.,foir,\N,main,foirsom,/ˈɸoɾʲ/,pron.,\N,\N,"<div class=""oldirish bodytext"">third-person singular masculine/neuter accusative of for</div>",third-person singular masculine/neuter accusative of for,third-person singular masculine/neuter accusative of for
2775,OIr.,d-,\N,main,n-,\N,prefix,\N,\N,"<div class=""oldirish bodytext"">him (triggers nasalization)</div>",him (triggers nasalization),him (triggers nasalization)
2775,OIr.,d-,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">it (triggers lenition)</div>",it (triggers lenition),it (triggers lenition)
2776,OIr.,adcessa,\N,main,ad·cessa,/aðˈkʲe.sa/,v.,\N,\N,"<div class=""oldirish bodytext"">passive plural preterite deuterotonic of ad·cí</div>",passive plural preterite deuterotonic of ad·cí,passive plural preterite deuterotonic of ad·cí
2777,OIr.,atchessa,\N,main,at·chessa,/ad̪ˈxʲe.sa/,v.,\N,\N,"<div class=""oldirish bodytext"">passive plural past indicative deuterotonic of ad·cí (“to see”) with class A infixed neuter pronoun d-</div>",passive plural past indicative deuterotonic of ad·cí (“to see”) with class A infixed neuter pronoun d-,passive plural past indicative deuterotonic of ad·cí (“to see”) with class A infixed neuter pronoun d-
2778,OIr.,adchí,\N,main,ad·chí,/aðˈxʲiː/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ad·cí</div>",lenited form of ad·cí,lenited form of ad·cí
2779,OIr.,adcíther,\N,main,ad·cíther,/aðˈkʲiː.θʲəɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">passive singular present indicative deuterotonic of ad·cí</div>",passive singular present indicative deuterotonic of ad·cí,passive singular present indicative deuterotonic of ad·cí
2780,OIr.,adciam,\N,main,ad·cïam,/aðˈkʲi.əβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present indicative deuterotonic of ad·cí</div>",first-person plural present indicative deuterotonic of ad·cí,first-person plural present indicative deuterotonic of ad·cí
2781,OIr.,adcichitis,\N,main,ad·cichitis,/aðˈkʲi.xʲə.d̠ʲəsʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person plural conditional deuterotonic of ad·cí</div>",third-person plural conditional deuterotonic of ad·cí,third-person plural conditional deuterotonic of ad·cí
2782,OIr.,adced,\N,main,ad·ced,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ad·ceid</div>",alternative spelling of ad·ceid,alternative spelling of ad·ceid
2783,OIr.,adceid,\N,main,ad·ceid,/aðˈkʲeðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">second-person plural present subjunctive deuterotonic of ad·cí</div>",second-person plural present subjunctive deuterotonic of ad·cí,second-person plural present subjunctive deuterotonic of ad·cí
2784,OIr.,adcíi,\N,main,ad·cíi,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ad·cí</div>",alternative spelling of ad·cí,alternative spelling of ad·cí
2785,OIr.,adchíther,\N,main,ad·chíther,/aðˈxʲiː.θʲəɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ad·cíther</div>",lenited form of ad·cíther,lenited form of ad·cíther
2786,OIr.,accathar,\N,main,·accathar,/ˈa.kə.θəɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present subjunctive prototonic of ad·cí</div>",third-person singular present subjunctive prototonic of ad·cí,third-person singular present subjunctive prototonic of ad·cí
2787,OIr.,accadar,\N,main,·accadar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative form of ·accathar</div>",alternative form of ·accathar,alternative form of ·accathar
2788,OIr.,adcethe,\N,main,ad·cethe,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ad·ceithe</div>",alternative spelling of ad·ceithe,alternative spelling of ad·ceithe
2789,OIr.,adceithe,\N,main,ad·ceithe,/aðˈkʲe.θʲe/,v.,\N,\N,"<div class=""oldirish bodytext"">inflection of ad·cí:; passive singular past subjunctive deuterotonic</div>",inflection of ad·cí:; passive singular past subjunctive deuterotonic,inflection of ad·cí:
2789,OIr.,adceithe,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of ad·cí:; second-person plural past subjunctive deuterotonic</div>",inflection of ad·cí:; second-person plural past subjunctive deuterotonic,inflection of ad·cí:
2790,OIr.,adcess,\N,main,ad·cess,/aðˈkʲes/,v.,\N,\N,"<div class=""oldirish bodytext"">passive singular preterite deuterotonic of ad·cí</div>",passive singular preterite deuterotonic of ad·cí,passive singular preterite deuterotonic of ad·cí
2791,OIr.,adchess,\N,main,ad·chess,/aðˈxʲes/,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of ad·cess</div>",lenited form of ad·cess,lenited form of ad·cess
2792,OIr.,atobcí,\N,main,atob·cí,/a.d̪oβˈkʲiː/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative deuterotonic of ad·cí (“see, perceive”) with class C infixed pronoun dob-</div>","third-person singular present indicative deuterotonic of ad·cí (“see, perceive”) with class C infixed pronoun dob-","third-person singular present indicative deuterotonic of ad·cí (“see, perceive”) with class C infixed pronoun dob-"
2793,OIr.,acastar,\N,main,·acastar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ·accastar</div>",alternative spelling of ·accastar,alternative spelling of ·accastar
2794,OIr.,n-acastar,\N,main,·n-acastar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ·acastar; alternative form of ·n-accastar</div>",eclipsed form of ·acastar; alternative form of ·n-accastar,eclipsed form of ·acastar; alternative form of ·n-accastar
2795,OIr.,n-accastar,\N,main,·n-accastar,\N,v.,\N,\N,"<div class=""oldirish bodytext"">eclipsed form of ·accastar</div>",eclipsed form of ·accastar,eclipsed form of ·accastar
2796,OIr.,accastar,\N,main,·accastar,/ˈa.kəs.t̪əɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">passive singular present indicative/subjunctive prototonic of ad·cí</div>",passive singular present indicative/subjunctive prototonic of ad·cí,passive singular present indicative/subjunctive prototonic of ad·cí
2797,OIr.,accatar,\N,main,·accatar,/ˈa.kə.d̪əɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person plural preterite/perfect prototonic of ad·cí</div>",third-person plural preterite/perfect prototonic of ad·cí,third-person plural preterite/perfect prototonic of ad·cí
2798,OIr.,ísle,1,main,\N,/ˈiː.sʲl̠ʲe/,n.,\N,From ísel + -e.,"<div class=""oldirish bodytext"">(geography, sound, etc.) lowness</div>","(geography, sound, etc.) lowness",lowness
2798,OIr.,ísle,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(figuratively) lowliness, humility, meanness; depression, low spirits; (of people) commoners</div>","(figuratively) lowliness, humility, meanness; depression, low spirits; (of people) commoners","lowliness, humility, meanness; depression, low spirits; (of people) commoners"
2799,OIr.,ísle,2,main,\N,/ˈiː.sʲl̠ʲe/,adj.,\N,From ísel + -e.,"<div class=""oldirish bodytext"">genitive singular feminine of ísel</div>",genitive singular feminine of ísel,genitive singular feminine of ísel
2800,OIr.,máthar,\N,main,\N,/ˈmaː.θəɾ/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of máthir</div>",genitive singular of máthir,genitive singular of máthir
2801,OIr.,laithe,\N,main,\N,/ˈl̪a.θʲe/,n.,\N,"From Proto-Celtic *latyom, from Proto-Indo-European *leh₁t- (“warm part of the year”). Cognate with Proto-Slavic *lěto n (“summer, year”). Probably unrelated to lá.","<div class=""oldirish bodytext"">day, daytime, daylight</div>","day, daytime, daylight","day, daytime, daylight"
2802,OIr.,beithir,\N,main,bethrach,/ˈbʲe.θʲəɾʲ/,n.,\N,"Possibly from Proto-Celtic *betrixs. The sense of “bear”, according to MacBain, was undoubtedly influenced by or borrowed from Proto-Germanic *berô, but the word also had the sense of “wild beast, serpent, monster”, and the like, which could be a Celtic descendant of the source of Latin bēstia (“wild beast”), itself of uncertain origin","<div class=""oldirish bodytext"">bear</div>",bear,bear
2802,OIr.,beithir,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">warrior, hero</div>","warrior, hero","warrior, hero"
2803,OIr.,latt,\N,main,\N,\N,pron.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of lat: second-person singular of la (“with”)</div>",alternative spelling of lat: second-person singular of la (“with”),alternative spelling of lat: second-person singular of la (“with”)
2804,OIr.,midlachda,\N,main,\N,\N,adj.,\N,From midlach (“coward”) + -de.,"<div class=""oldirish bodytext"">timid, cowardly</div>","timid, cowardly","timid, cowardly"
2805,OIr.,bratt,\N,main,braitt,/ˈbɾat̪/,n.,\N,From Proto-Celtic *brattos.,"<div class=""oldirish bodytext"">cloak</div>",cloak,cloak
2805,OIr.,bratt,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">cloth</div>",cloth,cloth
2806,OIr.,mesai,\N,main,\N,/ˈmʲe.si/,n.,\N,\N,"<div class=""oldirish bodytext"">nominative plural of mess</div>",nominative plural of mess,nominative plural of mess
2807,OIr.,-tu,1,main,\N,\N,suffix,\N,"From Proto-Celtic *-tūts (stem *-tūt-; compare Welsh -tid), from Proto-Indo-European *-tuHts (whence Latin -tūs and Gothic -𐌳𐌿𐌸𐍃 (-dūþs)).","<div class=""oldirish bodytext"">-ness, -ity</div>","-ness, -ity","-ness, -ity"
2808,OIr.,-tu,2,main,\N,\N,suffix,\N,\N,"<div class=""oldirish bodytext"">alternative form of -tiu (verbal noun suffix)</div>",alternative form of -tiu (verbal noun suffix),alternative form of -tiu (verbal noun suffix)
2809,OIr.,lachtna,\N,main,\N,\N,adj.,\N,From lacht (“milk”).,"<div class=""oldirish bodytext"">milk coloured; gray, dun</div>","milk coloured; gray, dun","milk coloured; gray, dun"
2809,OIr.,lachtna,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(of garments) the colour of unbleached wool</div>",(of garments) the colour of unbleached wool,the colour of unbleached wool
2810,OIr.,Lachtnae,\N,main,\N,\N,n.,\N,"From lachtna (“milk-coloured, grey”).","<div class=""oldirish bodytext"">a male given name</div>",a male given name,a male given name
2811,OIr.,Lachtnán,\N,main,Lachtnáin,\N,n.,\N,From Lachtnae + -án.,"<div class=""oldirish bodytext"">a male given name</div>",a male given name,a male given name
2812,OIr.,bristi,1,main,\N,/ˈbʲɾʲisʲ.t̠ʲi/,v.,\N,\N,"<div class=""oldirish bodytext"">passive plural preterite of brisid</div>",passive plural preterite of brisid,passive plural preterite of brisid
