id,match_str,lex_ref_link_id,lex_ref_gloss,lex_master_id,lex_master_gloss,lemma
4872,nudiustertius,10244,NULL,NULL,NULL,nudiuustertus
4876,fēsiae,10710,NULL,NULL,NULL,fēsia
4878,gentum,11185,NULL,NULL,NULL,gentus
4882,nationu,11303,NULL,NULL,NULL,natio
4883,nōtū,11362,NULL,NULL,NULL,nōtū
4885,ōcissimē,11974,NULL,NULL,NULL,ōcissem
4892,Iūnō,13040,NULL,NULL,NULL,eo
4894,angiportum,13279,NULL,NULL,NULL,angiportus
4896,iocinoris,14474,NULL,NULL,NULL,iocinus
4898,canum,15042,NULL,NULL,NULL,canum
4899,licuus,15193,NULL,NULL,NULL,licuus
4900,mātrīnus,15373,NULL,NULL,NULL,mātrīnus
4908,pessumus,16405,NULL,NULL,NULL,pessumus
4911,coctum,16530,NULL,NULL,NULL,coctus
4918,locī,18297,NULL,NULL,NULL,loc
4921,ūrīnārī,19004,NULL,NULL,NULL,ūrīnārī
4927,ēuēlātus,23142,NULL,NULL,NULL,ēuēlātus
4931,Bōcōnia,24388,NULL,NULL,NULL,Bōcōnia
4932,battō,24577,NULL,NULL,NULL,batior
4945,brīsāre,27668,NULL,NULL,NULL,brīsumo
4950,dumnē,28428,NULL,NULL,NULL,dumnum
4951,Iūlius,28599,NULL,NULL,NULL,Iūlius
4962,fēsiae,32709,NULL,NULL,NULL,fēsia
4964,eisdem,33884,NULL,NULL,NULL,idem
4968,heu,34573,NULL,NULL,NULL,heor
4975,assarātum,37301,NULL,NULL,NULL,assarātus
4976,reduuiae,37425,NULL,NULL,NULL,reduuia
4977,galērus,38614,NULL,NULL,NULL,galērus
4983,gerra,40020,NULL,NULL,NULL,gerra
4990,fauissae,43258,NULL,NULL,NULL,fauis
5002,caudica,47527,NULL,NULL,NULL,caudica
5014,Lallia,53887,NULL,NULL,NULL,Lallia
5015,dīligere,54351,NULL,NULL,NULL,dīligo
5016,Losna,56291,NULL,NULL,NULL,losuo
5020,mahonus,56946,NULL,NULL,NULL,mahonus
5022,mihi,57137,NULL,NULL,NULL,ego
5024,micciō,58041,NULL,NULL,NULL,
5032,mutidus,60331,NULL,NULL,NULL,mutidus
5037,nuō,61190,NULL,NULL,NULL,nuō
5049,Quinctius,63727,NULL,NULL,NULL,Quinctius
5062,rūmināre,67800,NULL,NULL,NULL,rūmināe
5076,Pennocrucium,71887,NULL,NULL,NULL,Pennocrucium
5078,scutilus,72992,NULL,NULL,NULL,scutilus
5102,contamināre,79132,NULL,NULL,NULL,contamināe
5112,uāpulāre,82592,NULL,NULL,NULL,uāpulāre
5132,flāre,351,NULL,NULL,NULL,flāer
5133,fūi,506,NULL,NULL,NULL,fūes
5139,ingruī,1944,NULL,NULL,NULL,ingrum
5140,iēcī,2257,NULL,NULL,NULL,iēcī
5141,coēpī,2436,NULL,NULL,NULL,coēpī
5148,cucurrī,3959,NULL,NULL,NULL,cuco
5149,clepere,4053,NULL,NULL,NULL,clepo
