lex_ref_link_id,orig_word_id,reflex,gloss_eng,master_lemma,master_entry_str,new_word_id
37162,300215,ā́satē,"they sit","ās (आस्)","2. ās (आस्)   cl. 2. Ā. āsté (आस्ते॑) (and āsáte (आसते॑), AV. xi, 8, 32, &c.; Impv. 2. sg. ās-sva (आस्-स्व), āsva (आस्व), and āsasva (आसस्व); 2. pl. ādhvam (आध्वम्); p. āsāna (आसान), āsat (आसत्) [R.], and āsīna (आसीन) [see below]; āsāṃ-cakre (आसां-चक्रे) [Pāṇ. iii, 1, 87]; āsiṣyate (आसिष्यते); āsiṣṭa (आसिष्ट); āsitum (आसितुम्)) to sit, sit down, rest, lie, RV.; AV.; ŚBr.; Mn.; MBh.; Śak. &c.; to be present; to exist; to inhabit, dwell in; to make one's abode in RV.; AV.; VS.; MBh. &c.; to sit quietly, abide, remain, continue, RV.; AV. &c.; to cease, have an end, Pañcat.; Daś.; Hit. &c.; to solemnize, celebrate; to do anything without interruption; to continue doing anything; to continue in any situation; to last;  (it is used in the sense of ‘continuing’, with a participle, adj., or subst., e.g. etat sāma gāyann āste (एतत् साम गायन्न् आस्ते), ‘he continues singing this verse’; with an indeclinable participle in tvā (त्वा), ya (य), or am (अम्), e.g. upa-rudhya arim āsīta (उप-रुध्य अरिम् आसीत), ‘he should continue blockading the foe’; with an adverb, e.g. tūṣṇīm āste (तूष्णीम् आस्ते), ‘he continues quiet’; sukham āsva (सुखम् आस्व), ‘continue well’; with an inst. case, e.g. sukhenā (सुखेना)ste, ‘he continues well’; with a dat. case, e.g. āstāṃ tuṣṭaye (आस्तां तुष्टये), ‘may it be to your satisfaction’) : Caus. āsayati (आसयति), to cause any one to sit down Comm. on Pāṇ. : Desid. Ā. āsisiṣate (आसिसिषते), ib.;",NULL
61833,300217,ā́-ḥ,mouth,"ās (आस्)","4. ās (आस्)   n. (?) mouth, face, (only in abl. and instr.) āsas (आसस्) (with the prep. ā (आ)), from mouth to mouth, in close proximity, RV. vii, 99, 7 āsā (आसा) and āsayā (आसया) (generally used as an adv.), before one's eyes by word of mouth personally present in one's own person immediately, RV. vi, 16, 9, &c.",NULL
34524,300226,ḗmi,go,"i (इ)","5. i (इ)   cl. 2. P. etí (एति॑) (Impv. 2. sg. ihi (इहि)) and 1. P. Ā. ayáti (अयति॑), ayate (अयते) [cf. √ ay (अय्)], (pf. iyāya (इयाय) [2. sg. iyathá (इयथ), AV. viii, 1, 10, and iyethá (इयेथ), RV.] fut. eṣyati (एष्यति); aor. aiṣīt (ऐषीत्); inf. etum (एतुम्), etáve (एतवे॑), RV. & AV., etávai (एतवै॑), RV. etós (एतो॑स्), RV. ityai (इत्यै), RV. i, 113, 6; 124, 1) to go, walk; to flow; to blow; to advance, spread, get about; to go to or towards (with acc.), come, RV.; AV.; ŚBr.; MBh.; R.; Hit.; Ragh. &c.; to go away, escape, pass, retire, RV.; AV.; ŚBr.; R.; to arise from, come from, RV.; ChUp.; to return (in this sense only fut.), MBh.; R.;  (with punar (पुनर्)) to come back again, return, MBh.; R.; Pañcat. &c.; to succeed, Mn. iii, 127; to arrive at, reach, obtain, RV.; AV.; ŚBr.; Śak.; Hit. &c.; to fall into, come to; to approach with prayers, gain by asking (cf. ita (इत)); to undertake anything (with acc.); to be employed in, go on with, continue in any condition or relation (with a part. or instr., e.g. asura-rakṣasāni mṛdyamānāni yanti (असुर-रक्षसानि मृद्यमानानि यन्ति), ‘the āsura (आसुर)s and Rakshases are being continually crushed’, ŚBr. i, 1, 4, 14; gavāmayanene (गवामयनेने)yuH, ‘they, were engaged in the [festival called] ghavāmayana (घव्āमयन)’, KātyŚr. xxv, 5, 2); to appear, be, KaṭhUp. : Intens. Ā. īyáte (ईयते॑) (RV. i, 30, 18; p. iyāna (इयान), RV.; inf. iyadhyái (इयध्यै), RV. vi, 20, 8) to go quickly or repeatedly; to come, wander, run, spread, get about, RV.; AV.; VS.; to appear, make one's appearance, RV.; AV.; BṛĀrUp.; to approach any one with requests (with two acc.), ask, request, RV.; AV.: Pass. īyáte (ईयते॑), to be asked or requested, RV.: Caus. āyayati (आययति), to cause to go or escape, Vop.;",NULL
34527,300226,áya-tē,go,"i (इ)","5. i (इ)   cl. 2. P. etí (एति॑) (Impv. 2. sg. ihi (इहि)) and 1. P. Ā. ayáti (अयति॑), ayate (अयते) [cf. √ ay (अय्)], (pf. iyāya (इयाय) [2. sg. iyathá (इयथ), AV. viii, 1, 10, and iyethá (इयेथ), RV.] fut. eṣyati (एष्यति); aor. aiṣīt (ऐषीत्); inf. etum (एतुम्), etáve (एतवे॑), RV. & AV., etávai (एतवै॑), RV. etós (एतो॑स्), RV. ityai (इत्यै), RV. i, 113, 6; 124, 1) to go, walk; to flow; to blow; to advance, spread, get about; to go to or towards (with acc.), come, RV.; AV.; ŚBr.; MBh.; R.; Hit.; Ragh. &c.; to go away, escape, pass, retire, RV.; AV.; ŚBr.; R.; to arise from, come from, RV.; ChUp.; to return (in this sense only fut.), MBh.; R.;  (with punar (पुनर्)) to come back again, return, MBh.; R.; Pañcat. &c.; to succeed, Mn. iii, 127; to arrive at, reach, obtain, RV.; AV.; ŚBr.; Śak.; Hit. &c.; to fall into, come to; to approach with prayers, gain by asking (cf. ita (इत)); to undertake anything (with acc.); to be employed in, go on with, continue in any condition or relation (with a part. or instr., e.g. asura-rakṣasāni mṛdyamānāni yanti (असुर-रक्षसानि मृद्यमानानि यन्ति), ‘the āsura (आसुर)s and Rakshases are being continually crushed’, ŚBr. i, 1, 4, 14; gavāmayanene (गवामयनेने)yuH, ‘they, were engaged in the [festival called] ghavāmayana (घव्āमयन)’, KātyŚr. xxv, 5, 2); to appear, be, KaṭhUp. : Intens. Ā. īyáte (ईयते॑) (RV. i, 30, 18; p. iyāna (इयान), RV.; inf. iyadhyái (इयध्यै), RV. vi, 20, 8) to go quickly or repeatedly; to come, wander, run, spread, get about, RV.; AV.; VS.; to appear, make one's appearance, RV.; AV.; BṛĀrUp.; to approach any one with requests (with two acc.), ask, request, RV.; AV.: Pass. īyáte (ईयते॑), to be asked or requested, RV.: Caus. āyayati (आययति), to cause to go or escape, Vop.;",NULL
34541,300226,ihí,NULL,"i (इ)","5. i (इ)   cl. 2. P. etí (एति॑) (Impv. 2. sg. ihi (इहि)) and 1. P. Ā. ayáti (अयति॑), ayate (अयते) [cf. √ ay (अय्)], (pf. iyāya (इयाय) [2. sg. iyathá (इयथ), AV. viii, 1, 10, and iyethá (इयेथ), RV.] fut. eṣyati (एष्यति); aor. aiṣīt (ऐषीत्); inf. etum (एतुम्), etáve (एतवे॑), RV. & AV., etávai (एतवै॑), RV. etós (एतो॑स्), RV. ityai (इत्यै), RV. i, 113, 6; 124, 1) to go, walk; to flow; to blow; to advance, spread, get about; to go to or towards (with acc.), come, RV.; AV.; ŚBr.; MBh.; R.; Hit.; Ragh. &c.; to go away, escape, pass, retire, RV.; AV.; ŚBr.; R.; to arise from, come from, RV.; ChUp.; to return (in this sense only fut.), MBh.; R.;  (with punar (पुनर्)) to come back again, return, MBh.; R.; Pañcat. &c.; to succeed, Mn. iii, 127; to arrive at, reach, obtain, RV.; AV.; ŚBr.; Śak.; Hit. &c.; to fall into, come to; to approach with prayers, gain by asking (cf. ita (इत)); to undertake anything (with acc.); to be employed in, go on with, continue in any condition or relation (with a part. or instr., e.g. asura-rakṣasāni mṛdyamānāni yanti (असुर-रक्षसानि मृद्यमानानि यन्ति), ‘the āsura (आसुर)s and Rakshases are being continually crushed’, ŚBr. i, 1, 4, 14; gavāmayanene (गवामयनेने)yuH, ‘they, were engaged in the [festival called] ghavāmayana (घव्āमयन)’, KātyŚr. xxv, 5, 2); to appear, be, KaṭhUp. : Intens. Ā. īyáte (ईयते॑) (RV. i, 30, 18; p. iyāna (इयान), RV.; inf. iyadhyái (इयध्यै), RV. vi, 20, 8) to go quickly or repeatedly; to come, wander, run, spread, get about, RV.; AV.; VS.; to appear, make one's appearance, RV.; AV.; BṛĀrUp.; to approach any one with requests (with two acc.), ask, request, RV.; AV.: Pass. īyáte (ईयते॑), to be asked or requested, RV.: Caus. āyayati (आययति), to cause to go or escape, Vop.;",NULL
34595,300226,étum,NULL,"i (इ)","5. i (इ)   cl. 2. P. etí (एति॑) (Impv. 2. sg. ihi (इहि)) and 1. P. Ā. ayáti (अयति॑), ayate (अयते) [cf. √ ay (अय्)], (pf. iyāya (इयाय) [2. sg. iyathá (इयथ), AV. viii, 1, 10, and iyethá (इयेथ), RV.] fut. eṣyati (एष्यति); aor. aiṣīt (ऐषीत्); inf. etum (एतुम्), etáve (एतवे॑), RV. & AV., etávai (एतवै॑), RV. etós (एतो॑स्), RV. ityai (इत्यै), RV. i, 113, 6; 124, 1) to go, walk; to flow; to blow; to advance, spread, get about; to go to or towards (with acc.), come, RV.; AV.; ŚBr.; MBh.; R.; Hit.; Ragh. &c.; to go away, escape, pass, retire, RV.; AV.; ŚBr.; R.; to arise from, come from, RV.; ChUp.; to return (in this sense only fut.), MBh.; R.;  (with punar (पुनर्)) to come back again, return, MBh.; R.; Pañcat. &c.; to succeed, Mn. iii, 127; to arrive at, reach, obtain, RV.; AV.; ŚBr.; Śak.; Hit. &c.; to fall into, come to; to approach with prayers, gain by asking (cf. ita (इत)); to undertake anything (with acc.); to be employed in, go on with, continue in any condition or relation (with a part. or instr., e.g. asura-rakṣasāni mṛdyamānāni yanti (असुर-रक्षसानि मृद्यमानानि यन्ति), ‘the āsura (आसुर)s and Rakshases are being continually crushed’, ŚBr. i, 1, 4, 14; gavāmayanene (गवामयनेने)yuH, ‘they, were engaged in the [festival called] ghavāmayana (घव्āमयन)’, KātyŚr. xxv, 5, 2); to appear, be, KaṭhUp. : Intens. Ā. īyáte (ईयते॑) (RV. i, 30, 18; p. iyāna (इयान), RV.; inf. iyadhyái (इयध्यै), RV. vi, 20, 8) to go quickly or repeatedly; to come, wander, run, spread, get about, RV.; AV.; VS.; to appear, make one's appearance, RV.; AV.; BṛĀrUp.; to approach any one with requests (with two acc.), ask, request, RV.; AV.: Pass. īyáte (ईयते॑), to be asked or requested, RV.: Caus. āyayati (आययति), to cause to go or escape, Vop.;",NULL
22651,300244,u,"also, on the other hand, in turn, on the contrary","u (उ)","3. u (उ)   ind. an enclitic copula used frequently in the Veda (Vएद)s; (as a particle implying restriction and antithesis, generally after pronominals, prepositions, particles, and before nu (नु) and su (सु), equivalent to) and, also, further; on the other hand (especially in connexion with a relative, e.g. ya u (य उ), he on the contrary who &c.) This particle may serve to give emphasis, like id (इद्) and eva (एव), especially after prepositions or demonstrative pronouns, in conjunction with nu (नु), vai (वै), hi (हि), cid (चिद्), &c. (e.g. ayam ú vām purutamo (अयम् उ वा॑म् पुरुतमो) … johavīti (जोहवीति) [RV. iii, 62, 2], this very person [your worshipper] invokes you &c.) It is especially used in the figure of speech called Anaphora, and particularly when the pronouns are repeated (e.g. tam ú stuṣa indram tam gṛṇīṣe (तम् उ स्तु॑ष इन्द्रम् तम् गृणीषे) [RV. ii, 20, 4], him I praise, īndra (ईन्द्र), him I sing). It may be used in drawing a conclusion, like the English ‘now’ (e.g. tad ú tathā na kuryāt (तद् उ तथा॑ न कुर्यात्) [ŚBr. v, 2, 2, 3], that now he should not do in such a manner), and is frequently found in interrogative sentences (e.g. ka ú tac ciketa (क उ तच् चि॑केत) [RV. i, 164, 48], who, I ask, should know that?) phāṇini (फ्āṇइनि) calls this particle uñ (उञ्) to distinguish it from the interrogative u (उ). In the phada-pāṭha (फद-प्āṭह) it is written ūm (ऊम्). In the classical language u (उ) occurs only after atha (अथ), na (न), and kim (किम्), with a slight modification of the sense, and often only as an expletive (see kim (किम्)); u (उ) — u (उ) or u (उ) — uta (उत), on the one hand — on the other hand; partly — partly; as well — as.",NULL
22657,300248,u-tā,"on the one hand - on the other hand, now - now, both - and; and, also","uta (उत)","2. uta (उत)   ind. and, also, even, or, RV.; AV.; ŚBr.; ChUp. &c. often used for the sake of emphasis, especially at the end of a line after iti (इति) or a verb (e.g. sarva-bhūtāni tam pārtha sadā paribhavanty uta (सर्व-भूतानि तम् पार्थ सदा परिभवन्त्य् उत), all creatures, O king, certainly always despise him, MBh. iii, 1026), MBh.; Bhag. &c. (As an interrogative particle, generally at the beginning of the second or following part of a double interrogation) or, utrum-an (e.g. katham nirṇīyate kiṃ syān niṣkāraṇo bandhur uta viśvāsa-ghātakaḥ (कथम् निर्णीयते किं स्यान् निष्कारणो बन्धुर् उत विश्वास-घातकः), how can it be decided whether he be a friend without a motive or a violator of confidence? Hit.), Kum.; Kathās.; Bhartṛ.; Sāh. &c. in this sense it may be strengthened by āho (आहो) (e.g. kaccit tvam asi mānuṣī utā (कच्चित् त्वम् असि मानुषी उता)ho surANganA, art thou a mortal woman or divine? ṅala (ङल)), or by āho-svit (आहो-स्वित्) (e.g. śālihotraḥ kiṃ nu syād utā (शालिहोत्रः किं नु स्याद् उता)hosvid rAjA nalaH, can it be Śālihotra (Śāलिहोत्र) or king ṅala (ङल)?) Rarely kim (किम्) is repeated before uta (उत) used in this sense (e.g. kim nu svargāt prāptā tasyā rūpeṇa kimutā (किम् नु स्वर्गात् प्राप्ता तस्या रूपेण किमुता)nyAgatA, has she arrived from heaven or has another come in her form? Mṛcch.), Amar.; MBh. &c. (As a particle of wishing, especially at the beginning of a sentence followed by a potential) would that! utinam! (e.g. utā (उता)DIyIta, would that he would read!) (uta (उत) preceded by kim (किम्)) on the contrary, how much more, how much less (e.g. samartho 'si sahasram api jetuṃ kimutai (समर्थो ऽसि सहस्रम् अपि जेतुं किमुतै)kam, thou art able to conquer even a thousand, how much more one, R.), Śak.; Vikr.; Ragh. &c. (uta (उत) preceded by prati (प्रति)) on the contrary, rather (e.g. eṣa pṛṣṭo 'smābhir na jalpati hanti praty-uta pāṣāṇaiḥ (एष पृष्टो ऽस्माभिर् न जल्पति हन्ति प्रत्य्-उत पाषाणैः), this one questioned by us does not speak, but rather throws stones at us), Kathās.; Pañcat. &c. uta vā (उत वा), or else, and (e.g. samudrād uta vā purīṣāt (समुद्राद् उत वा पुरीषात्), from the sea or from the moisture in the air) vā (वा) — uta vā (उत वा) or utā (उता)ho vApi — vā (वा), either — or uta (उत) — uta (उत), both — and (e.g. uta balavān utā (उत बलवान् उता)balaH, both the strong and the weak) kim (किम्) — uta vā (उत वा), whether — or else.",NULL
36279,300308,íy-ar-ti,"sets in motion","ṛ (ऋ)","4. ṛ (ऋ)   cl. 1. 3. 5.P. ṛcchati (ऋच्छति), iyarti (इयर्ति), ṛṇoti (ऋणोति), and ṛṇvati (ऋण्वति) (only Ved.);  āra (आर), ariṣyati (अरिष्यति), ārat (आरत्), and ārṣīt (आर्षीत्), to go, move, rise, tend upwards, RV.; Nir. &c.; to go towards, meet with, fall upon or into, reach, obtain, RV.; AV.; ŚBr.; ChUp.; MBh. &c.; to fall to one's share, occur, befall (with acc.), RV.; AitBr.; ŚBr.; Mn. &c.; to advance towards a foe, attack, invade, ŚBr.; MBh.; Mn.; to hurt, offend, ŚBr. vii; to move, excite, erect, raise, (iyárti vācam (इयर्ति॑ वाचम्), he raises his voice, RV. ii, 42, 2; stomā́n iyarmi (स्तोमा॑न् इयर्मि), I sing hymns, RV. i, 116, 1), RV.; AV. vi, 22, 3 : Caus. arpayati (अर्पयति), to cause to move, throw, cast, AV. x, 9, 1; Ragh. &c.; to cast through, pierce, AV.; to put in or upon, place, insert, fix into or upon, fasten, RV.; Śāk.; Kum.; Bhag. &c.; to place on, apply, Kathās.; Ratnāv.; Ragh. &c.; to direct or turn towards, R.; Bhag. &c.; to deliver up, surrender, offer, reach over, present, give, Yājñ.; Pañcat.; Vikr. &c.; to give back, restore, Mn. viii, 191; Yājñ.; Śak. &c.: Ved. Intens. alarti (अलर्ति), RV. viii, 48, 8;  (2. sg. alarṣi (अलर्षि), RV. viii, 1, 7; Pāṇ. vii, 4, 65); to move or go towards with speed or zeal: Class. Intens. Ā. arāryate (अरार्यते) (Pāṇ. vii, 4, 30), to wander about, hasten towards, Bhaṭṭ.; Pat., Kāś.;",NULL
36282,300308,álarti,"sets in motion","ṛ (ऋ)","4. ṛ (ऋ)   cl. 1. 3. 5.P. ṛcchati (ऋच्छति), iyarti (इयर्ति), ṛṇoti (ऋणोति), and ṛṇvati (ऋण्वति) (only Ved.);  āra (आर), ariṣyati (अरिष्यति), ārat (आरत्), and ārṣīt (आर्षीत्), to go, move, rise, tend upwards, RV.; Nir. &c.; to go towards, meet with, fall upon or into, reach, obtain, RV.; AV.; ŚBr.; ChUp.; MBh. &c.; to fall to one's share, occur, befall (with acc.), RV.; AitBr.; ŚBr.; Mn. &c.; to advance towards a foe, attack, invade, ŚBr.; MBh.; Mn.; to hurt, offend, ŚBr. vii; to move, excite, erect, raise, (iyárti vācam (इयर्ति॑ वाचम्), he raises his voice, RV. ii, 42, 2; stomā́n iyarmi (स्तोमा॑न् इयर्मि), I sing hymns, RV. i, 116, 1), RV.; AV. vi, 22, 3 : Caus. arpayati (अर्पयति), to cause to move, throw, cast, AV. x, 9, 1; Ragh. &c.; to cast through, pierce, AV.; to put in or upon, place, insert, fix into or upon, fasten, RV.; Śāk.; Kum.; Bhag. &c.; to place on, apply, Kathās.; Ratnāv.; Ragh. &c.; to direct or turn towards, R.; Bhag. &c.; to deliver up, surrender, offer, reach over, present, give, Yājñ.; Pañcat.; Vikr. &c.; to give back, restore, Mn. viii, 191; Yājñ.; Śak. &c.: Ved. Intens. alarti (अलर्ति), RV. viii, 48, 8;  (2. sg. alarṣi (अलर्षि), RV. viii, 1, 7; Pāṇ. vii, 4, 65); to move or go towards with speed or zeal: Class. Intens. Ā. arāryate (अरार्यते) (Pāṇ. vii, 4, 30), to wander about, hasten towards, Bhaṭṭ.; Pat., Kāś.;",NULL
36286,300308,āra,"rises, moves","ṛ (ऋ)","4. ṛ (ऋ)   cl. 1. 3. 5.P. ṛcchati (ऋच्छति), iyarti (इयर्ति), ṛṇoti (ऋणोति), and ṛṇvati (ऋण्वति) (only Ved.);  āra (आर), ariṣyati (अरिष्यति), ārat (आरत्), and ārṣīt (आर्षीत्), to go, move, rise, tend upwards, RV.; Nir. &c.; to go towards, meet with, fall upon or into, reach, obtain, RV.; AV.; ŚBr.; ChUp.; MBh. &c.; to fall to one's share, occur, befall (with acc.), RV.; AitBr.; ŚBr.; Mn. &c.; to advance towards a foe, attack, invade, ŚBr.; MBh.; Mn.; to hurt, offend, ŚBr. vii; to move, excite, erect, raise, (iyárti vācam (इयर्ति॑ वाचम्), he raises his voice, RV. ii, 42, 2; stomā́n iyarmi (स्तोमा॑न् इयर्मि), I sing hymns, RV. i, 116, 1), RV.; AV. vi, 22, 3 : Caus. arpayati (अर्पयति), to cause to move, throw, cast, AV. x, 9, 1; Ragh. &c.; to cast through, pierce, AV.; to put in or upon, place, insert, fix into or upon, fasten, RV.; Śāk.; Kum.; Bhag. &c.; to place on, apply, Kathās.; Ratnāv.; Ragh. &c.; to direct or turn towards, R.; Bhag. &c.; to deliver up, surrender, offer, reach over, present, give, Yājñ.; Pañcat.; Vikr. &c.; to give back, restore, Mn. viii, 191; Yājñ.; Śak. &c.: Ved. Intens. alarti (अलर्ति), RV. viii, 48, 8;  (2. sg. alarṣi (अलर्षि), RV. viii, 1, 7; Pāṇ. vii, 4, 65); to move or go towards with speed or zeal: Class. Intens. Ā. arāryate (अरार्यते) (Pāṇ. vii, 4, 30), to wander about, hasten towards, Bhaṭṭ.; Pat., Kāś.;",NULL
36287,300308,ariṣyatí,moves,"ṛ (ऋ)","4. ṛ (ऋ)   cl. 1. 3. 5.P. ṛcchati (ऋच्छति), iyarti (इयर्ति), ṛṇoti (ऋणोति), and ṛṇvati (ऋण्वति) (only Ved.);  āra (आर), ariṣyati (अरिष्यति), ārat (आरत्), and ārṣīt (आर्षीत्), to go, move, rise, tend upwards, RV.; Nir. &c.; to go towards, meet with, fall upon or into, reach, obtain, RV.; AV.; ŚBr.; ChUp.; MBh. &c.; to fall to one's share, occur, befall (with acc.), RV.; AitBr.; ŚBr.; Mn. &c.; to advance towards a foe, attack, invade, ŚBr.; MBh.; Mn.; to hurt, offend, ŚBr. vii; to move, excite, erect, raise, (iyárti vācam (इयर्ति॑ वाचम्), he raises his voice, RV. ii, 42, 2; stomā́n iyarmi (स्तोमा॑न् इयर्मि), I sing hymns, RV. i, 116, 1), RV.; AV. vi, 22, 3 : Caus. arpayati (अर्पयति), to cause to move, throw, cast, AV. x, 9, 1; Ragh. &c.; to cast through, pierce, AV.; to put in or upon, place, insert, fix into or upon, fasten, RV.; Śāk.; Kum.; Bhag. &c.; to place on, apply, Kathās.; Ratnāv.; Ragh. &c.; to direct or turn towards, R.; Bhag. &c.; to deliver up, surrender, offer, reach over, present, give, Yājñ.; Pañcat.; Vikr. &c.; to give back, restore, Mn. viii, 191; Yājñ.; Śak. &c.: Ved. Intens. alarti (अलर्ति), RV. viii, 48, 8;  (2. sg. alarṣi (अलर्षि), RV. viii, 1, 7; Pāṇ. vii, 4, 65); to move or go towards with speed or zeal: Class. Intens. Ā. arāryate (अरार्यते) (Pāṇ. vii, 4, 30), to wander about, hasten towards, Bhaṭṭ.; Pat., Kāś.;",NULL
36296,300308,r̥ccháti,"encounters something, reaches","ṛ (ऋ)","4. ṛ (ऋ)   cl. 1. 3. 5.P. ṛcchati (ऋच्छति), iyarti (इयर्ति), ṛṇoti (ऋणोति), and ṛṇvati (ऋण्वति) (only Ved.);  āra (आर), ariṣyati (अरिष्यति), ārat (आरत्), and ārṣīt (आर्षीत्), to go, move, rise, tend upwards, RV.; Nir. &c.; to go towards, meet with, fall upon or into, reach, obtain, RV.; AV.; ŚBr.; ChUp.; MBh. &c.; to fall to one's share, occur, befall (with acc.), RV.; AitBr.; ŚBr.; Mn. &c.; to advance towards a foe, attack, invade, ŚBr.; MBh.; Mn.; to hurt, offend, ŚBr. vii; to move, excite, erect, raise, (iyárti vācam (इयर्ति॑ वाचम्), he raises his voice, RV. ii, 42, 2; stomā́n iyarmi (स्तोमा॑न् इयर्मि), I sing hymns, RV. i, 116, 1), RV.; AV. vi, 22, 3 : Caus. arpayati (अर्पयति), to cause to move, throw, cast, AV. x, 9, 1; Ragh. &c.; to cast through, pierce, AV.; to put in or upon, place, insert, fix into or upon, fasten, RV.; Śāk.; Kum.; Bhag. &c.; to place on, apply, Kathās.; Ratnāv.; Ragh. &c.; to direct or turn towards, R.; Bhag. &c.; to deliver up, surrender, offer, reach over, present, give, Yājñ.; Pañcat.; Vikr. &c.; to give back, restore, Mn. viii, 191; Yājñ.; Śak. &c.: Ved. Intens. alarti (अलर्ति), RV. viii, 48, 8;  (2. sg. alarṣi (अलर्षि), RV. viii, 1, 7; Pāṇ. vii, 4, 65); to move or go towards with speed or zeal: Class. Intens. Ā. arāryate (अरार्यते) (Pāṇ. vii, 4, 30), to wander about, hasten towards, Bhaṭṭ.; Pat., Kāś.;",NULL
34656,300329,"ḗva- ","course, walk, custom, usage","eva (एव)","2. evá (एव)   mfn. (√ i (इ)), going, moving, speedy, quick, TBr. iii; Uṇ. evá (एव)   (as (अस्)), m. course, way (generally instr. pl.), RV. the earth, world, VS. xv, 4; 5 [Mahīdh.] a horse, RV. i, 158, 3 [Sāy.] evá (एव)   (ās (आस्)), m. pl. way or manner of acting or proceeding, conduct, habit, usage, custom, RV. evá (एव)   m.",NULL
53220,300329,ḗva-,manner,"eva (एव)","2. evá (एव)   mfn. (√ i (इ)), going, moving, speedy, quick, TBr. iii; Uṇ. evá (एव)   (as (अस्)), m. course, way (generally instr. pl.), RV. the earth, world, VS. xv, 4; 5 [Mahīdh.] a horse, RV. i, 158, 3 [Sāy.] evá (एव)   (ās (आस्)), m. pl. way or manner of acting or proceeding, conduct, habit, usage, custom, RV. evá (एव)   m.",NULL
20093,300332,ēṣ̌á-ḥ,"wish, choice","eṣa (एष)","3. eṣá (एष)   mfn. (fr. √ 3. iṣ (इष्)) ifc. seeking, ŚBr. xiii eṣá (एष)   m. the act of seeking or going after, RV. x, 48, 9 (eṣa (एष)), wish, option, RV. i, 180, 4, (cf. svaī (स्वई)za/)",NULL
3856,300361,kālaya-,"drive away, pursue","kal (कल्)","2. kal (कल्)   cl. 10. P. (rarely Ā.) kālayati (कालयति) (°te (°ते)), to push on, drive forward, drive before one's self or away, carry off, MBh.; BhP.; to go after (with hostile intention), persecute, R. iii, 41, 26; to count, tell over, MBh. iii, 14853; to throw, L.; to announce the time (?).",NULL
3920,300361,kālaya-,"drive away, pursue","kal (कल्)","2. kal (कल्)   cl. 10. P. (rarely Ā.) kālayati (कालयति) (°te (°ते)), to push on, drive forward, drive before one's self or away, carry off, MBh.; BhP.; to go after (with hostile intention), persecute, R. iii, 41, 26; to count, tell over, MBh. iii, 14853; to throw, L.; to announce the time (?).",NULL
46259,300370,kā́yamāna-,"fond of","kā (का)","3. kā (का)   = √ kan (कन्) (perf. cake (चके), cakāna (चकान); see kāyámāna (कायमा॑न) s.v.), to seek, desire, yearn, love (with acc. and dat.), RV.; to like, enjoy, be satisfied with (loc. gen. or inst.), RV. : Intens. (p. cākat (चाकत्)) to please, be sought after, be wished for, satisfy, RV. x, 29, 1 (cf. anu- (अनु-), ā- (आ-), saṃ- (सं-) √ 3. kā (का), kāti (काति).)",NULL
46261,300370,cakḗ,"take pleasure in something, love, desire","kā (का)","3. kā (का)   = √ kan (कन्) (perf. cake (चके), cakāna (चकान); see kāyámāna (कायमा॑न) s.v.), to seek, desire, yearn, love (with acc. and dat.), RV.; to like, enjoy, be satisfied with (loc. gen. or inst.), RV. : Intens. (p. cākat (चाकत्)) to please, be sought after, be wished for, satisfy, RV. x, 29, 1 (cf. anu- (अनु-), ā- (आ-), saṃ- (सं-) √ 3. kā (का), kāti (काति).)",NULL
52778,300374,káya-,"body, frame","kāya (काय)","2. kāya (काय)   m. (√ ci (चि), Pāṇ. iii, 3, 41), the body, KātyŚr.; Mn. &c. the trunk of a tree, R. the body of a lute (the whole except the wires), L. assemblage, collection, multitude, SaddhP. principal, capital, Nār.; Bṛh. a house, habitation, L. a butt, mark, L. any object to be attained, L. natural temperament, L.",NULL
53431,300410,kū́,where?,"kū (कू)","2. kū (कू)   ind. (= kva (क्व)) where? RV. v, 74, 1.",NULL
45063,300435,kṣālayati,"washes off","kṣal (क्षल्)","2. kṣal (क्षल्)   (related to √ kṣar (क्षर्)) cl. 10. P. kṣālayati (क्षालयति) to wash, wash off;  purify, cleanse, clean, Śiś. i, 38; Kathās.; Hit.;",NULL
40454,300464,"gavatē ",sounds,"gu (गु)","3. gu (गु)   cl. 1. Ā. gavate (गवते), to sound, Dhātup. xxii, 52 : Intens. Ā. (1. and 3. sg. jogúve (जोगु॑वे), p. jogúvāna (जोगु॑वान)) ‘to cause to sound’, proclaim, RV. i, 61, 14; v, 64, 2; TBr. ii; Kāṭh. xiii, 11 f. : P. (impf. agaṅgūyat (अगङ्गूयत्) for aguṅg° (अगुङ्ग्°)) to shout with joy, TāṇḍyaBr. xiv, 3, 19 (cf. prati- (प्रति-) √ 3. gu (गु) and jogū́ (जोगू॑).)",NULL
40455,300464,"jṓguvē ","make resound loudly, speak loudly","gu (गु)","3. gu (गु)   cl. 1. Ā. gavate (गवते), to sound, Dhātup. xxii, 52 : Intens. Ā. (1. and 3. sg. jogúve (जोगु॑वे), p. jogúvāna (जोगु॑वान)) ‘to cause to sound’, proclaim, RV. i, 61, 14; v, 64, 2; TBr. ii; Kāṭh. xiii, 11 f. : P. (impf. agaṅgūyat (अगङ्गूयत्) for aguṅg° (अगुङ्ग्°)) to shout with joy, TāṇḍyaBr. xiv, 3, 19 (cf. prati- (प्रति-) √ 3. gu (गु) and jogū́ (जोगू॑).)",NULL
