lex_ref_link_id,orig_word_id,reflex,gloss_eng,master_lemma,master_entry_str,new_word_id
44926,300465,"guváti ",defecates,"gu (गु)","4. gu (गु)   (= √ 1. gū (गू), q.v.) cl. 6. P. guvati (गुवति), to void by stool, Dhātup. xxviii, 106 (cf. vi-gūna (वि-गून).)",NULL
44386,300470,giráti,devours,"gṝ (गॄ)","2. gṝ (गॄ)   cl. 6. P. girati (गिरति) or (cf. Pāṇ. viii, 2, 21) gilati (गिलति) (ŚBr. i; MBh.; Suśr.), ep. also Ā. girate (गिरते) (1. sg. girā́mi (गिरा॑मि), AV. vi, 135, 3; perf. jagāra (जगार), RV.; aor. Subj. 3. pl. garan (गरन्), RV. i, 158, 5), to swallow, devour, eat, RV. &c.; to emit or eject from the mouth, MBh. xii, 12872 : Caus. (aor. 2. sg. ajīgar (अजीगर्)) to swallow, RV. i, 163, 7 : Intens. jegilyate (जेगिल्यते), Pāṇ. viii, 2, 20 : Desid. jigariṣati (जिगरिषति), vii, 2, 75;",NULL
44387,300470,giláti,devours,"gṝ (गॄ)","2. gṝ (गॄ)   cl. 6. P. girati (गिरति) or (cf. Pāṇ. viii, 2, 21) gilati (गिलति) (ŚBr. i; MBh.; Suśr.), ep. also Ā. girate (गिरते) (1. sg. girā́mi (गिरा॑मि), AV. vi, 135, 3; perf. jagāra (जगार), RV.; aor. Subj. 3. pl. garan (गरन्), RV. i, 158, 5), to swallow, devour, eat, RV. &c.; to emit or eject from the mouth, MBh. xii, 12872 : Caus. (aor. 2. sg. ajīgar (अजीगर्)) to swallow, RV. i, 163, 7 : Intens. jegilyate (जेगिल्यते), Pāṇ. viii, 2, 20 : Desid. jigariṣati (जिगरिषति), vii, 2, 75;",NULL
44388,300470,gr̥ṇā́ti,devours,"gṝ (गॄ)","2. gṝ (गॄ)   cl. 6. P. girati (गिरति) or (cf. Pāṇ. viii, 2, 21) gilati (गिलति) (ŚBr. i; MBh.; Suśr.), ep. also Ā. girate (गिरते) (1. sg. girā́mi (गिरा॑मि), AV. vi, 135, 3; perf. jagāra (जगार), RV.; aor. Subj. 3. pl. garan (गरन्), RV. i, 158, 5), to swallow, devour, eat, RV. &c.; to emit or eject from the mouth, MBh. xii, 12872 : Caus. (aor. 2. sg. ajīgar (अजीगर्)) to swallow, RV. i, 163, 7 : Intens. jegilyate (जेगिल्यते), Pāṇ. viii, 2, 20 : Desid. jigariṣati (जिगरिषति), vii, 2, 75;",NULL
44389,300470,gariṣyati,NULL,"gṝ (गॄ)","2. gṝ (गॄ)   cl. 6. P. girati (गिरति) or (cf. Pāṇ. viii, 2, 21) gilati (गिलति) (ŚBr. i; MBh.; Suśr.), ep. also Ā. girate (गिरते) (1. sg. girā́mi (गिरा॑मि), AV. vi, 135, 3; perf. jagāra (जगार), RV.; aor. Subj. 3. pl. garan (गरन्), RV. i, 158, 5), to swallow, devour, eat, RV. &c.; to emit or eject from the mouth, MBh. xii, 12872 : Caus. (aor. 2. sg. ajīgar (अजीगर्)) to swallow, RV. i, 163, 7 : Intens. jegilyate (जेगिल्यते), Pāṇ. viii, 2, 20 : Desid. jigariṣati (जिगरिषति), vii, 2, 75;",NULL
46295,300489,can-,"be satisfied, find pleasure","can (चन्)","2. can (चन्)   (cf. √ kan (कन्)), only aor. Subj. 2. du. caniṣṭam (चनिष्टम्) ‘to delight in, be satisfied with (loc.)’, RV. vii, 70, 4;  and 3. sg. caníṣṭhat (चनिष्ठत्) [jan° (जन्°), SV.], ‘to satisfy, please’, RV. viii, 74, 11.",NULL
43196,300511,jakṣiti,"eat, consume","jakṣ (जक्ष्)","2. jakṣ (जक्ष्)   (√ ghas (घस्) redupl.), cl. 2. °kṣiti (°क्षिति) (cf. Pāṇ. vii, 2, 76; 3. pl. °kṣati (°क्षति), vi, 1, 6 and 189; vii, 1, 4; Impv. 2. sg. jagdhi (जग्धि), BhP. iv, 17, 23; impf. (or aor.; cf. iii, 20, 21) ajakṣīt (अजक्षीत्) and °kṣat (°क्षत्) cf. Pāṇ. vii, 3, 98 f.; 3. pl. °kṣur (°क्षुर्), Vop. ix, 28; pf. 3. pl. jajakṣur (जजक्षुर्), Bhaṭṭ. xiii, 28; ind.p. jagdhvā (जग्ध्वा) & °dhvāyá (°ध्वाय) See s.v.; inf. °gdhum (°ग्धुम्)) to wish to eat, BhP. ii, 10, 17; to eat, consume, BhP. (once Ā. iii, 20, 20), Bhaṭṭ.;  cf. pra- (प्र-).",NULL
39363,300528,járatē,"rushes, sounds, crackles, calls","jṝ (जॄ)","2. jṝ (जॄ)   (= √ gṝ (गॄ)) cl. 1. Ā. jaráte (जरते) (p. jarámāṇa (जरमाण)) to crackle (as fire), RV.;  (Naigh. iii, 14) to call out to, address, invoke, praise, RV.;  cf. γῆρυς.",NULL
79332,300542,tañc-,contracts,"tañc (तञ्च्)","2. tañc (तञ्च्)   cl. 7. tanakti (तनक्ति), to contract, Bhaṭṭ. vi, 38;  cf. ā (आ), abhy-ā- (अभ्य्-आ-);  upā (उपा)taNkya;  takman (तक्मन्) and °kra (°क्र).",NULL
76547,300544,tányati,"rushes, sounds, thunders","tan (तन्)","2. tan (तन्)   (= √ stan (स्तन्)) cl. 4. °nyati (°न्यति) (aor. 2. sg. tatanas (ततनस्)) to resound, roar, RV. i, 38, 14; vi, 38, 2;  [cf. τόνος &c.]",NULL
79765,300548,tará-,"crossing over, overcoming","tara (तर)","2. tará (तर)   mfn. (√ tṝ (तॄ); g. pacā (पचा)di) carrying across or beyond, saving (?, said of Śiva (Śइव)), MBh. xii, 10380 ifc. passing over or beyond, W. ‘surpassing, conquering’, see śoka-tara (शोक-तर) cf. rathaṃtara (रथंतर) excelling, w. tará (तर)   m. crossing, passage, RV. ii, 13, 12; viii, 96, 1; Mn. viii, 404 and 407; Yājñ. (ifc.), MBh. xii tará (तर)   m. (a-tara (अ-तर) mfn. ‘impassable’), Bhaṭṭ. vii, 55 (cf. dus- (दुस्-)) tará (तर)   m. ‘excelling, conquering’, see duṣ-ṭará (दुष्-टर), su-tará (सु-तर), dus- (दुस्-) = -paṇya (-पण्य), Mn. viii, 406 a raft, W. a road, L. N. of a magical spell (against evil spirits supposed to possess certain weapons), R. i, 30, 4 fire, W. N. of a man, Rājat. vii, 809",NULL
81137,300561,tú,"but (become an emphasizing and urging particle); you (encl.)","tu (तु)","2. tu (तु)   ind. (never found at the beginning of a sentence or verse; metrically also tū (तू), RV.; cf. Pāṇ. vi, 3, 133) pray! I beg, do, now, then, Lat.dum used (esp. with the Imper.), RV. but (also with eva (एव) or vai (वै) following), AV. iv, 18, 6; TS.; ŚBr. &c. and, Mn. ii, 22 or, i, 68; xi, 202 often incorrectly written for nu (नु), MBh. (i, 6151 B. and C.) sometimes used as a mere expletive ca — na tu (च — न तु) though — still not na — api tu (न — अपि तु) not — but na ca — api tu (न च — अपि तु) not — but kāmaṃ — tu (कामं — तु) though — still kāmaṃ ca — tu (कामं च — तु) though — still kiṃ tu (किं तु) though — still paraṃ tu (परं तु) though — still kāmaṃ — na tu (कामं — न तु) it is true — but not, ere — than bhūyas — na tu (भूयस् — न तु) it is true — but not, ere — than varam — na tu (वरम् — न तु) it is true — but not, ere — than kiṃ tu (किं तु) still, nevertheless na — paraṃ tu (न — परं तु) not — however tu — tu (तु — तु) certainly — but, Hit. i, 2, 33.",NULL
81138,300561,tū́,"but (become an emphasizing and urging particle); you (encl.)","tu (तु)","2. tu (तु)   ind. (never found at the beginning of a sentence or verse; metrically also tū (तू), RV.; cf. Pāṇ. vi, 3, 133) pray! I beg, do, now, then, Lat.dum used (esp. with the Imper.), RV. but (also with eva (एव) or vai (वै) following), AV. iv, 18, 6; TS.; ŚBr. &c. and, Mn. ii, 22 or, i, 68; xi, 202 often incorrectly written for nu (नु), MBh. (i, 6151 B. and C.) sometimes used as a mere expletive ca — na tu (च — न तु) though — still not na — api tu (न — अपि तु) not — but na ca — api tu (न च — अपि तु) not — but kāmaṃ — tu (कामं — तु) though — still kāmaṃ ca — tu (कामं च — तु) though — still kiṃ tu (किं तु) though — still paraṃ tu (परं तु) though — still kāmaṃ — na tu (कामं — न तु) it is true — but not, ere — than bhūyas — na tu (भूयस् — न तु) it is true — but not, ere — than varam — na tu (वरम् — न तु) it is true — but not, ere — than kiṃ tu (किं तु) still, nevertheless na — paraṃ tu (न — परं तु) not — however tu — tu (तु — तु) certainly — but, Hit. i, 2, 33.",NULL
80987,300573,trāsayati,"makes tremble","tras (त्रस्)","2. tras (त्रस्)   cl. 1. trasáti (त्रसति) (Pāṇ. iii, 1, 70), cl. 4. trasyati (त्रस्यति) (MBh. &c.; ep. also Ā.; pf. 3. tatrasur (तत्रसुर्) [BhP. vi] or tresur (त्रेसुर्) [Devīm. ix, 21] Pāṇ. vi, 4, 124) to tremble, quiver, be afraid of (abl. gen., rarely instr.), RV. vi, 14, 4 and (p. f. tarasántī (तरसन्ती)), x, 85, 8; AV. v, 21, 8; ŚBr. &c.: Caus. trāsayati (त्रासयति) (ep. also Ā.) to cause to tremble, frighten, scare, MBh. &c.;",NULL
30660,300582,dattá-ḥ,NULL,"datta (दत्त)","2. datta (दत्त)   mfn. (√ 1. dā (दा)) given, granted, presented, RV. i f., viii, x; AV. &c. placed, extended, W. (with puttra (पुत्त्र)) = °ttrima (°त्त्रिम), MBh. xiii, 2616 datta (दत्त)   m. a short form [Pāṇ. v, 3, 83; Kār.; Pat.] of names so terminating (yajña- (यज्ञ-), deva- (देव-), jaya (जय) &c.) which chiefly are given to Vaiśya (Vअइśय) men, vi, 2, 148; v, 3, 78 ff., Kāś.; Mn. ii, 32; Kull.; Sāh. vi, 141 (Pāṇ. vi, 1, 205, Kāś.) N. of an ascetic, TāṇḍyaBr. xxv, 15, 3 (snake-priest), MBh. xii, 10875; BhP. iv, 19, 6 = °ttā (°त्ता)treya, 1, 15; vi, 15, 14 N. of a son of ṇājādhideya (ण्āज्āद्हिदेय) śūra (श्ūर), Hariv. 2033 of a sage in the 2nd ṃanv-antara (ंअन्व्-अन्तर), 417 of the 7th Vāsudeva (Vāसुदेव), Jain.; L. of the 8th thīrtha-kara (थ्īर्त्ह-कर) of the past ūtsarpiṇī (ऊत्सर्पिṇī), ib. datta (दत्त)   n. a gift, donation, ChUp. v; BhP. i, 5, 22",NULL
28663,300599,dína-m,day,"dina (दिन)","3. diná (दिन)   (accented only, Naigh. i, 9) m. n. (g. ardharcā (अर्धर्चा)di, only occurring as n.) a day, Mn.; Ragh.; Pañcat. &c. (ifc. also in Vedic texts) ifc. f(ā (आ)). , Rājat. i, 347.",NULL
28527,300602,dī́-dē-ti,"shines, gleams; having beautiful shine","dī (दी)","2. dī (दी)   (dīdī (दीदी) or dīdi (दीदि)). cl. 3. P. 3. pl. dīdyati (दीद्यति) (Impv. dīdihi (दीदिहि) and didīhi (दिदीहि), RV.; impf. adī́det (अदी॑देत्), ib.; pf. dīdāya (दीदाय) or (ŚBr.) dīdaya (दीदय); dīdethá (दीदेथ), didiyus (दिदियुस्), ib.; Subj. dīdayáti (दीदयति), °yat (°यत्), ib.; dīdáyat (दीदयत्), RV. x, 30, 4; 95, 12; dīdāyat (दीदायत्), AV. iii, 8, 3; dīdayante (दीदयन्ते), ib. xviii, 3, 23; Prec. dīdyāsam (दीद्यासम्), TBr.; p. Pres. P. dīdíat (दीदि॑अत्) Ā. dīdíāna (दीदि॑आन), p. pf. dīvas (दीवस्)), RV. to shine, be bright; to shine forth, excel, please, be admired, RV.; AV.; Br. ;  bestow upon (loc. or dat.) by shining, RV. ii, 2, 6; i, 93, 10. [Cf. δέατο, δέελος, δῆλος.]",NULL
28528,300602,dīdyati,"shines, gleams; having beautiful shine","dī (दी)","2. dī (दी)   (dīdī (दीदी) or dīdi (दीदि)). cl. 3. P. 3. pl. dīdyati (दीद्यति) (Impv. dīdihi (दीदिहि) and didīhi (दिदीहि), RV.; impf. adī́det (अदी॑देत्), ib.; pf. dīdāya (दीदाय) or (ŚBr.) dīdaya (दीदय); dīdethá (दीदेथ), didiyus (दिदियुस्), ib.; Subj. dīdayáti (दीदयति), °yat (°यत्), ib.; dīdáyat (दीदयत्), RV. x, 30, 4; 95, 12; dīdāyat (दीदायत्), AV. iii, 8, 3; dīdayante (दीदयन्ते), ib. xviii, 3, 23; Prec. dīdyāsam (दीद्यासम्), TBr.; p. Pres. P. dīdíat (दीदि॑अत्) Ā. dīdíāna (दीदि॑आन), p. pf. dīvas (दीवस्)), RV. to shine, be bright; to shine forth, excel, please, be admired, RV.; AV.; Br. ;  bestow upon (loc. or dat.) by shining, RV. ii, 2, 6; i, 93, 10. [Cf. δέατο, δέελος, δῆλος.]",NULL
28529,300602,ádīdēt,"shines, gleams; having beautiful shine","dī (दी)","2. dī (दी)   (dīdī (दीदी) or dīdi (दीदि)). cl. 3. P. 3. pl. dīdyati (दीद्यति) (Impv. dīdihi (दीदिहि) and didīhi (दिदीहि), RV.; impf. adī́det (अदी॑देत्), ib.; pf. dīdāya (दीदाय) or (ŚBr.) dīdaya (दीदय); dīdethá (दीदेथ), didiyus (दिदियुस्), ib.; Subj. dīdayáti (दीदयति), °yat (°यत्), ib.; dīdáyat (दीदयत्), RV. x, 30, 4; 95, 12; dīdāyat (दीदायत्), AV. iii, 8, 3; dīdayante (दीदयन्ते), ib. xviii, 3, 23; Prec. dīdyāsam (दीद्यासम्), TBr.; p. Pres. P. dīdíat (दीदि॑अत्) Ā. dīdíāna (दीदि॑आन), p. pf. dīvas (दीवस्)), RV. to shine, be bright; to shine forth, excel, please, be admired, RV.; AV.; Br. ;  bestow upon (loc. or dat.) by shining, RV. ii, 2, 6; i, 93, 10. [Cf. δέατο, δέελος, δῆλος.]",NULL
28530,300602,didīhí,"shines, gleams; having beautiful shine","dī (दी)","2. dī (दी)   (dīdī (दीदी) or dīdi (दीदि)). cl. 3. P. 3. pl. dīdyati (दीद्यति) (Impv. dīdihi (दीदिहि) and didīhi (दिदीहि), RV.; impf. adī́det (अदी॑देत्), ib.; pf. dīdāya (दीदाय) or (ŚBr.) dīdaya (दीदय); dīdethá (दीदेथ), didiyus (दिदियुस्), ib.; Subj. dīdayáti (दीदयति), °yat (°यत्), ib.; dīdáyat (दीदयत्), RV. x, 30, 4; 95, 12; dīdāyat (दीदायत्), AV. iii, 8, 3; dīdayante (दीदयन्ते), ib. xviii, 3, 23; Prec. dīdyāsam (दीद्यासम्), TBr.; p. Pres. P. dīdíat (दीदि॑अत्) Ā. dīdíāna (दीदि॑आन), p. pf. dīvas (दीवस्)), RV. to shine, be bright; to shine forth, excel, please, be admired, RV.; AV.; Br. ;  bestow upon (loc. or dat.) by shining, RV. ii, 2, 6; i, 93, 10. [Cf. δέατο, δέελος, δῆλος.]",NULL
33333,300610,duháti,milk,"duh (दुह्)","2. duh (दुह्)   (orig. dugh (दुघ्) cf. dughā́na (दुघा॑न), dugha (दुघ) &c., and the initial dh (ध्) of some forms)  cl. 2. P. Ā. dogdhi (दोग्धि); dugdhe (दुग्धे) or duhe (दुहे), RV. &c. (pl. Ā. duhate (दुहते), ix, 19, 5 &c.; duhrate (दुह्रते), i, 134, 6 &c.; duhre (दुह्रे), vii, 101, 1 &c.; impf. P. adhók (अधो॑क्), iii, 19, 7; duhur (दुहुर्), ii, 34, 10 &c.; Ā. adugdha (अदुग्ध) [according to Pāṇ. vii, 3, 73 aor.] pl. aduhran (अदुह्रन्), AV. viii, 10, 14; 3. sg. aduha (अदुह), pl. °hra (°ह्र), MaitrS. [cf. Pāṇ. vii, 1, 8; 41, Kāś.]; Impv. dhukṣva (धुक्ष्व), RV.; AV.; 3 sg. duhām (दुहाम्), RV. i, 164, 27; pl. duhrām (दुह्राम्), °ratā́m (°रताम्), AV.; dhuṅgdhvam (धुङ्ग्ध्वम्), ĀśvŚr.; Subj. dohat (दोहत्) [3. pl. °hān (°हान्), Br.], °hate (°हते), RV.; Pot. duhīyat (दुहीयत्), RV. ii, 11, 21; °yan (°यन्), i, 120, 9; Ā. °hīta (°हीत), ii, 18, 8; p. P. duhat (दुहत्) Ā. duhāna (दुहान), duhā́na (दुहा॑न), and dugh° (दुघ्°), RV.; cl. 6. P. Ā. duhatí (दुहति), °te (°ते), RV. &c.; cl. 4. duhyati (दुह्यति), °te (°ते), MBh.; pf. dudohá (दुदोह) [°hitha (°हिथ), RV. ii, 3, 16], duduhe (दुदुहे), 3. pl. duduhur (दुदुहुर्) [dudūhur (दुदूहुर्), BhP. v, 15, 9] RV. &c.; Ā. duduhre (दुदुह्रे), RV. iii, 57, 2 &c.[ix, 70, 1; SV. °hrire (°ह्रिरे)]; fut. dhokṣyati (धोक्ष्यति), °te (°ते), Pāṇ. viii, 2, 37, Kāś.; aor. adhúkṣat (अधु॑क्षत्), °ṣata (°षत) [3. sg. ix, 2, 3 pl. 110, 8], adukṣat (अदुक्षत्), i, 33, 10; dukṣata (दुक्षत), 3. sg. i, 160, 3; Impv. dhukṣasvá (धुक्षस्व), RV.; Pot. dhukṣīmahí (धुक्षीमहि), TS., i, 6, 4, 3; inf. dogdhum (दोग्धुम्), MBh. &c.; dogdhos (दोग्धोस्), ŚBr.; duhadhyái (दुहध्यै) and dohasé (दोहसे), RV.; ind.p. dugdhvā (दुग्ध्वा), ŚBr.) to milk (a cow or an udder) fig. take advantage of (cf. ἀμέλγεσθαι), enjoy; to milk or squeeze out, extract (milk, śoma (शोम), e.g. any good thing);  draw anything out of another thing (with 2 acc.), RV. &c. &c.;  (mostly Ā.) to give milk, yield any desired object (acc., rarely gen.), RV. &c. &c.: Pass. duhyaté (दुह्यते) aor. adohi (अदोहि) (Pāṇ. iii, 1, 63, Kāś.) to be milked, to be drawn or extracted from, RV.; AV.; MBh. &c.: Caus. dohayáti (दोहयति), °te (°ते) aor. adūduhat (अदूदुहत्) Pass. dohyaté (दोह्यते), to cause to milk or be milked; to milk, milk out, extract, ŚBr.; Vait.; Mn.; BhP. : Desid. dudúkṣati (दुदु॑क्षति) (RV.), dudhukṣati (दुधुक्षति) (Bhartṛ. ii, 38 cf. dudhukṣu (दुधुक्षु)), to wish to milk.",NULL
33334,300610,dógdhi,milks,"duh (दुह्)","2. duh (दुह्)   (orig. dugh (दुघ्) cf. dughā́na (दुघा॑न), dugha (दुघ) &c., and the initial dh (ध्) of some forms)  cl. 2. P. Ā. dogdhi (दोग्धि); dugdhe (दुग्धे) or duhe (दुहे), RV. &c. (pl. Ā. duhate (दुहते), ix, 19, 5 &c.; duhrate (दुह्रते), i, 134, 6 &c.; duhre (दुह्रे), vii, 101, 1 &c.; impf. P. adhók (अधो॑क्), iii, 19, 7; duhur (दुहुर्), ii, 34, 10 &c.; Ā. adugdha (अदुग्ध) [according to Pāṇ. vii, 3, 73 aor.] pl. aduhran (अदुह्रन्), AV. viii, 10, 14; 3. sg. aduha (अदुह), pl. °hra (°ह्र), MaitrS. [cf. Pāṇ. vii, 1, 8; 41, Kāś.]; Impv. dhukṣva (धुक्ष्व), RV.; AV.; 3 sg. duhām (दुहाम्), RV. i, 164, 27; pl. duhrām (दुह्राम्), °ratā́m (°रताम्), AV.; dhuṅgdhvam (धुङ्ग्ध्वम्), ĀśvŚr.; Subj. dohat (दोहत्) [3. pl. °hān (°हान्), Br.], °hate (°हते), RV.; Pot. duhīyat (दुहीयत्), RV. ii, 11, 21; °yan (°यन्), i, 120, 9; Ā. °hīta (°हीत), ii, 18, 8; p. P. duhat (दुहत्) Ā. duhāna (दुहान), duhā́na (दुहा॑न), and dugh° (दुघ्°), RV.; cl. 6. P. Ā. duhatí (दुहति), °te (°ते), RV. &c.; cl. 4. duhyati (दुह्यति), °te (°ते), MBh.; pf. dudohá (दुदोह) [°hitha (°हिथ), RV. ii, 3, 16], duduhe (दुदुहे), 3. pl. duduhur (दुदुहुर्) [dudūhur (दुदूहुर्), BhP. v, 15, 9] RV. &c.; Ā. duduhre (दुदुह्रे), RV. iii, 57, 2 &c.[ix, 70, 1; SV. °hrire (°ह्रिरे)]; fut. dhokṣyati (धोक्ष्यति), °te (°ते), Pāṇ. viii, 2, 37, Kāś.; aor. adhúkṣat (अधु॑क्षत्), °ṣata (°षत) [3. sg. ix, 2, 3 pl. 110, 8], adukṣat (अदुक्षत्), i, 33, 10; dukṣata (दुक्षत), 3. sg. i, 160, 3; Impv. dhukṣasvá (धुक्षस्व), RV.; Pot. dhukṣīmahí (धुक्षीमहि), TS., i, 6, 4, 3; inf. dogdhum (दोग्धुम्), MBh. &c.; dogdhos (दोग्धोस्), ŚBr.; duhadhyái (दुहध्यै) and dohasé (दोहसे), RV.; ind.p. dugdhvā (दुग्ध्वा), ŚBr.) to milk (a cow or an udder) fig. take advantage of (cf. ἀμέλγεσθαι), enjoy; to milk or squeeze out, extract (milk, śoma (शोम), e.g. any good thing);  draw anything out of another thing (with 2 acc.), RV. &c. &c.;  (mostly Ā.) to give milk, yield any desired object (acc., rarely gen.), RV. &c. &c.: Pass. duhyaté (दुह्यते) aor. adohi (अदोहि) (Pāṇ. iii, 1, 63, Kāś.) to be milked, to be drawn or extracted from, RV.; AV.; MBh. &c.: Caus. dohayáti (दोहयति), °te (°ते) aor. adūduhat (अदूदुहत्) Pass. dohyaté (दोह्यते), to cause to milk or be milked; to milk, milk out, extract, ŚBr.; Vait.; Mn.; BhP. : Desid. dudúkṣati (दुदु॑क्षति) (RV.), dudhukṣati (दुधुक्षति) (Bhartṛ. ii, 38 cf. dudhukṣu (दुधुक्षु)), to wish to milk.",NULL
30016,300615,dr̥bháti,"ties together, patches together, winds","dṛbh (दृभ्)","2. dṛbh (दृभ्)   cl. 6. P. dṛbhatí (दृभति) (ŚBr.); 1. 10. P. darbhati (दर्भति) and darbhayati (दर्भयति) (Dhātup. xxxiv, 16), to string or tie together, tie in a bunch.",NULL
29642,300625,"drávati ","runs, also melts away","dru (द्रु)","2. dru (द्रु)   cl. 1. P. (Dhātup. xxii, 47; ep. also Ā.) draváti (द्रवति), °te (°ते), RV. &c. &c. (pf. dudrāva (दुद्राव), Br.; °drotha (°द्रोथ), °druma (°द्रुम), Pāṇ. vii, 2, 13; °druvur (°द्रुवुर्), MBh.; R. &c.; aor. adudruvat (अदुद्रुवत्), Br.; °drot (°द्रोत्), Subj. dudravát (दुद्रवत्), RV.; fut. droṣyati (द्रोष्यति), Br.; inf. -drotum (-द्रोतुम्), Śatr.; ind.p. drutvā (द्रुत्वा) and -drutya (-द्रुत्य), Br.) to run, hasten, flee, RV.; AV.; ŚBr.; MBh.; Kāv. &c.; to run up to (acc.), attack, assault, MBh.; R.; to become fluid, dissolve, melt, Pañc.; Vet.; BhP. : Caus. drāvayáti (द्रावयति) (ep. also °te (°ते); dravayate (द्रवयते) See under drava (द्रव)) to cause to run, make flow, RV. viii, 4, 11; to make fluid, melt, vi, 4, 3; to drive away, put to flight, MBh. (Pass. drāvyate (द्राव्यते), vii, 3515), R.; MBh. : Desid. dudrūṣati (दुद्रूषति) Gr.: Desid. of Caus. dudrā (दुद्रा)vayizati or did° (दिद्°), Pāṇ. vii, 4, 81 : Intens. dodrūyate (दोद्रूयते) or dodroti (दोद्रोति) Gr. (dodrāva (दोद्राव), TS.).",NULL
32110,300632,dhanáyati,"run, race, set in motion","dhan (धन्)","2. dhan (धन्)   cl. 3. P. dadhantí (दधन्ति). (Pāṇ. vi, 1, 192) to cause to run or move quickly (p. dadhanát (दधनत्), dadhanvas (दधन्वस्); Pot. dadhanyur (दधन्युर्), RV.); to bear fruit, Dhātup. xxv, 23 : Caus. dhanayati (धनयति), °te (°ते), to cause to move or run ; to move or run, RV. (cf. dhanv (धन्व्) and dhaníṣṭha (धनिष्ठ)).",NULL
33056,300659,dhvāntá-,dark,"dhvānta (ध्वान्त)","2. dhvānta (ध्वान्त)   mfn. (√ 1. dhvan (ध्वन्) cf. Pāṇ. vii, 2, 18), covered, veiled, dark dhvānta (ध्वान्त)   n. darkness, night, RV.; &c.",NULL
60774,300669,násatē,"joins with, unites with someone","nas (नस्)","2. nas (नस्)   cl. 1. Ā. (Dhātup. xvi, 26) nasáte (नसते) (aor. Pot. nasīmahi (नसीमहि), RV. ii, 16, 8; pf. nese (नेसे); fut. nasitā (नसिता) Gr.) to approach, resort to, join, copulate (esp. as husband and wife), RV.; to be crooked or fraudulent, Dhātup.",NULL
60487,300674,nāśa-,"the coming to nothing","nāśa (नाश)","2. nāśa (नाश)   m. (√ 2. naś (नश्)) the being lost, loss, disappearance, destruction, annihilation, ruin, death, Br.; Mn.; MBh. &c. (ifc. destroying, annihilating, cf. karma-nāśā (कर्म-नाशा), graha-nāśa (ग्रह-नाश), duḥ-svapna-n° (दुः-स्वप्न-न्°)) flight, desertion, W. (arithm.) elimination, ib.",NULL
60838,300696,návatē,"turns, moves","nu (नु)","3. nu (नु)   cl. 1. Ā. navate (नवते) (nauti (नौति) with apa (अप)), to go, Naigh. ii, 14 : Caus. nāvayati (नावयति), to move from the place, remove, ṢaḍvBr.",NULL
60839,300696,nāuti,"turns, moves","nu (नु)","3. nu (नु)   cl. 1. Ā. navate (नवते) (nauti (नौति) with apa (अप)), to go, Naigh. ii, 14 : Caus. nāvayati (नावयति), to move from the place, remove, ṢaḍvBr.",NULL
60840,300696,"nāvayati ","turns, turns around","nu (नु)","3. nu (नु)   cl. 1. Ā. navate (नवते) (nauti (नौति) with apa (अप)), to go, Naigh. ii, 14 : Caus. nāvayati (नावयति), to move from the place, remove, ṢaḍvBr.",NULL
60421,300700,"nēdati ","flows, streams","ned (नेद्)","2. ned (नेद्)   cl. 1. P. nedati (नेदति), to go, flow (cf. ati-ned (अति-नेद्) and Naigh. ii, 14), to censure, blame, Dhātup. xxi, 8 (cf. √ 1. nid (निद्) and nind (निन्द्)); to be near, ib. (prob. an artificial meaning to explain nediṣṭha (नेदिष्ठ) &c.)",NULL
60086,300701,nāu-,"ship, boat","nau (नौ)","2. nau (नौ)   f. a ship, boat, vessel, RV. &c. &c. (in astrol.) N. of a partic. appearance of the moon or of a constellation, Var. = vāc (वाच्), Nir. i, 11 (either because prayer is a vessel leading to heaven or fr. √ 4. nu (नु), ‘to praise’).",NULL
