lex_ref_link_id,reflex,gloss_eng,lemma_id,lemma,gloss,entry_str
63592,rem-,"before, ahead",5201,rem-,"pre-, fore-, before","pre-, fore-, before"
63605,arsaid,old,3414,arsaid,"old, ancient","old, ancient"
63937,rann,part,718,rann,part (of a whole),part (of a whole)
64031,orcaid,"slays, kills, devastates",3324,orcaid,"to kill, slay","to kill, slay"
64626,athir,father,1280,athir,alternative spelling of athair,alternative spelling of athair
64718,labar,talkative,1937,labar,talkative,talkative
64881,lethan,broad,1720,lethan,"broad, wide","broad, wide"
65065,lūath,quick,3035,lúath,"swift, fast","swift, fast"
65066,lūas,swiftness,1390,lúas,"swiftness, speed","swiftness, speed"
65316,ibid,drinks,651,ibid,to drink,to drink
65774,ucht,breast,2552,ucht,"breast, bosom","breast, bosom"
66145,ēirge,rising up,4543,éirge,"verbal noun of at·reig: rise, rising","verbal noun of at·reig: rise, rising"
66167,rīgain,queen,3649,rígain,queen,queen
66170,rīched,kingdom,5741,ríched,Heaven,(Christianity) Heaven
66838,riuth,course,4201,riuth,verbal noun of reithid,verbal noun of reithid
66899,rūn,secret,954,rún,"mystery, secret","mystery, secret"
67279,rūad,red,1709,rúad,"red, reddish","red, reddish"
67606,salann,salt,1213,salann,salt,salt
67663,salach,dirty,493,salach,"dirty, foul","dirty, foul"
67791,sūil,eye,1205,súil,eye,eye
68060,sīd,dwelling of divine beings,2386,síd,fairy mound,fairy mound
68393,sīr,"long-lasting, eternal",786,sír,long,long
68456,sīabair,"phantom, ghost",3271,síabair,"phantom, spectre","phantom, spectre"
68843,aithesc,answer,4348,aithesc,"answer, reply","answer, reply"
68845,cosc,punishment,2496,cosc,verbal noun of con·secha (“to correct”),verbal noun of con·secha (“to correct”)
68848,insce,speech,2620,insce,"a saying, speech, statement, word","a saying, speech, statement, word"
68849,scēl,narration,1528,scél,"story, narration, tale","story, narration, tale"
68934,selb,possession,5480,selb,property,property
68988,selige,"turtle, snail",1934,selige,Any animal with a shell,Any animal with a shell:
69028,selg,hunt,1138,selg,hunt,hunt
69162,cosmail,consimilis,3738,cosmail,"like, alike, similar (+ fri (“to”))","like, alike, similar (+ fri (“to”))"
69228,-som,ipse,2105,-som,emphatic suffix of the following persons; used after velarized consonants and back vowels,emphatic suffix of the following persons; used after velarized consonants and back vowels; third-person singular masculine/neuter
69229,sund,here,799,sund,here (in this place),here (in this place)
69308,sam,summer,579,sam,summer,summer
69309,samrad,summer,1834,samrad,summer,summer
69468,siniu,older,4777,siniu,comparative degree of sen,comparative degree of sen
69683,sernaid,"arranges in rows, orders",3376,sernaid,"to arrange, to order, to dispose","to arrange, to order, to dispose"
69684,sreth,"spreading out, row",5980,sreth,verbal noun of sernaid,verbal noun of sernaid
69761,suth,"sap, milk",4203,suth,produce,produce
69851,suth,"birth, fruit",4203,suth,produce,produce
70115,cimbid,prisoner,3672,cimbid,"prisoner, captive","prisoner, captive"
70200,sceïd,vomits,1641,sceid,to vomit,to vomit
70851,ceinn,"scale, shell",6047,ceinn,"inflection of cenn (“skin, shell”):","inflection of cenn (“skin, shell”):; dative/accusative singular"
72284,cūl,"back, rear",1638,cúl,back,back
72286,cūl,"corner, hiding place",1638,cúl,back,back
72687,scāth,"shadow, protection, mirror",2837,scáth,"shadow, shade","shadow, shade"
72736,scē,hawthorn,5558,scé,whitethorn,whitethorn
73170,lī,"color, sheen",943,lí,"beauty, luster, brilliance, glory","beauty, luster, brilliance, glory"
73188,slōg,"army, host",2497,slóg,"army, host","army, host"
73321,mīad,"glory, pride",2226,míad,"honour, dignity, elevation","honour, dignity, elevation"
73322,moīdid,boasts,3264,moídid,to boast (i (“of”)),(reflexive) to boast (i (“of”))
73564,snām,swimming,6328,snám,verbal noun of snaïd (“to swim”),verbal noun of snaïd (“to swim”)
73664,snāthat,needle,4691,snáthat,needle,needle
73988,-so,"this, this one",3057,-so,alternative form of -su,alternative form of -su
74014,-sa,augment particle of 1st sg.,1311,-sa,emphatic first-person singular suffix,emphatic first-person singular suffix
74212,sēim,"exilis, macer",5979,séim,thin,thin
74640,sine,teat,214,sine,"nipple, teat","nipple, teat"
74778,seir,heel,2096,seir,heel,heel
74875,sruth,river,1412,sruth,"stream, river, current","stream, river, current"
75658,sessam,the standing,1649,sessam,verbal noun of sissidir: standing,verbal noun of sissidir: standing
75807,stān,tin,1835,stán,tin,tin
76038,tech,house,292,tech,house,house
76049,tuige,stramen,1809,tuige,alternative form of tugae,alternative form of tugae
76247,tigernae,lord,1722,tigernae,lord,lord
76349,tōeb,side,5681,tóeb,side,side
77591,su-,"well, good",3661,su-,"alternative form of so- (“good, easy”)","alternative form of so- (“good, easy”)"
77592,so-,"well, good",1294,so-,"good, excellent","good, excellent"
78249,sūan,sleep,1814,súan,"slumber, sleep","slumber, sleep"
78409,serg,illness,4130,serg,decline,decline
78423,siur,sister,1529,siur,sister,sister
78722,tiug,thick,2379,tiug,thick,thick
78760,ētig,ugly,4101,étig,ugly,ugly
78958,tol,will,556,tol,will,will
78992,talam,earth,1731,talam,"earth, (dry) land","earth, (dry) land"
79019,cotlud,sleep,2103,cotlud,verbal noun of con·tuili,verbal noun of con·tuili
79246,tan,time,57,tan,time,(point in) time
79247,in tain,"when, if",4305,in tain,alternative form of in tan,alternative form of in tan
79475,tene,fire,1669,tene,alternative spelling of teine,alternative spelling of teine
79478,tess,heat,1024,tess,heat,heat
79513,terc,"sparse, slight",2374,terc,few,few
79567,tarathar,drill,5574,tarathar,auger,auger
79718,trōg,"miserable, unhappy",6345,tróg,early form of trúag,early form of trúag
79833,druimm,back,1487,druimm,back,back
79844,tar,beyond (w. acc.),188,tar,"over, across","over, across"
79845,tairm-,beyond,6059,tairm-,"across, trans-","across, trans-"
79846,tarmi-,beyond,6060,tarmi-,Pretonic form of tairm-,Pretonic form of tairm-
79860,tre,through,152,tre,alternative form of tri,alternative form of tri
80011,tīr,territory,1333,tír,"land, country, territory, ground","land, country, territory, ground"
80829,trïan,third part,1620,trian,a third (1/3),a third (1/3)
81056,trïath,sea,1005,triath,"sea, waves","(poetic) sea, waves"
81613,fo,"under (Acc., 'Dat.' = Loc. or partly perhaps Instr.)",237,fo,"under, beneath","under, beneath"
81696,ōchtar,the upper part,6343,óchtar,early form of úachtar,early form of úachtar
81699,uss-,(preverb),3849,uss-,"up, off","up, off"
81700,oss-,(preverb),5213,oss-,alternative form of uss-,alternative form of uss-
81701,osnad,sigh,6307,osnad,"sigh, groan","sigh, groan"
81486,uss-,(preverb),3849,uss-,"up, off","up, off"
81487,oss-,(preverb),5213,oss-,alternative form of uss-,alternative form of uss-
81934,flaith,"rulership, prince",928,flaith,"lordship, sovereignty, rule","lordship, sovereignty, rule"
81940,flaithem,ruler,1729,flaithem,prince,prince
81946,Conall,PN ('strong as a wolf'),2821,Conall,a male given name,a male given name
82396,fēn,type of wagon,936,fén,"wagon, cart","wagon, cart"
82543,fīn,wine,1654,fín,wine,wine
82813,fīado,lord,4141,fíado,lord,lord
82863,fīadu,witness,5445,fíadu,witness,witness
82952,fedb,widow,3614,fedb,widow,widow
83002,fichid,fights,2826,fichid,to fight,to fight
83016,Fīachrai,PN,4532,Fíachrai,a male given name,a male given name
83526,fili,"seer, poet",773,fili,"poet, seer","poet, seer"
83718,folt,hair,1521,folt,hair,hair
83867,fillid,bends,6099,fillid,"to bend, stoop","(intransitive) to bend, stoop"
84010,fuil,blood,507,fuil,blood,blood
84066,folc,flood of water,638,folc,"wet weather, heavy rain","wet weather, heavy rain"
84482,ferr,better,1677,ferr,"comparative degree of maith: better, best","comparative degree of maith: better, best"
84655,froech,heather,6111,fróech,"heather, Calluna vulgaris","heather, Calluna vulgaris"
84786,fri,preposition,146,fri,"towards, to","towards, to"
84787,frith-,preverb,2052,frith-,"counter-, beside, against","counter-, beside, against"
85041,Ériu,Ireland,1691,Ériu,Ireland (a country and island of Europe),Ireland (a country and island of Europe)
85743,fescor,evening time,1741,fescor,"evening, eventide, vespers","evening, eventide, vespers"
85773,errach,spring,2653,errach,spring (season),spring (season)
85923,fid,"tree, wood, forest",658,fid,tree,tree
85951,fiche,twenty,769,fiche,twenty,twenty
86027,olc,evil,968,olc,"bad, evil","bad, evil"
86028,olc,"evildoer (m.); evil, harm (n.)",968,olc,"bad, evil","bad, evil"
