index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
11,1421,cererem,noun,cerum,cerer,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ce', 're', 'rem']",[kɛrɛrẽː],4,\N,M6
12,1421,feruida,adjective,feruidus,feruid,amod,11,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['fe', 'ru', 'i', 'da']",[fɛrujd̪a],4,\N,M6
13,1421,siccat,verb,sicco,sicca,conj,5,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sic', 'cat']",[sɪkkat̪],4,\N,M6
14,1421,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N,4,\N,M6
15,1421,remeat,verb,remeo,remea,conj,5,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'me', 'at']",[rɛmɛ̣jat̪],4,\N,M6
16,1421,pomis,noun,poma,pom,obl:arg,15,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['po', 'mis']",[pɔmɪs],4,\N,M6
17,1421,grauis,adjective,grauis,grau,amod,18,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['grau', 'is']",[grawɪs],4,\N,M6
18,1421,autumnus,noun,autumnus,autumn,nsubj,15,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'tum', 'nus']",[awt̪ʊmn̪ʊs],4,\N,M6
19,1421,",",punctuation,",",",",punct,22,\N,\N,"[',']",\N,4,\N,M6
20,1421,hiemem,noun,hies,hiem,obj,22,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hi', 'e', 'mem']",[hɪ̣jɛmẽː],4,\N,M6
21,1421,defluus,noun,defluus,deflu,nsubj,22,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['de', 'flu', 'us']",[d̪ɛflʊjʊs],4,\N,M6
22,1421,inrigat,verb,inrigo,inriga,conj,15,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'ri', 'gat']",[ɪn̪rɪgat̪],4,\N,M6
23,1421,imber,noun,imber,imbe,nsubj,22,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['im', 'ber']",[ɪmbɛr],4,\N,M6
24,1421,.,punctuation,.,.,punct,5,\N,\N,['.'],\N,4,\N,M6
0,1422,haec,determiner,hic,haec,det,1,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],4,\N,M6
1,1422,temperies,noun,temperies,temperi,nsubj,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'pe', 'ri', 'es']",[t̪ɛmpɛrɪ̣jɛs],4,\N,M6
2,1422,alit,verb,aliuo,ali,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'lit']",[alɪt̪],4,\N,M6
3,1422,ac,coordinating_conjunction,atque,ac,cc,4,\N,{F: [pos]},['ac'],[ak],4,\N,M6
4,1422,profert,verb,profero,profer,conj,2,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'fert']",[prɔfɛrt̪],4,\N,M6
5,1422,quicquid,pronoun,quisquis,quicquid,nsubj,7,"{Case: [nominative], <class 'NoneType'>: [None], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['quic', 'quid']",[kʷɪkkʷɪd̪],4,\N,M6
6,1422,uitam,noun,uita,uit,obj,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'tam']",[wɪt̪ãː],4,\N,M6
7,1422,spirat,verb,spiro,spira,ccomp:relcl,2,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['spi', 'rat']",[spɪrat̪],4,\N,M6
8,1422,in,adposition,in,in,case,9,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],4,\N,M6
9,1422,orbe,noun,orbis,orb,obl,7,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['or', 'be']",[ɔrbɛ],4,\N,M6
10,1422,;,punctuation,;,;,punct,2,\N,\N,[';'],\N,4,\N,M6
0,1423,eadem,determiner,idem,ead,obj,1,"{Case: [nominative], Form: [pos], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['e', 'a', 'dem']",[ɛ̣jad̪ẽː],4,\N,M6
1,1423,rapiens,verb,rapio,rapie,csubj,2,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ra', 'pi', 'ens']",[rapɪ̣jeːn̪s],4,\N,M6
2,1423,condit,verb,condo,condi,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'dit']",[kɔn̪d̪ɪt̪],4,\N,M6
3,1423,et,coordinating_conjunction,et,et,cc,4,\N,{F: [pos]},['et'],[ɛt̪],4,\N,M6
4,1423,aufert,verb,aufero,aufer,conj,2,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['au', 'fert']",[awfɛrt̪],4,\N,M6
5,1423,obitu,noun,obitus,obit,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ob', 'i', 'tu']",[ɔbɪt̪ʊ],4,\N,M6
6,1423,mergens,verb,mergo,merge,advcl,4,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['mer', 'gens']",[mɛrgeːn̪s],4,\N,M6
7,1423,orta,verb,orfero,ort,ccomp,6,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['or', 'ta']",[ɔrt̪a],4,\N,M6
8,1423,supremo,adjective,superior,suprem,obl,7,"{Case: [ablative], Degree: [absolute_superlative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['su', 'pre', 'mo']",[sʊprɛmɔ],4,\N,M6
9,1423,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,4,\N,M6
0,1424,sedet,verb,sedeo,sede,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['se', 'det']",[sɛd̪ɛt̪],4,\N,M6
1,1424,interea,particle,interea,intere,discourse,0,\N,{F: [pos]},"['in', 'te', 're', 'a']",[ɪn̪t̪ɛrɛ̣ja],4,\N,M6
2,1424,conditor,noun,conditor,condito,nsubj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['con', 'di', 'tor']",[kɔn̪d̪ɪt̪ɔr],4,\N,M6
3,1424,altus,adjective,altus,alt,amod,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['al', 'tus']",[aɫt̪ʊs],4,\N,M6
4,1424,rerumque,determiner,remusque,rer,det,5,"{Case: [genitive], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['re', 'rum', 'que']",[rɛrʊmkʷɛ],4,\N,M6
5,1424,regens,verb,rego,rege,acl,2,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'gens']",[rɛgeːn̪s],4,\N,M6
6,1424,flectit,verb,flecto,flecti,advcl,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['flec', 'tit']",[flɛkt̪ɪt̪],4,\N,M6
7,1424,habenas,noun,habena,haben,obj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ha', 'be', 'nas']",[habɛn̪as],4,\N,M6
8,1424,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,4,\N,M6
9,1424,rex,noun,rex,rex,conj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['rex'],[rɛks],4,\N,M6
10,1424,et,coordinating_conjunction,et,et,cc,11,\N,{F: [pos]},['et'],[ɛt̪],4,\N,M6
11,1424,dominus,noun,dominus,domin,conj,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['do', 'mi', 'nus']",[d̪ɔmɪn̪ʊs],4,\N,M6
12,1424,",",punctuation,",",",",punct,13,\N,\N,"[',']",\N,4,\N,M6
13,1424,fons,noun,fons,fo,conj,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['fons'],[fɔːn̪s],4,\N,M6
14,1424,et,coordinating_conjunction,et,et,cc,15,\N,{F: [pos]},['et'],[ɛt̪],4,\N,M6
15,1424,origo,noun,origo,orig,conj,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ri', 'go']",[ɔrɪgɔ],4,\N,M6
16,1424,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,4,\N,M6
17,1424,lex,noun,lex,lex,conj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['lex'],[lɛks],4,\N,M6
18,1424,et,coordinating_conjunction,et,et,cc,19,\N,{F: [pos]},['et'],[ɛt̪],4,\N,M6
19,1424,sapiens,adjective,sapiens,sapie,conj,17,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'pi', 'ens']",[sapɪ̣jeːn̪s],4,\N,M6
20,1424,arbiter,noun,arbiter,arbite,conj,17,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'bi', 'ter']",[arbɪt̪ɛr],4,\N,M6
21,1424,aequi,noun,aequus,aequ,nmod,20,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'qui']",[ajkʷɪ],4,\N,M6
22,1424,",",punctuation,",",",",punct,26,\N,\N,"[',']",\N,4,\N,M6
23,1424,et,coordinating_conjunction,et,et,cc,28,\N,{F: [pos]},['et'],[ɛt̪],4,\N,M6
24,1424,quae,pronoun,qui,quae,nsubj,26,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,M6
25,1424,motu,noun,motus,mot,obl,26,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'tu']",[mɔt̪ʊ],4,\N,M6
26,1424,concitat,verb,concito,concita,csubj:relcl,28,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'ci', 'tat']",[kɔŋkɪt̪at̪],4,\N,M6
27,1424,ire,verb,eo,ir,xcomp,26,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['i', 're']",[ɪrɛ],4,\N,M6
28,1424,sistit,verb,sisto,sisti,conj,6,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sis', 'tit']",[sɪst̪ɪt̪],4,\N,M6
29,1424,retrahens,verb,retraho,retrahe,advcl,28,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'tra', 'hens']",[rɛt̪raheːn̪s],4,\N,M6
30,1424,ac,coordinating_conjunction,atque,ac,cc,32,\N,{F: [pos]},['ac'],[ak],4,\N,M6
31,1424,uaga,noun,uaga,uag,obj,32,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'a', 'ga']",[waga],4,\N,M6
32,1424,firmat,verb,firmo,firma,conj,28,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fir', 'mat']",[fɪrmat̪],4,\N,M6
33,1424,;,punctuation,;,;,punct,0,\N,\N,[';'],\N,4,\N,M6
0,1425,nam,particle,nam,nam,discourse,19,\N,{F: [pos]},['nam'],[n̪ãː],4,\N,M6
1,1425,nisi,subordinating_conjunction,nisi,nisi,mark,7,{<class 'NoneType'>: [None]},{F: [pos]},"['ni', 'si']",[n̪ɪsɪ],4,\N,M6
2,1425,rectos,verb,rego,rect,ccomp,3,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['rec', 'tos']",[rɛkt̪ɔs],4,\N,M6
3,1425,reuocans,verb,reuoco,reuoca,advcl,7,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['reu', 'o', 'cans']",[rewɔkaːn̪s],4,\N,M6
4,1425,itus,noun,itus,it,nsubj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'tus']",[ɪt̪ʊs],4,\N,M6
5,1425,flexos,verb,flego,flex,acl,4,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fle', 'xos']",[flɛksɔs],4,\N,M6
6,1425,iterum,adverb,iterum,iter,advmod:tmod,7,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}","['i', 'te', 'rum']",[ɪt̪ɛrũː],4,\N,M6
7,1425,cogat,verb,cogo,coga,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'gat']",[kɔgat̪],4,\N,M6
8,1425,in,adposition,in,in,case,9,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],4,\N,M6
9,1425,orbes,noun,orbis,orb,obl,7,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['or', 'bes']",[ɔrbɛs],4,\N,M6
10,1425,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N,4,\N,M6
11,1425,quae,pronoun,qui,quae,nsubj,14,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,M6
12,1425,nunc,adverb,nunc,nunc,advmod:tmod,14,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['nunc'],[n̪ʊŋk],4,\N,M6
13,1425,stabilis,adjective,stabilis,stabil,xcomp,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sta', 'bi', 'lis']",[st̪abɪlɪs],4,\N,M6
14,1425,continet,verb,contineo,contine,acl:relcl,9,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'ti', 'net']",[kɔn̪t̪ɪn̪ɛt̪],4,\N,M6
15,1425,ordo,noun,ordo,ord,nsubj,14,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['or', 'do']",[ɔrd̪ɔ],4,\N,M6
16,1425,dissaepta,verb,disso,dissaept,acl,15,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['dis', 'saep', 'ta']",[d̪ɪssajpt̪a],4,\N,M6
17,1425,suo,determiner,suus,su,det,18,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'o']",[sʊjɔ],4,\N,M6
18,1425,fonte,noun,fons,font,obl,19,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fon', 'te']",[fɔn̪t̪ɛ],4,\N,M6
19,1425,fatiscant,verb,fatiscor,fatisca,advcl,7,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fa', 'tis', 'cant']",[fat̪ɪskan̪t̪],4,\N,M6
20,1425,.,punctuation,.,.,punct,7,\N,\N,['.'],\N,4,\N,M6
0,1426,hic,determiner,hic,hic,advmod:lmod,5,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk],4,\N,M6
1,1426,est,auxiliary,sum,est,cop,5,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],4,\N,M6
2,1426,cunctis,determiner,cunctus,cunct,obl:arg,5,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['cun', 'ctis']",[kʊŋkt̪ɪs],4,\N,M6
3,1426,communis,adjective,communis,commun,amod,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['com', 'mu', 'nis']",[kɔmmʊn̪ɪs],4,\N,M6
4,1426,amor,noun,amor,amo,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mor']",[amɔr],4,\N,M6
5,1426,repetuntque,verb,repeto,repetu,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'pe', 'tun', 'tque']",[rɛpɛt̪ʊn̪t̪kʷɛ],4,\N,M6
6,1426,boni,noun,bonum,bon,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bo', 'ni']",[bɔn̪ɪ],4,\N,M6
7,1426,fine,noun,finis,fin,obl,8,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'ne']",[fɪn̪ɛ],4,\N,M6
8,1426,teneri,verb,teneo,tener,xcomp,5,"{Aspect: [imperfective], InflClass: [lat_e], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['te', 'ne', 'ri']",[t̪ɛn̪ɛrɪ],4,\N,M6
9,1426,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N,4,\N,M6
10,1426,quia,subordinating_conjunction,quia,quia,mark,14,\N,{F: [pos]},['quia'],[kʷɪ̣ja],4,\N,M6
11,1426,non,particle,non,non,advmod:neg,12,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],4,\N,M6
12,1426,aliter,adverb,aliter,alite,advmod,14,{PronominalType: [contrastive]},"{F: [neg], N: [pos], V: [pos]}","['a', 'li', 'ter']",[alɪt̪ɛr],4,\N,M6
13,1426,durare,verb,duro,durar,xcomp,14,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['du', 'ra', 're']",[d̪ʊrarɛ],4,\N,M6
14,1426,queant,verb,queo,quea,advcl,5,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['que', 'ant']",[kʷɛ̣jan̪t̪],4,\N,M6
15,1426,nisi,subordinating_conjunction,nisi,nisi,mark,19,{<class 'NoneType'>: [None]},{F: [pos]},"['ni', 'si']",[n̪ɪsɪ],4,\N,M6
16,1426,conuerso,noun,conuersus,conuers,obl,19,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['co', 'nu', 'er', 'so']",[kɔn̪ʊjɛrsɔ],4,\N,M6
17,1426,rursus,adverb,rursus,rurs,advmod,19,\N,"{F: [neg], N: [pos], V: [pos]}","['rur', 'sus']",[rʊrsʊs],4,\N,M6
18,1426,amore,noun,amor,amor,obl,19,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mo', 're']",[amɔrɛ],4,\N,M6
19,1426,refluant,verb,refluo,reflua,advcl,14,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'flu', 'ant']",[rɛflʊjan̪t̪],4,\N,M6
20,1426,causae,noun,causa,caus,nsubj,19,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cau', 'sae']",[kawsaj],4,\N,M6
21,1426,quae,pronoun,qui,quae,obj,22,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,M6
22,1426,dedit,verb,do,dedi,acl:relcl,20,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['de', 'dit']",[d̪ɛd̪ɪt̪],4,\N,M6
23,1426,esse,auxiliary,sum,ess,xcomp,22,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ],4,\N,M6
24,1426,.,punctuation,.,.,punct,5,\N,\N,['.'],\N,4,\N,M6
0,1427,iamne,verb,iamno,iamn,ccomp,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['iam', 'ne']",[jamn̪ɛ],4,\N,P7
